Team,Team_ID,FG%,3P%,FT%,TRB,ORB,AST,STL,BLK,turnovers,team_turnovers,TOV,technical_fouls,total_technical_fouls,flagrant_fouls,PF,Game_ID,Season,Season_Type,Date,Datetime,Team_Score,Team_Win,field_goals_made,field_goals_attempted,free_throws_made,free_throws_attempted,three_point_field_goals_made,three_point_field_goals_attempted,Opponent,Opp_Score,Largest_Lead,Site,opponent_id_combined,season_type_encoded,home_away_encoded,team_winner_encoded,FGM,FGA,3PM,3PA,FTM,FTA,oFGM,oFGA,oFG%,o3PM,o3PA,o3P%,oFTM,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Abilene Christian,2000,38.6,31.3,76.5,30,10,9,13,1,15,0,15,0,0,0,23,400847057,2016,2,2016-01-09,,62.0,False,22.0,57.0,13.0,17.0,5.0,16.0,Nicholls State,63.0,1.0,home,2447.0,0,1,0,22.0,57.0,5.0,16.0,13.0,17.0,18.0,39.0,46.2,5.0,18.0,27.8,22.0,27.0,81.5,4,32,13,9,8,22,22
Abilene Christian,2000,41.3,31.6,82.9,43,16,16,9,2,12,0,12,1,1,0,22,400847058,2016,2,2016-01-13,,87.0,True,26.0,63.0,29.0,35.0,6.0,19.0,Northwestern State,72.0,12.0,away,2466.0,0,0,1,26.0,63.0,6.0,19.0,29.0,35.0,24.0,56.0,42.9,3.0,17.0,17.6,21.0,26.0,80.8,7,29,12,4,7,13,21
Abilene Christian,2000,51.0,23.5,44.4,19,8,15,4,2,15,1,15,0,0,0,16,400845013,2016,2,2016-01-17,,62.0,False,25.0,49.0,8.0,18.0,4.0,17.0,Stephen F. Austin,97.0,0.0,home,2617.0,0,1,0,25.0,49.0,4.0,17.0,8.0,18.0,39.0,54.0,72.2,12.0,15.0,80.0,7.0,14.0,50.0,8,29,28,3,5,10,18
Abilene Christian,2000,51.9,23.1,80.0,27,7,13,7,2,9,0,9,0,0,0,19,400847059,2016,2,2016-01-20,,75.0,True,28.0,54.0,16.0,20.0,3.0,13.0,McNeese State,67.0,12.0,away,2377.0,0,0,1,28.0,54.0,3.0,13.0,16.0,20.0,23.0,52.0,44.2,6.0,17.0,35.3,15.0,20.0,75.0,12,35,7,2,3,15,18
Abilene Christian,2000,39.1,45.0,68.2,23,6,14,8,1,15,0,15,0,0,0,17,400816959,2016,2,2016-01-23,,60.0,False,18.0,46.0,15.0,22.0,9.0,20.0,Incarnate Word,74.0,5.0,home,2916.0,0,1,0,18.0,46.0,9.0,20.0,15.0,22.0,29.0,49.0,59.2,4.0,13.0,30.8,12.0,17.0,70.6,6,32,13,8,3,15,18
Abilene Christian,2000,32.7,26.1,64.7,29,4,13,6,1,9,0,9,1,1,0,20,400847060,2016,2,2016-01-26,,51.0,False,17.0,52.0,11.0,17.0,6.0,23.0,Sam Houston,72.0,0.0,home,2534.0,0,1,0,17.0,52.0,6.0,23.0,11.0,17.0,25.0,52.0,48.1,8.0,18.0,44.4,14.0,19.0,73.7,6,40,21,3,0,13,18
Abilene Christian,2000,51.9,40.9,51.7,32,5,18,11,1,10,0,10,0,0,0,26,400847061,2016,2,2016-01-30,,80.0,True,28.0,54.0,15.0,29.0,9.0,22.0,Lamar,71.0,19.0,away,2320.0,0,0,1,28.0,54.0,9.0,22.0,15.0,29.0,24.0,48.0,50.0,2.0,8.0,25.0,21.0,34.0,61.8,4,34,3,5,2,17,25
Abilene Christian,2000,49.1,45.0,70.0,31,7,15,9,5,11,0,11,0,0,0,31,400841672,2016,2,2016-02-03,,79.0,True,28.0,57.0,14.0,20.0,9.0,20.0,Houston Christian,72.0,25.0,away,2277.0,0,0,1,28.0,57.0,9.0,20.0,14.0,20.0,22.0,46.0,47.8,3.0,12.0,25.0,25.0,37.0,67.6,7,32,8,5,2,17,20
Abilene Christian,2000,41.5,43.8,56.3,27,13,14,5,3,18,2,18,0,0,0,17,400823442,2016,2,2016-02-06,,60.0,False,22.0,53.0,9.0,16.0,7.0,16.0,Southeastern Louisiana,81.0,3.0,home,2545.0,0,1,0,22.0,53.0,7.0,16.0,9.0,16.0,30.0,52.0,57.7,6.0,16.0,37.5,15.0,18.0,83.3,10,32,20,6,3,16,18
Abilene Christian,2000,46.8,35.3,80.8,33,9,15,7,2,17,0,17,0,0,0,30,400847062,2016,2,2016-02-09,,71.0,True,22.0,47.0,21.0,26.0,6.0,17.0,Lamar,67.0,13.0,home,2320.0,0,1,1,22.0,47.0,6.0,17.0,21.0,26.0,18.0,45.0,40.0,1.0,9.0,11.1,30.0,42.0,71.4,10,28,10,7,1,13,22
Abilene Christian,2000,44.9,42.9,71.4,28,7,16,3,1,14,0,14,0,0,0,19,400847063,2016,2,2016-02-16,,71.0,False,22.0,49.0,15.0,21.0,12.0,28.0,Sam Houston,84.0,3.0,away,2534.0,0,0,0,22.0,49.0,12.0,28.0,15.0,21.0,28.0,57.0,49.1,6.0,21.0,28.6,22.0,22.0,100.0,8,32,13,3,2,7,19
Abilene Christian,2000,49.1,50.0,64.7,29,6,14,5,3,9,0,9,0,0,0,27,400841677,2016,2,2016-02-19,,71.0,False,27.0,55.0,11.0,17.0,6.0,12.0,Houston Christian,73.0,2.0,home,2277.0,0,1,0,27.0,55.0,6.0,12.0,11.0,17.0,25.0,48.0,52.1,6.0,8.0,75.0,17.0,27.0,63.0,7,33,11,1,7,10,15
Abilene Christian,2000,54.0,42.1,85.3,28,7,16,8,1,9,0,9,0,0,0,21,400823446,2016,2,2016-02-21,,91.0,True,27.0,50.0,29.0,34.0,8.0,19.0,Southeastern Louisiana,80.0,16.0,away,2545.0,0,0,1,27.0,50.0,8.0,19.0,29.0,34.0,32.0,59.0,54.2,5.0,16.0,31.3,11.0,18.0,61.1,8,27,12,2,2,13,25
Abilene Christian,2000,45.7,42.9,88.9,29,5,10,5,1,17,1,17,0,0,0,17,400847064,2016,2,2016-02-24,,59.0,False,21.0,46.0,8.0,9.0,9.0,21.0,Texas A&M-Corpus Christi,65.0,10.0,home,357.0,0,1,0,21.0,46.0,9.0,21.0,8.0,9.0,26.0,56.0,46.4,2.0,14.0,14.3,11.0,13.0,84.6,8,28,7,10,4,10,13
Abilene Christian,2000,50.9,41.7,70.0,32,7,15,8,2,17,0,17,0,0,0,28,400820382,2016,2,2016-02-27,,87.0,True,28.0,55.0,21.0,30.0,10.0,24.0,New Orleans,84.0,5.0,away,2443.0,0,0,1,28.0,55.0,10.0,24.0,21.0,30.0,26.0,55.0,47.3,4.0,8.0,50.0,28.0,39.0,71.8,10,33,12,10,3,16,25
Abilene Christian,2000,46.6,33.3,53.3,38,8,14,6,4,14,0,14,1,1,0,23,400817031,2016,2,2016-03-04,,70.0,False,27.0,58.0,8.0,15.0,8.0,24.0,Incarnate Word,74.0,3.0,away,2916.0,0,0,0,27.0,58.0,8.0,24.0,8.0,15.0,22.0,57.0,38.6,9.0,20.0,45.0,21.0,26.0,80.8,7,35,12,4,2,10,15
Abilene Christian,2000,44.6,35.0,50.0,35,11,15,7,3,17,0,17,0,0,0,28,400847065,2016,2,2016-03-05,,69.0,False,25.0,56.0,12.0,24.0,7.0,20.0,Texas A&M-Corpus Christi,74.0,13.0,away,357.0,0,0,0,25.0,56.0,7.0,20.0,12.0,24.0,21.0,46.0,45.7,4.0,12.0,33.3,28.0,36.0,77.8,8,35,6,6,5,18,19
Air Force,2005,43.1,20.0,81.8,36,10,10,2,1,12,0,12,0,0,0,21,400809217,2016,2,2015-11-14,,75.0,False,22.0,51.0,27.0,33.0,4.0,20.0,Southern Illinois,77.0,17.0,home,79.0,0,1,0,22.0,51.0,4.0,20.0,27.0,33.0,28.0,67.0,41.8,6.0,24.0,25.0,15.0,28.0,53.6,17,38,14,8,1,6,26
Air Force,2005,59.2,25.0,59.4,34,5,19,8,3,13,0,13,0,0,0,25,400817200,2016,2,2015-11-17,,80.0,True,29.0,49.0,19.0,32.0,3.0,12.0,Tennessee Tech,70.0,13.0,away,2635.0,0,0,1,29.0,49.0,3.0,12.0,19.0,32.0,21.0,65.0,32.3,7.0,29.0,24.1,21.0,31.0,67.7,20,43,11,8,5,14,27
Air Force,2005,38.3,14.3,57.1,40,12,15,5,1,11,0,11,0,0,0,15,400817201,2016,2,2015-11-20,,65.0,True,23.0,60.0,16.0,28.0,3.0,21.0,Mississippi Valley State,64.0,3.0,away,2400.0,0,0,1,23.0,60.0,3.0,21.0,16.0,28.0,25.0,61.0,41.0,6.0,19.0,31.6,8.0,14.0,57.1,12,45,14,3,4,13,27
Air Force,2005,37.9,25.0,84.6,47,17,16,12,3,14,0,14,0,0,0,8,400817202,2016,2,2015-11-22,,64.0,True,25.0,66.0,11.0,13.0,3.0,12.0,Robert Morris,52.0,14.0,away,2523.0,0,0,1,25.0,66.0,3.0,12.0,11.0,13.0,20.0,59.0,33.9,8.0,28.0,28.6,4.0,7.0,57.1,11,36,12,6,3,17,15
Air Force,2005,41.9,45.5,44.4,31,12,15,8,4,12,2,12,0,0,0,21,400817203,2016,2,2015-11-26,,70.0,False,26.0,62.0,8.0,18.0,10.0,22.0,Colorado,81.0,6.0,home,38.0,0,1,0,26.0,62.0,10.0,22.0,8.0,18.0,25.0,48.0,52.1,13.0,25.0,52.0,18.0,23.0,78.3,8,38,15,4,4,17,17
Air Force,2005,36.9,29.6,83.3,29,6,14,6,1,7,1,7,0,0,0,21,400817204,2016,2,2015-11-28,,66.0,True,24.0,65.0,10.0,12.0,8.0,27.0,New Mexico State,64.0,12.0,away,166.0,0,0,1,24.0,65.0,8.0,27.0,10.0,12.0,23.0,52.0,44.2,4.0,13.0,30.8,14.0,21.0,66.7,10,46,12,2,7,19,16
Air Force,2005,55.2,30.8,64.4,47,10,25,6,1,12,0,12,0,0,0,13,400817210,2016,2,2015-12-03,,97.0,True,32.0,58.0,29.0,45.0,4.0,13.0,The Citadel,93.0,10.0,away,2643.0,0,0,1,32.0,58.0,4.0,13.0,29.0,45.0,31.0,72.0,43.1,18.0,50.0,36.0,13.0,15.0,86.7,6,33,21,7,5,10,32
Air Force,2005,40.0,33.3,73.9,37,14,12,6,0,18,0,18,0,0,0,13,400817205,2016,2,2015-12-05,,61.0,True,20.0,50.0,17.0,23.0,4.0,12.0,Denver,59.0,4.0,home,2172.0,0,1,1,20.0,50.0,4.0,12.0,17.0,23.0,21.0,45.0,46.7,5.0,18.0,27.8,12.0,14.0,85.7,2,22,12,10,3,17,19
Air Force,2005,33.3,26.7,70.6,35,8,5,4,0,18,0,18,0,0,0,17,400817206,2016,2,2015-12-09,,50.0,False,17.0,51.0,12.0,17.0,4.0,15.0,Ohio State,74.0,0.0,home,194.0,0,1,0,17.0,51.0,4.0,15.0,12.0,17.0,27.0,57.0,47.4,6.0,22.0,27.3,14.0,18.0,77.8,5,35,11,8,6,12,18
Air Force,2005,46.8,60.0,50.0,38,10,11,9,2,13,0,13,0,0,0,28,400817207,2016,2,2015-12-12,,80.0,False,29.0,62.0,16.0,32.0,6.0,10.0,Army,90.0,5.0,away,349.0,0,0,0,29.0,62.0,6.0,10.0,16.0,32.0,26.0,58.0,44.8,12.0,28.0,42.9,26.0,38.0,68.4,9,41,16,6,6,16,25
Air Force,2005,50.0,42.1,64.7,30,5,14,3,2,15,0,15,0,0,0,15,400817208,2016,2,2015-12-19,,67.0,True,24.0,48.0,11.0,17.0,8.0,19.0,UC Davis,60.0,14.0,home,302.0,0,1,1,24.0,48.0,8.0,19.0,11.0,17.0,24.0,63.0,38.1,4.0,23.0,17.4,8.0,13.0,61.5,16,37,6,7,2,15,17
Air Force,2005,34.7,26.3,83.3,37,10,12,9,1,16,1,16,0,0,0,23,400817142,2016,2,2016-01-02,,64.0,True,17.0,49.0,25.0,30.0,5.0,19.0,San Jose State,57.0,21.0,away,23.0,0,0,1,17.0,49.0,5.0,19.0,25.0,30.0,18.0,49.0,36.7,7.0,18.0,38.9,14.0,23.0,60.9,10,35,12,8,8,20,24
Air Force,2005,37.0,33.3,54.5,31,4,8,4,0,11,0,11,0,0,0,18,400817079,2016,2,2016-01-07,,52.0,False,20.0,54.0,6.0,11.0,6.0,18.0,Wyoming,64.0,4.0,home,2751.0,0,1,0,20.0,54.0,6.0,18.0,6.0,11.0,22.0,51.0,43.1,11.0,28.0,39.3,9.0,12.0,75.0,5,38,10,5,2,13,17
Air Force,2005,37.3,25.0,58.8,40,9,12,4,2,17,0,17,0,0,0,18,400817177,2016,2,2016-01-09,,63.0,False,19.0,51.0,20.0,34.0,5.0,20.0,Nevada,86.0,0.0,away,2440.0,0,0,0,19.0,51.0,5.0,20.0,20.0,34.0,33.0,69.0,47.8,7.0,18.0,38.9,13.0,20.0,65.0,11,42,16,10,6,9,25
Air Force,2005,36.8,40.0,58.8,32,7,14,6,1,10,1,10,0,0,0,19,400817130,2016,2,2016-01-13,,60.0,False,21.0,57.0,10.0,17.0,8.0,20.0,Utah State,79.0,5.0,home,328.0,0,1,0,21.0,57.0,8.0,20.0,10.0,17.0,26.0,56.0,46.4,7.0,26.0,26.9,20.0,24.0,83.3,7,41,15,3,5,9,15
Air Force,2005,42.9,30.8,66.7,20,5,16,7,2,9,0,9,0,0,0,17,400817100,2016,2,2016-01-17,,64.0,False,24.0,56.0,12.0,18.0,4.0,13.0,Nevada-Las Vegas,100.0,0.0,home,2439.0,0,1,0,24.0,56.0,4.0,13.0,12.0,18.0,34.0,68.0,50.0,13.0,25.0,52.0,19.0,20.0,95.0,20,52,21,4,8,12,14
Air Force,2005,51.9,45.0,72.7,37,7,18,3,2,8,0,8,0,0,0,25,400817196,2016,2,2016-01-21,,79.0,False,27.0,52.0,16.0,22.0,9.0,20.0,Colorado State,83.0,1.0,away,36.0,0,0,0,27.0,52.0,9.0,20.0,16.0,22.0,25.0,54.0,46.3,12.0,30.0,40.0,21.0,28.0,75.0,6,28,17,2,4,6,19
Air Force,2005,41.3,38.9,58.8,32,4,13,4,2,17,0,17,0,0,0,13,400817192,2016,2,2016-01-23,,55.0,False,19.0,46.0,10.0,17.0,7.0,18.0,Fresno State,56.0,3.0,away,278.0,0,0,0,19.0,46.0,7.0,18.0,10.0,17.0,20.0,58.0,34.5,9.0,25.0,36.0,7.0,11.0,63.6,11,40,13,12,4,12,16
Air Force,2005,27.6,37.0,65.0,26,12,11,10,1,12,0,12,0,0,0,25,400817159,2016,2,2016-01-28,,55.0,False,16.0,58.0,13.0,20.0,10.0,27.0,New Mexico,84.0,0.0,home,167.0,0,1,0,16.0,58.0,10.0,27.0,13.0,20.0,29.0,46.0,63.0,9.0,17.0,52.9,17.0,24.0,70.8,7,42,19,7,5,20,22
Air Force,2005,28.6,23.8,85.0,35,11,7,4,0,10,0,10,0,0,0,17,400817149,2016,2,2016-01-30,,54.0,False,16.0,56.0,17.0,20.0,5.0,21.0,San Jose State,75.0,0.0,home,23.0,0,1,0,16.0,56.0,5.0,21.0,17.0,20.0,24.0,52.0,46.2,12.0,31.0,38.7,15.0,19.0,78.9,7,38,17,4,8,9,20
Air Force,2005,52.3,30.8,66.7,29,6,11,8,1,10,1,10,0,0,0,21,400817087,2016,2,2016-02-03,,70.0,True,23.0,44.0,20.0,30.0,4.0,13.0,Wyoming,62.0,9.0,away,2751.0,0,0,1,23.0,44.0,4.0,13.0,20.0,30.0,20.0,47.0,42.6,9.0,25.0,36.0,13.0,20.0,65.0,7,28,11,4,4,13,28
Air Force,2005,43.2,33.3,72.7,39,6,12,6,3,19,1,19,0,0,0,20,400817199,2016,2,2016-02-06,,61.0,True,19.0,44.0,16.0,22.0,7.0,21.0,Boise State,53.0,10.0,away,68.0,0,0,1,19.0,44.0,7.0,21.0,16.0,22.0,19.0,54.0,35.2,5.0,22.0,22.7,10.0,22.0,45.5,10,33,7,9,1,13,20
Air Force,2005,33.3,16.7,60.0,28,13,8,6,3,9,0,9,0,0,0,17,400817180,2016,2,2016-02-11,,52.0,False,20.0,60.0,9.0,15.0,3.0,18.0,Nevada,72.0,0.0,home,2440.0,0,1,0,20.0,60.0,3.0,18.0,9.0,15.0,25.0,48.0,52.1,5.0,17.0,29.4,17.0,20.0,85.0,10,41,13,4,6,16,17
Air Force,2005,52.0,47.1,50.0,32,4,11,2,1,13,2,13,0,0,0,18,400817174,2016,2,2016-02-14,,61.0,False,26.0,50.0,1.0,2.0,8.0,17.0,San Diego State,70.0,3.0,home,21.0,0,1,0,26.0,50.0,8.0,17.0,1.0,2.0,23.0,61.0,37.7,12.0,39.0,30.8,12.0,19.0,63.2,13,32,19,4,2,5,11
Air Force,2005,42.1,42.1,79.3,38,10,11,4,3,13,0,13,0,0,0,19,400817109,2016,2,2016-02-17,,79.0,True,24.0,57.0,23.0,29.0,8.0,19.0,Nevada-Las Vegas,74.0,11.0,away,2439.0,0,0,1,24.0,57.0,8.0,19.0,23.0,29.0,24.0,53.0,45.3,11.0,27.0,40.7,15.0,22.0,68.2,7,32,15,10,3,16,25
Air Force,2005,48.2,33.3,58.3,39,6,18,10,2,14,0,14,0,0,0,23,400817163,2016,2,2016-02-20,,76.0,True,27.0,56.0,14.0,24.0,8.0,24.0,New Mexico,72.0,7.0,away,167.0,0,0,1,27.0,56.0,8.0,24.0,14.0,24.0,23.0,56.0,41.1,11.0,37.0,29.7,15.0,23.0,65.2,6,36,16,6,1,17,25
Air Force,2005,47.8,50.0,75.0,31,5,11,3,0,16,0,16,0,0,0,19,400817193,2016,2,2016-02-25,,63.0,False,22.0,46.0,9.0,12.0,10.0,20.0,Fresno State,64.0,11.0,home,278.0,0,1,0,22.0,46.0,10.0,20.0,9.0,12.0,21.0,50.0,42.0,9.0,30.0,30.0,13.0,20.0,65.0,8,28,16,10,5,14,20
Air Force,2005,48.2,26.9,50.0,27,8,18,7,2,13,0,13,0,0,0,9,400817140,2016,2,2016-03-02,,65.0,False,27.0,56.0,4.0,8.0,7.0,26.0,Utah State,78.0,5.0,away,328.0,0,0,0,27.0,56.0,7.0,26.0,4.0,8.0,30.0,60.0,50.0,14.0,34.0,41.2,4.0,5.0,80.0,11,36,19,7,2,13,11
Air Force,2005,43.4,47.6,89.5,28,9,12,4,3,14,0,14,1,1,0,26,400817198,2016,2,2016-03-05,,73.0,False,23.0,53.0,17.0,19.0,10.0,21.0,Colorado State,87.0,11.0,home,36.0,0,1,0,23.0,53.0,10.0,21.0,17.0,19.0,23.0,54.0,42.6,13.0,30.0,43.3,28.0,34.0,82.4,15,39,20,8,6,12,22
Air Force,2005,44.4,28.6,66.7,42,17,12,13,3,19,0,19,0,0,0,36,400870238,2016,2,2016-03-09,,102.0,False,36.0,81.0,22.0,33.0,8.0,28.0,Nevada-Las Vegas,108.0,8.0,home,2439.0,0,1,0,36.0,81.0,8.0,28.0,22.0,33.0,31.0,66.0,47.0,12.0,36.0,33.3,34.0,44.0,77.3,12,42,19,9,1,23,28
Akron,2006,45.3,36.8,52.6,41,12,13,5,3,15,0,15,0,0,0,18,400841827,2016,2,2015-11-15,,65.0,True,24.0,53.0,10.0,19.0,7.0,19.0,Cleveland State,53.0,20.0,away,325.0,0,0,1,24.0,53.0,7.0,19.0,10.0,19.0,18.0,57.0,31.6,4.0,18.0,22.2,13.0,22.0,59.1,15,38,6,10,3,13,22
Akron,2006,50.9,46.4,68.0,37,13,16,3,4,12,1,12,1,1,0,26,400827779,2016,2,2015-11-19,,88.0,True,29.0,57.0,17.0,25.0,13.0,28.0,Arkansas,80.0,14.0,home,8.0,0,1,1,29.0,57.0,13.0,28.0,17.0,25.0,24.0,63.0,38.1,6.0,20.0,30.0,26.0,32.0,81.3,16,36,17,7,4,8,23
Akron,2006,35.6,33.3,30.0,38,13,12,5,2,16,1,16,0,0,0,16,400827783,2016,2,2015-11-22,,56.0,False,21.0,59.0,3.0,10.0,11.0,33.0,Villanova,75.0,8.0,home,222.0,0,1,0,21.0,59.0,11.0,33.0,3.0,10.0,27.0,67.0,40.3,9.0,28.0,32.1,12.0,16.0,75.0,15,44,19,9,3,7,16
Akron,2006,35.0,29.2,70.0,45,10,8,4,4,17,0,17,1,1,0,27,400827785,2016,2,2015-11-25,,63.0,False,21.0,60.0,14.0,20.0,7.0,24.0,Green Bay,66.0,1.0,home,2739.0,0,1,0,21.0,60.0,7.0,24.0,14.0,20.0,22.0,68.0,32.4,2.0,13.0,15.4,20.0,37.0,54.1,20,52,7,12,4,9,19
Akron,2006,41.2,42.9,84.6,38,15,18,7,5,5,0,5,0,0,0,12,400827787,2016,2,2015-11-28,,82.0,True,28.0,68.0,11.0,13.0,15.0,35.0,Charleston Southern,58.0,26.0,away,2127.0,0,0,1,28.0,68.0,15.0,35.0,11.0,13.0,24.0,53.0,45.3,7.0,19.0,36.8,3.0,8.0,37.5,9,33,8,3,4,18,14
Akron,2006,40.6,32.1,61.5,48,14,16,3,7,12,0,12,0,0,0,20,400841829,2016,2,2015-12-03,,77.0,True,26.0,64.0,16.0,26.0,9.0,28.0,Coppin State,71.0,13.0,away,2154.0,0,0,1,26.0,64.0,9.0,28.0,16.0,26.0,26.0,70.0,37.1,4.0,16.0,25.0,15.0,23.0,65.2,16,46,4,6,1,13,22
Akron,2006,41.5,34.6,75.0,49,17,16,7,3,19,2,19,0,0,0,17,400841697,2016,2,2015-12-05,,75.0,True,27.0,65.0,12.0,16.0,9.0,26.0,Marshall,65.0,15.0,home,276.0,0,1,1,27.0,65.0,9.0,26.0,12.0,16.0,24.0,60.0,40.0,5.0,25.0,20.0,12.0,20.0,60.0,8,33,13,4,4,12,19
Akron,2006,41.3,42.9,70.0,41,14,15,6,8,10,0,10,0,0,0,16,400841830,2016,2,2015-12-13,,81.0,True,26.0,63.0,14.0,20.0,15.0,35.0,Bethune-Cookman,60.0,23.0,away,2065.0,0,0,1,26.0,63.0,15.0,35.0,14.0,20.0,25.0,72.0,34.7,4.0,24.0,16.7,6.0,10.0,60.0,22,47,11,3,4,13,16
Akron,2006,48.2,46.9,71.4,27,5,17,7,4,11,0,11,0,0,0,17,400841805,2016,2,2015-12-21,,84.0,True,27.0,56.0,15.0,21.0,15.0,32.0,UC Santa Barbara,70.0,15.0,away,2540.0,0,0,1,27.0,56.0,15.0,32.0,15.0,21.0,26.0,56.0,46.4,7.0,20.0,35.0,11.0,14.0,78.6,10,36,14,8,4,19,21
Akron,2006,46.0,39.4,77.8,38,13,10,5,2,14,0,14,0,0,0,15,400841831,2016,2,2015-12-23,,78.0,True,29.0,63.0,7.0,9.0,13.0,33.0,Iona,64.0,17.0,home,314.0,0,1,1,29.0,63.0,13.0,33.0,7.0,9.0,24.0,54.0,44.4,5.0,20.0,25.0,11.0,19.0,57.9,9,30,12,7,1,13,12
Akron,2006,42.3,34.8,81.3,39,10,15,4,1,11,0,11,0,0,0,18,400841832,2016,2,2015-12-31,,78.0,True,22.0,52.0,26.0,32.0,8.0,23.0,South Carolina State,68.0,16.0,away,2569.0,0,0,1,22.0,52.0,8.0,23.0,26.0,32.0,29.0,60.0,48.3,1.0,13.0,7.7,9.0,16.0,56.3,6,27,12,5,1,10,22
