Team,Team_ID,FG%,3P%,FT%,TRB,ORB,AST,STL,BLK,turnovers,team_turnovers,TOV,technical_fouls,total_technical_fouls,flagrant_fouls,PF,Game_ID,Season,Season_Type,Date,Datetime,Team_Score,Team_Win,field_goals_made,field_goals_attempted,free_throws_made,free_throws_attempted,three_point_field_goals_made,three_point_field_goals_attempted,Opponent,Opp_Score,Largest_Lead,Site,opponent_id_combined,season_type_encoded,home_away_encoded,team_winner_encoded,FGM,FGA,3PM,3PA,FTM,FTA,oFGM,oFGA,oFG%,o3PM,o3PA,o3P%,oFTM,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Michigan,130,56.7,38.1,53.3,48,12,21,8,8,22,0,22,0,0,0,21,233300130,2004,2,2003-11-26,2003-11-27 00:00:00+00:00,84.0,True,34.0,60.0,8.0,15.0,8.0,21.0,High Point,49.0,,home,2272.0,0,1,1,34.0,60.0,8.0,21.0,8.0,15.0,15.0,56.0,26.8,3.0,16.0,18.8,16.0,27.0,59.3,13,41,9,7,1,20,19
Nicholls State,2447,36.4,38.1,66.7,22,4,11,8,0,29,0,29,0,0,0,18,233300052,2004,2,2003-11-26,2003-11-27 00:00:00+00:00,54.0,False,16.0,44.0,14.0,21.0,8.0,21.0,Florida State,99.0,,away,52.0,0,0,0,16.0,44.0,8.0,21.0,14.0,21.0,38.0,69.0,55.1,13.0,31.0,41.9,10.0,15.0,66.7,12,44,22,18,2,17,19
Oklahoma State,197,50.0,25.0,69.2,43,13,24,10,8,16,0,16,0,0,0,26,233300197,2004,2,2003-11-26,2003-11-27 01:00:00+00:00,82.0,True,31.0,62.0,18.0,26.0,2.0,8.0,Colorado State,49.0,,home,36.0,0,1,1,31.0,62.0,2.0,8.0,18.0,26.0,14.0,44.0,31.8,4.0,11.0,36.4,17.0,29.0,58.6,11,33,10,3,4,31,30
Penn State,213,44.1,18.2,65.0,40,18,16,8,6,16,0,16,0,0,0,19,233300213,2004,2,2003-11-26,2003-11-27 00:30:00+00:00,67.0,True,26.0,59.0,13.0,20.0,2.0,11.0,Saint Francis (PA),58.0,,home,2598.0,0,1,1,26.0,59.0,2.0,11.0,13.0,20.0,20.0,56.0,35.7,2.0,18.0,11.1,16.0,23.0,69.6,15,42,10,8,3,16,20
Pittsburgh,221,50.9,26.3,70.0,43,18,14,8,3,17,1,17,0,0,0,15,233300221,2004,2,2003-11-26,2003-11-27 00:00:00+00:00,75.0,True,28.0,55.0,14.0,20.0,5.0,19.0,Robert Morris,61.0,,home,2523.0,0,1,1,28.0,55.0,5.0,19.0,14.0,20.0,21.0,52.0,40.4,7.0,16.0,43.8,12.0,17.0,70.6,12,25,11,8,0,14,19
Providence,2507,43.3,43.8,57.9,44,19,14,10,7,14,0,14,0,0,0,12,233432507,2004,2,2003-12-09,2003-12-10 00:00:00+00:00,70.0,True,26.0,60.0,11.0,19.0,7.0,16.0,Illinois,51.0,,home,356.0,0,1,1,26.0,60.0,7.0,16.0,11.0,19.0,23.0,56.0,41.1,2.0,15.0,13.3,3.0,8.0,37.5,16,38,17,6,2,22,20
Robert Morris,2523,40.4,43.8,70.6,25,12,11,8,0,14,0,14,0,0,0,19,233300221,2004,2,2003-11-26,2003-11-27 00:00:00+00:00,61.0,False,21.0,52.0,12.0,17.0,7.0,16.0,Pittsburgh,75.0,,away,221.0,0,0,0,21.0,52.0,7.0,16.0,12.0,17.0,28.0,55.0,50.9,5.0,19.0,26.3,14.0,20.0,70.0,18,43,14,8,3,17,15
Saint Francis (PA),2598,35.7,11.1,69.6,42,15,10,8,3,16,1,16,0,0,0,20,233300213,2004,2,2003-11-26,2003-11-27 00:30:00+00:00,58.0,False,20.0,56.0,16.0,23.0,2.0,18.0,Penn State,67.0,,away,213.0,0,0,0,20.0,56.0,2.0,18.0,16.0,23.0,26.0,59.0,44.1,2.0,11.0,18.2,13.0,20.0,65.0,18,40,16,8,6,16,19
Syracuse,183,47.3,42.1,56.0,41,16,21,12,1,8,0,8,0,0,0,25,233300183,2004,2,2003-11-26,2003-11-27 00:00:00+00:00,92.0,False,35.0,74.0,14.0,25.0,8.0,19.0,Charlotte,96.0,,home,2429.0,0,1,0,35.0,74.0,8.0,19.0,14.0,25.0,31.0,59.0,52.5,13.0,31.0,41.9,21.0,33.0,63.6,14,50,25,5,4,16,20
Texas Tech,2641,49.1,0.0,69.2,39,8,10,12,5,9,0,9,0,0,0,18,233302641,2004,2,2003-11-26,2003-11-27 00:00:00+00:00,65.0,True,28.0,57.0,9.0,13.0,0.0,1.0,Utah,54.0,,home,254.0,0,1,1,28.0,57.0,0.0,1.0,9.0,13.0,24.0,50.0,48.0,3.0,10.0,30.0,3.0,14.0,21.4,8,37,15,4,0,18,18
Troy,2653,42.1,41.4,75.0,29,12,11,4,3,12,0,12,0,0,0,15,233300099,2004,2,2003-11-26,2003-11-27 01:00:00+00:00,69.0,False,24.0,57.0,9.0,12.0,12.0,29.0,Louisiana State,78.0,,away,99.0,0,0,0,24.0,57.0,12.0,29.0,9.0,12.0,26.0,53.0,49.1,10.0,19.0,52.6,16.0,23.0,69.6,13,36,16,6,5,13,16
Utah,254,48.0,30.0,21.4,37,8,15,4,0,18,1,18,0,0,0,18,233302641,2004,2,2003-11-26,2003-11-27 00:00:00+00:00,54.0,False,24.0,50.0,3.0,14.0,3.0,10.0,Texas Tech,65.0,,away,2641.0,0,0,0,24.0,50.0,3.0,10.0,3.0,14.0,28.0,57.0,49.1,0.0,1.0,0.0,9.0,13.0,69.2,8,39,10,12,5,9,18
