Team,Team_ID,FG%,3P%,FT%,TRB,ORB,AST,STL,BLK,turnovers,team_turnovers,TOV,technical_fouls,total_technical_fouls,flagrant_fouls,PF,Game_ID,Season,Season_Type,Date,Datetime,Team_Score,Team_Win,field_goals_made,field_goals_attempted,free_throws_made,free_throws_attempted,three_point_field_goals_made,three_point_field_goals_attempted,Opponent,Opp_Score,Largest_Lead,Site,opponent_id_combined,season_type_encoded,home_away_encoded,team_winner_encoded,FGM,FGA,3PM,3PA,FTM,FTA,oFGM,oFGA,oFG%,o3PM,o3PA,o3P%,oFTM,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Purdue Fort Wayne,2870,28.8,20.0,69.6,38,10,10,10,2,17,0,17,0,0,0,18,323140002,2013,2,2012-11-10,,50.0,False,15.0,52.0,16.0,23.0,4.0,20.0,Auburn,61.0,9.0,home,2.0,0,1,0,15.0,52.0,4.0,20.0,16.0,23.0,22.0,54.0,40.7,3.0,11.0,27.3,14.0,21.0,66.7,12,45,10,10,3,16,17
Auburn,2,40.7,27.3,66.7,45,12,10,10,3,16,0,16,0,0,0,17,323140002,2013,2,2012-11-10,,61.0,True,22.0,54.0,14.0,21.0,3.0,11.0,Purdue Fort Wayne,50.0,11.0,away,2870.0,0,0,1,22.0,54.0,3.0,11.0,14.0,21.0,15.0,52.0,28.8,4.0,20.0,20.0,16.0,23.0,69.6,10,38,10,10,2,17,18
Sam Houston State,2534,46.7,34.8,66.7,41,13,13,3,4,19,0,19,0,0,0,25,323140008,2013,2,2012-11-10,,68.0,False,28.0,60.0,4.0,6.0,8.0,23.0,Arkansas,73.0,4.0,home,8.0,0,1,0,28.0,60.0,8.0,23.0,4.0,6.0,22.0,51.0,43.1,3.0,13.0,23.1,26.0,32.0,81.3,7,25,16,9,8,9,14
Arkansas,8,43.1,23.1,81.3,25,7,16,9,8,9,0,9,0,0,0,14,323140008,2013,2,2012-11-10,,73.0,True,22.0,51.0,26.0,32.0,3.0,13.0,Sam Houston State,68.0,13.0,away,2534.0,0,0,1,22.0,51.0,3.0,13.0,26.0,32.0,28.0,60.0,46.7,8.0,23.0,34.8,4.0,6.0,66.7,13,41,13,3,4,19,25
California Merced,3185,33.8,26.3,40.6,46,23,13,3,2,15,0,15,0,0,0,29,323140016,2013,2,2012-11-10,,62.0,False,22.0,65.0,13.0,32.0,5.0,19.0,Sacramento State,96.0,3.0,home,16.0,0,1,0,22.0,65.0,5.0,19.0,13.0,32.0,31.0,57.0,54.4,7.0,15.0,46.7,27.0,44.0,61.4,16,51,17,8,4,12,27
Sacramento State,16,54.4,46.7,61.4,51,16,17,8,4,12,0,12,0,0,0,27,323140016,2013,2,2012-11-10,,96.0,True,31.0,57.0,27.0,44.0,7.0,15.0,California Merced,62.0,34.0,away,3185.0,0,0,1,31.0,57.0,7.0,15.0,27.0,44.0,22.0,65.0,33.8,5.0,19.0,26.3,13.0,32.0,40.6,23,46,13,3,2,15,29
San Francisco,2539,39.0,35.0,60.0,49,13,6,3,1,15,0,15,0,0,0,22,323140024,2013,2,2012-11-10,,62.0,False,23.0,59.0,9.0,15.0,7.0,20.0,Stanford,74.0,2.0,home,24.0,0,1,0,23.0,59.0,7.0,20.0,9.0,15.0,26.0,55.0,47.3,7.0,15.0,46.7,15.0,23.0,65.2,3,33,15,6,2,6,18
Stanford,24,47.3,46.7,65.2,33,3,15,6,2,6,0,6,0,0,0,18,323140024,2013,2,2012-11-10,,74.0,True,26.0,55.0,15.0,23.0,7.0,15.0,San Francisco,62.0,15.0,away,2539.0,0,0,1,26.0,55.0,7.0,15.0,15.0,23.0,23.0,59.0,39.0,7.0,20.0,35.0,9.0,15.0,60.0,13,49,6,3,1,15,22
Indiana State,282,31.7,19.2,61.5,38,17,10,10,2,15,1,15,0,0,0,27,323140026,2013,2,2012-11-10,,59.0,False,19.0,60.0,16.0,26.0,5.0,26.0,UCLA,86.0,4.0,home,26.0,0,1,0,19.0,60.0,5.0,26.0,16.0,26.0,27.0,56.0,48.2,4.0,16.0,25.0,28.0,41.0,68.3,21,55,17,5,5,16,19
UCLA,26,48.2,25.0,68.3,55,21,17,5,5,16,0,16,0,0,0,19,323140026,2013,2,2012-11-10,,86.0,True,27.0,56.0,28.0,41.0,4.0,16.0,Indiana State,59.0,30.0,away,282.0,0,0,1,27.0,56.0,4.0,16.0,28.0,41.0,19.0,60.0,31.7,5.0,26.0,19.2,16.0,26.0,61.5,17,38,10,10,2,15,27
Coppin State,2154,35.1,34.6,72.7,30,9,8,8,0,14,0,14,0,0,0,21,323140030,2013,2,2012-11-10,,73.0,False,20.0,57.0,24.0,33.0,9.0,26.0,USC,87.0,0.0,home,30.0,0,1,0,20.0,57.0,9.0,26.0,24.0,33.0,29.0,61.0,47.5,8.0,21.0,38.1,21.0,28.0,75.0,16,45,15,4,7,17,26
USC,30,47.5,38.1,75.0,45,16,15,4,7,17,0,17,0,0,0,26,323140030,2013,2,2012-11-10,,87.0,True,29.0,61.0,21.0,28.0,8.0,21.0,Coppin State,73.0,19.0,away,2154.0,0,0,1,29.0,61.0,8.0,21.0,21.0,28.0,20.0,57.0,35.1,9.0,26.0,34.6,24.0,33.0,72.7,9,30,8,8,0,14,21
Montana,149,45.5,41.2,78.3,25,2,9,3,2,13,0,13,0,0,0,33,323140036,2013,2,2012-11-10,,65.0,False,20.0,44.0,18.0,23.0,7.0,17.0,Colorado State,72.0,10.0,home,36.0,0,1,0,20.0,44.0,7.0,17.0,18.0,23.0,20.0,53.0,37.7,1.0,8.0,12.5,31.0,41.0,75.6,19,48,7,5,0,9,20
Colorado State,36,37.7,12.5,75.6,48,19,7,5,0,9,0,9,0,0,0,20,323140036,2013,2,2012-11-10,,72.0,True,20.0,53.0,31.0,41.0,1.0,8.0,Montana,65.0,8.0,away,149.0,0,0,1,20.0,53.0,1.0,8.0,31.0,41.0,20.0,44.0,45.5,7.0,17.0,41.2,18.0,23.0,78.3,2,25,9,3,2,13,33
Wofford,2747,36.1,37.1,100.0,39,9,13,3,2,13,0,13,0,0,0,24,323140038,2013,2,2012-11-10,,59.0,False,22.0,61.0,2.0,2.0,13.0,35.0,Colorado,74.0,1.0,home,38.0,0,1,0,22.0,61.0,13.0,35.0,2.0,2.0,21.0,47.0,44.7,4.0,12.0,33.3,28.0,36.0,77.8,8,41,10,5,6,10,12
Colorado,38,44.7,33.3,77.8,41,8,10,5,6,10,0,10,0,0,0,12,323140038,2013,2,2012-11-10,,74.0,True,21.0,47.0,28.0,36.0,4.0,12.0,Wofford,59.0,23.0,away,2747.0,0,0,1,21.0,47.0,4.0,12.0,28.0,36.0,22.0,61.0,36.1,13.0,35.0,37.1,2.0,2.0,100.0,9,39,13,3,2,13,24
Michigan State,127,37.5,23.5,76.9,48,20,9,9,3,15,0,15,0,0,0,15,323140041,2013,2,2012-11-09,,62.0,False,24.0,64.0,10.0,13.0,4.0,17.0,UConn,66.0,2.0,home,41.0,0,1,0,24.0,64.0,4.0,17.0,10.0,13.0,25.0,54.0,46.3,6.0,13.0,46.2,10.0,13.0,76.9,7,33,13,11,10,12,12
UConn,41,46.3,46.2,76.9,33,7,13,11,10,12,0,12,0,0,0,12,323140041,2013,2,2012-11-09,,66.0,True,25.0,54.0,10.0,13.0,6.0,13.0,Michigan State,62.0,16.0,away,127.0,0,0,1,25.0,54.0,6.0,13.0,10.0,13.0,24.0,64.0,37.5,4.0,17.0,23.5,10.0,13.0,76.9,20,48,9,9,3,15,15
South Alabama,6,42.0,60.0,78.1,37,10,12,8,4,19,0,19,0,0,0,26,323140052,2013,2,2012-11-10,,76.0,True,21.0,50.0,25.0,32.0,9.0,15.0,Florida State,71.0,7.0,home,52.0,0,1,1,21.0,50.0,9.0,15.0,25.0,32.0,22.0,53.0,41.5,5.0,21.0,23.8,22.0,32.0,68.8,12,39,9,8,1,17,21
Florida State,52,41.5,23.8,68.8,39,12,9,8,1,17,0,17,1,1,0,21,323140052,2013,2,2012-11-10,,71.0,False,22.0,53.0,22.0,32.0,5.0,21.0,South Alabama,76.0,4.0,away,6.0,0,0,0,22.0,53.0,5.0,21.0,22.0,32.0,21.0,50.0,42.0,9.0,15.0,60.0,25.0,32.0,78.1,10,37,12,8,4,19,26
Reinhardt,2890,36.4,24.0,52.9,37,17,11,9,4,17,0,17,0,0,0,29,323140055,2013,2,2012-11-10,,63.0,False,24.0,66.0,9.0,17.0,6.0,25.0,Jacksonville State,93.0,4.0,home,55.0,0,1,0,24.0,66.0,6.0,25.0,9.0,17.0,33.0,58.0,56.9,2.0,13.0,15.4,25.0,36.0,69.4,14,48,20,8,7,15,21
Jacksonville State,55,56.9,15.4,69.4,48,14,20,8,7,15,0,15,0,0,0,21,323140055,2013,2,2012-11-10,,93.0,True,33.0,58.0,25.0,36.0,2.0,13.0,Reinhardt,63.0,32.0,away,2890.0,0,0,1,33.0,58.0,2.0,13.0,25.0,36.0,24.0,66.0,36.4,6.0,25.0,24.0,9.0,17.0,52.9,17,37,11,9,4,17,29
Tulane,2655,42.4,25.0,50.0,25,7,6,4,1,4,0,4,0,0,0,17,323140059,2013,2,2012-11-10,,61.0,False,25.0,59.0,8.0,16.0,3.0,12.0,Georgia Tech,79.0,2.0,home,59.0,0,1,0,25.0,59.0,3.0,12.0,8.0,16.0,32.0,57.0,56.1,3.0,14.0,21.4,12.0,19.0,63.2,16,49,18,3,6,10,17
Georgia Tech,59,56.1,21.4,63.2,49,16,18,3,6,10,0,10,0,0,0,17,323140059,2013,2,2012-11-10,,79.0,True,32.0,57.0,12.0,19.0,3.0,14.0,Tulane,61.0,21.0,away,2655.0,0,0,1,32.0,57.0,3.0,14.0,12.0,19.0,25.0,59.0,42.4,3.0,12.0,25.0,8.0,16.0,50.0,7,25,6,4,1,4,17
Jacksonville,294,37.7,14.3,63.6,40,15,12,11,1,21,0,21,0,0,0,26,323140061,2013,2,2012-11-10,,62.0,False,23.0,61.0,14.0,22.0,2.0,14.0,Georgia,68.0,0.0,home,61.0,0,1,0,23.0,61.0,2.0,14.0,14.0,22.0,20.0,49.0,40.8,4.0,19.0,21.1,24.0,38.0,63.2,13,40,13,13,5,23,19
Georgia,61,40.8,21.1,63.2,40,13,13,13,5,23,0,23,0,0,0,19,323140061,2013,2,2012-11-10,,68.0,True,20.0,49.0,24.0,38.0,4.0,19.0,Jacksonville,62.0,15.0,away,294.0,0,0,1,20.0,49.0,4.0,19.0,24.0,38.0,23.0,61.0,37.7,2.0,14.0,14.3,14.0,22.0,63.6,15,40,12,11,1,21,26
Maryland-Eastern Shore,2379,37.1,17.9,46.7,32,11,14,9,2,12,0,12,0,0,0,21,323140062,2013,2,2012-11-10,,64.0,False,26.0,70.0,7.0,15.0,5.0,28.0,Hawai'i,76.0,0.0,home,62.0,0,1,0,26.0,70.0,5.0,28.0,7.0,15.0,27.0,52.0,51.9,4.0,15.0,26.7,18.0,25.0,72.0,9,46,19,3,1,21,15
Hawai'i,62,51.9,26.7,72.0,46,9,19,3,1,21,0,21,0,0,0,15,323140062,2013,2,2012-11-10,,76.0,True,27.0,52.0,18.0,25.0,4.0,15.0,Maryland-Eastern Shore,64.0,19.0,away,2379.0,0,0,1,27.0,52.0,4.0,15.0,18.0,25.0,26.0,70.0,37.1,5.0,28.0,17.9,7.0,15.0,46.7,11,32,14,9,2,12,21
Southern,2582,30.3,20.0,87.5,37,8,12,9,2,16,0,16,0,0,0,26,323140066,2013,2,2012-11-10,,59.0,False,20.0,66.0,14.0,16.0,5.0,25.0,Iowa State,82.0,11.0,home,66.0,0,1,0,20.0,66.0,5.0,25.0,14.0,16.0,30.0,68.0,44.1,7.0,21.0,33.3,15.0,28.0,53.6,21,61,12,8,9,21,17
Iowa State,66,44.1,33.3,53.6,61,21,12,8,9,21,0,21,0,0,0,17,323140066,2013,2,2012-11-10,,82.0,True,30.0,68.0,15.0,28.0,7.0,21.0,Southern,59.0,26.0,away,2582.0,0,0,1,30.0,68.0,7.0,21.0,15.0,28.0,20.0,66.0,30.3,5.0,25.0,20.0,14.0,16.0,87.5,8,37,12,9,2,16,26
Wright State,2750,45.8,36.0,89.5,28,8,12,6,0,6,0,6,0,0,0,21,323140070,2013,2,2012-11-10,,80.0,True,27.0,59.0,17.0,19.0,9.0,25.0,Idaho,70.0,16.0,home,70.0,0,1,1,27.0,59.0,9.0,25.0,17.0,19.0,23.0,43.0,53.5,5.0,16.0,31.3,19.0,29.0,65.5,6,34,10,3,2,13,18
Idaho,70,53.5,31.3,65.5,34,6,10,3,2,13,0,13,0,0,0,18,323140070,2013,2,2012-11-10,,70.0,False,23.0,43.0,19.0,29.0,5.0,16.0,Wright State,80.0,6.0,away,2750.0,0,0,0,23.0,43.0,5.0,16.0,19.0,29.0,27.0,59.0,45.8,9.0,25.0,36.0,17.0,19.0,89.5,8,28,12,6,0,6,21
Eastern Illinois,2197,34.7,30.4,75.0,28,8,8,5,0,15,1,15,0,0,0,18,323140071,2013,2,2012-11-10,,53.0,False,17.0,49.0,12.0,16.0,7.0,23.0,Bradley,76.0,0.0,home,71.0,0,1,0,17.0,49.0,7.0,23.0,12.0,16.0,30.0,52.0,57.7,3.0,12.0,25.0,13.0,17.0,76.5,7,37,16,7,1,11,14
Bradley,71,57.7,25.0,76.5,37,7,16,7,1,11,0,11,0,0,0,14,323140071,2013,2,2012-11-10,,76.0,True,30.0,52.0,13.0,17.0,3.0,12.0,Eastern Illinois,53.0,23.0,away,2197.0,0,0,1,30.0,52.0,3.0,12.0,13.0,17.0,17.0,49.0,34.7,7.0,23.0,30.4,12.0,16.0,75.0,8,28,8,5,0,15,18
Bryant,2803,32.3,13.8,58.8,31,13,10,8,1,18,1,18,1,1,0,24,323140084,2013,2,2012-11-10,,54.0,False,20.0,62.0,10.0,17.0,4.0,29.0,Indiana,97.0,1.0,home,84.0,0,1,0,20.0,62.0,4.0,29.0,10.0,17.0,30.0,54.0,55.6,8.0,21.0,38.1,29.0,34.0,85.3,11,46,16,12,6,17,16
Indiana,84,55.6,38.1,85.3,46,11,16,12,6,17,0,17,0,0,0,16,323140084,2013,2,2012-11-10,,97.0,True,30.0,54.0,29.0,34.0,8.0,21.0,Bryant,54.0,43.0,away,2803.0,0,0,1,30.0,54.0,8.0,21.0,29.0,34.0,20.0,62.0,32.3,4.0,29.0,13.8,10.0,17.0,58.8,13,31,10,8,1,18,24
Utah Valley,3084,38.9,29.4,70.0,34,6,9,5,1,18,0,18,0,0,0,13,323140085,2013,2,2012-11-09,,54.0,False,21.0,54.0,7.0,10.0,5.0,17.0,IUPUI,67.0,2.0,home,85.0,0,1,0,21.0,54.0,5.0,17.0,7.0,10.0,26.0,59.0,44.1,8.0,23.0,34.8,7.0,8.0,87.5,7,39,14,5,2,14,12
IUPUI,85,44.1,34.8,87.5,39,7,14,5,2,14,0,14,0,0,0,12,323140085,2013,2,2012-11-09,,67.0,True,26.0,59.0,7.0,8.0,8.0,23.0,Utah Valley,54.0,24.0,away,3084.0,0,0,1,26.0,59.0,8.0,23.0,7.0,8.0,21.0,54.0,38.9,5.0,17.0,29.4,7.0,10.0,70.0,6,34,9,5,1,18,13
Brescia,2855,30.9,22.7,50.0,27,8,11,4,1,20,0,20,0,0,0,22,323140093,2013,2,2012-11-10,,43.0,False,17.0,55.0,4.0,8.0,5.0,22.0,Murray State,88.0,0.0,home,93.0,0,1,0,17.0,55.0,5.0,22.0,4.0,8.0,30.0,61.0,49.2,7.0,18.0,38.9,21.0,31.0,67.7,17,50,13,10,4,12,12
Murray State,93,49.2,38.9,67.7,50,17,13,10,4,12,0,12,0,0,0,12,323140093,2013,2,2012-11-10,,88.0,True,30.0,61.0,21.0,31.0,7.0,18.0,Brescia,43.0,47.0,away,2855.0,0,0,1,30.0,61.0,7.0,18.0,21.0,31.0,17.0,55.0,30.9,5.0,22.0,22.7,4.0,8.0,50.0,8,27,11,4,1,20,22
Maryland,120,33.3,15.8,76.2,62,28,17,6,5,11,0,11,0,0,0,23,323140096,2013,2,2012-11-10,,69.0,False,25.0,75.0,16.0,21.0,3.0,19.0,Kentucky,72.0,2.0,home,96.0,0,1,0,25.0,75.0,3.0,19.0,16.0,21.0,24.0,56.0,42.9,6.0,13.0,46.2,18.0,28.0,64.3,13,42,12,5,11,12,16
Kentucky,96,42.9,46.2,64.3,42,13,12,5,11,12,0,12,0,0,0,16,323140096,2013,2,2012-11-10,,72.0,True,24.0,56.0,18.0,28.0,6.0,13.0,Maryland,69.0,15.0,away,120.0,0,0,1,24.0,56.0,6.0,13.0,18.0,28.0,25.0,75.0,33.3,3.0,19.0,15.8,16.0,21.0,76.2,28,62,17,6,5,11,23
UC Santa Barbara,2540,37.3,26.3,69.0,46,15,7,6,4,23,0,23,0,0,0,19,323140099,2013,2,2012-11-10,,63.0,False,19.0,51.0,20.0,29.0,5.0,19.0,LSU,77.0,7.0,home,99.0,0,1,0,19.0,51.0,5.0,19.0,20.0,29.0,30.0,67.0,44.8,10.0,26.0,38.5,7.0,20.0,35.0,18,42,15,16,4,13,20
LSU,99,44.8,38.5,35.0,42,18,15,16,4,13,0,13,0,0,0,20,323140099,2013,2,2012-11-10,,77.0,True,30.0,67.0,7.0,20.0,10.0,26.0,UC Santa Barbara,63.0,21.0,away,2540.0,0,0,1,30.0,67.0,10.0,26.0,7.0,20.0,19.0,51.0,37.3,5.0,19.0,26.3,20.0,29.0,69.0,15,46,7,6,4,23,19
MIT,109,36.4,28.6,76.9,37,10,5,5,2,18,0,18,0,0,0,16,323140108,2013,2,2012-11-10,,54.0,False,20.0,55.0,10.0,13.0,4.0,14.0,Harvard,69.0,10.0,home,108.0,0,1,0,20.0,55.0,4.0,14.0,10.0,13.0,26.0,56.0,46.4,6.0,15.0,40.0,11.0,18.0,61.1,12,42,17,9,10,9,15
Harvard,108,46.4,40.0,61.1,42,12,17,9,10,9,0,9,0,0,0,15,323140108,2013,2,2012-11-10,,69.0,True,26.0,56.0,11.0,18.0,6.0,15.0,MIT,54.0,17.0,away,109.0,0,0,1,26.0,56.0,6.0,15.0,11.0,18.0,20.0,55.0,36.4,4.0,14.0,28.6,10.0,13.0,76.9,10,37,5,5,2,18,16
Boston University,104,39.3,22.7,78.6,41,10,8,6,2,13,0,13,0,0,0,20,323140111,2013,2,2012-11-10,,64.0,False,24.0,61.0,11.0,14.0,5.0,22.0,Northeastern,65.0,10.0,home,111.0,0,1,0,24.0,61.0,5.0,22.0,11.0,14.0,21.0,47.0,44.7,3.0,15.0,20.0,20.0,29.0,69.0,4,32,13,8,4,11,15
Northeastern,111,44.7,20.0,69.0,32,4,13,8,4,11,0,11,0,0,0,15,323140111,2013,2,2012-11-10,,65.0,True,21.0,47.0,20.0,29.0,3.0,15.0,Boston University,64.0,2.0,away,104.0,0,0,1,21.0,47.0,3.0,15.0,20.0,29.0,24.0,61.0,39.3,5.0,22.0,22.7,11.0,14.0,78.6,10,41,8,6,2,13,20
Slippery Rock,215,36.9,28.6,57.1,32,13,10,4,4,12,0,12,0,0,0,15,323140130,2013,2,2012-11-10,,62.0,False,24.0,65.0,8.0,14.0,6.0,21.0,Michigan,100.0,3.0,home,130.0,0,1,0,24.0,65.0,6.0,21.0,8.0,14.0,38.0,66.0,57.6,12.0,19.0,63.2,12.0,19.0,63.2,13,45,19,5,3,9,12
Michigan,130,57.6,63.2,63.2,45,13,19,5,3,9,0,9,0,0,0,12,323140130,2013,2,2012-11-10,,100.0,True,38.0,66.0,12.0,19.0,12.0,19.0,Slippery Rock,62.0,42.0,away,215.0,0,0,1,38.0,66.0,12.0,19.0,12.0,19.0,24.0,65.0,36.9,6.0,21.0,28.6,8.0,14.0,57.1,13,32,10,4,4,12,15
American,44,23.7,28.6,69.6,37,13,5,4,4,22,0,22,0,0,0,19,323140135,2013,2,2012-11-10,,36.0,False,9.0,38.0,16.0,23.0,2.0,7.0,Minnesota,72.0,0.0,home,135.0,0,1,0,9.0,38.0,2.0,7.0,16.0,23.0,27.0,62.0,43.5,4.0,22.0,18.2,14.0,21.0,66.7,22,45,17,15,10,8,20
Minnesota,135,43.5,18.2,66.7,45,22,17,15,10,8,1,8,0,0,0,20,323140135,2013,2,2012-11-10,,72.0,True,27.0,62.0,14.0,21.0,4.0,22.0,American,36.0,38.0,away,44.0,0,0,1,27.0,62.0,4.0,22.0,14.0,21.0,9.0,38.0,23.7,2.0,7.0,28.6,16.0,23.0,69.6,13,37,5,4,4,22,19
South Carolina Upstate,2908,53.2,54.5,50.0,23,4,15,5,3,15,0,15,1,1,0,20,323140139,2013,2,2012-11-10,,59.0,False,25.0,47.0,3.0,6.0,6.0,11.0,Saint Louis,76.0,2.0,home,139.0,0,1,0,25.0,47.0,6.0,11.0,3.0,6.0,27.0,52.0,51.9,3.0,12.0,25.0,19.0,22.0,86.4,11,35,13,8,0,9,12
Saint Louis,139,51.9,25.0,86.4,35,11,13,8,0,9,0,9,0,0,0,12,323140139,2013,2,2012-11-10,,76.0,True,27.0,52.0,19.0,22.0,3.0,12.0,South Carolina Upstate,59.0,20.0,away,2908.0,0,0,1,27.0,52.0,3.0,12.0,19.0,22.0,25.0,47.0,53.2,6.0,11.0,54.5,3.0,6.0,50.0,4,23,15,5,3,15,20
Mississippi Valley State,2400,32.2,23.8,58.3,53,15,7,6,1,23,0,23,1,1,0,26,323140145,2013,2,2012-11-10,,57.0,False,19.0,59.0,14.0,24.0,5.0,21.0,Ole Miss,93.0,0.0,home,145.0,0,1,0,19.0,59.0,5.0,21.0,14.0,24.0,31.0,78.0,39.7,6.0,27.0,22.2,25.0,39.0,64.1,24,61,14,13,8,11,20
Ole Miss,145,39.7,22.2,64.1,61,24,14,13,8,11,0,11,0,0,0,20,323140145,2013,2,2012-11-10,,93.0,True,31.0,78.0,25.0,39.0,6.0,27.0,Mississippi Valley State,57.0,36.0,away,2400.0,0,0,1,31.0,78.0,6.0,27.0,25.0,39.0,19.0,59.0,32.2,5.0,21.0,23.8,14.0,24.0,58.3,15,53,7,6,1,23,26
Georgia State,2247,37.3,35.7,70.6,35,10,4,7,0,16,0,16,1,1,0,21,323140150,2013,2,2012-11-10,,55.0,False,19.0,51.0,12.0,17.0,5.0,14.0,Duke,74.0,2.0,home,150.0,0,1,0,19.0,51.0,5.0,14.0,12.0,17.0,24.0,47.0,51.1,11.0,24.0,45.8,15.0,23.0,65.2,6,32,17,4,6,15,19
Duke,150,51.1,45.8,65.2,32,6,17,4,6,15,0,15,0,0,0,19,323140150,2013,2,2012-11-10,,74.0,True,24.0,47.0,15.0,23.0,11.0,24.0,Georgia State,55.0,22.0,away,2247.0,0,0,1,24.0,47.0,11.0,24.0,15.0,23.0,19.0,51.0,37.3,5.0,14.0,35.7,12.0,17.0,70.6,10,35,4,7,0,16,21
Miami (OH),193,29.0,26.9,63.2,41,17,12,7,2,11,1,11,0,0,0,22,323140152,2013,2,2012-11-10,,59.0,False,20.0,69.0,12.0,19.0,7.0,26.0,NC State,97.0,0.0,home,152.0,0,1,0,20.0,69.0,7.0,26.0,12.0,19.0,35.0,57.0,61.4,8.0,19.0,42.1,19.0,27.0,70.4,8,49,23,6,6,11,14
NC State,152,61.4,42.1,70.4,49,8,23,6,6,11,0,11,0,0,0,14,323140152,2013,2,2012-11-10,,97.0,True,35.0,57.0,19.0,27.0,8.0,19.0,Miami (OH),59.0,41.0,away,193.0,0,0,1,35.0,57.0,8.0,19.0,19.0,27.0,20.0,69.0,29.0,7.0,26.0,26.9,12.0,19.0,63.2,17,41,12,7,2,11,22
Gardner-Webb,2241,40.0,27.3,64.3,33,9,11,11,5,22,1,22,0,0,0,19,323140153,2013,2,2012-11-10,,59.0,False,22.0,55.0,9.0,14.0,6.0,22.0,North Carolina,76.0,3.0,home,153.0,0,1,0,22.0,55.0,6.0,22.0,9.0,14.0,33.0,71.0,46.5,1.0,12.0,8.3,9.0,19.0,47.4,22,49,14,12,2,18,11
North Carolina,153,46.5,8.3,47.4,49,22,14,12,2,18,0,18,0,0,0,11,323140153,2013,2,2012-11-10,,76.0,True,33.0,71.0,9.0,19.0,1.0,12.0,Gardner-Webb,59.0,19.0,away,2241.0,0,0,1,33.0,71.0,1.0,12.0,9.0,19.0,22.0,55.0,40.0,6.0,22.0,27.3,9.0,14.0,64.3,9,33,11,11,5,22,19
Radford,2515,37.9,33.3,50.0,41,18,11,12,4,12,0,12,0,0,0,28,323140154,2013,2,2012-11-10,,67.0,False,25.0,66.0,10.0,20.0,7.0,21.0,Wake Forest,79.0,3.0,home,154.0,0,1,0,25.0,66.0,7.0,21.0,10.0,20.0,28.0,44.0,63.6,3.0,11.0,27.3,20.0,30.0,66.7,5,36,11,8,5,18,19
Wake Forest,154,63.6,27.3,66.7,36,5,11,8,5,18,0,18,0,0,0,19,323140154,2013,2,2012-11-10,,79.0,True,28.0,44.0,20.0,30.0,3.0,11.0,Radford,67.0,12.0,away,2515.0,0,0,1,28.0,44.0,3.0,11.0,20.0,30.0,25.0,66.0,37.9,7.0,21.0,33.3,10.0,20.0,50.0,18,41,11,12,4,12,28
North Texas,249,31.9,12.5,50.0,42,18,11,6,2,12,0,12,0,0,0,20,323140156,2013,2,2012-11-10,,51.0,False,22.0,69.0,5.0,10.0,2.0,16.0,Creighton,71.0,2.0,home,156.0,0,1,0,22.0,69.0,2.0,16.0,5.0,10.0,24.0,48.0,50.0,5.0,18.0,27.8,18.0,22.0,81.8,7,42,14,4,6,13,12
Creighton,156,50.0,27.8,81.8,42,7,14,4,6,13,0,13,0,0,0,12,323140156,2013,2,2012-11-10,,71.0,True,24.0,48.0,18.0,22.0,5.0,18.0,North Texas,51.0,23.0,away,249.0,0,0,1,24.0,48.0,5.0,18.0,18.0,22.0,22.0,69.0,31.9,2.0,16.0,12.5,5.0,10.0,50.0,18,42,11,6,2,12,20
Saint Peter's,2612,45.8,31.3,50.0,25,3,14,8,0,9,0,9,0,0,0,21,323140164,2013,2,2012-11-10,,56.0,True,22.0,48.0,7.0,14.0,5.0,16.0,Rutgers,52.0,5.0,home,164.0,0,1,1,22.0,48.0,5.0,16.0,7.0,14.0,19.0,53.0,35.8,2.0,13.0,15.4,12.0,18.0,66.7,16,46,10,3,1,18,15
Rutgers,164,35.8,15.4,66.7,46,16,10,3,1,18,1,18,0,0,0,15,323140164,2013,2,2012-11-10,,52.0,False,19.0,53.0,12.0,18.0,2.0,13.0,Saint Peter's,56.0,7.0,away,2612.0,0,0,0,19.0,53.0,2.0,13.0,12.0,18.0,22.0,48.0,45.8,5.0,16.0,31.3,7.0,14.0,50.0,3,25,14,8,0,9,21
Bethune-Cookman,2065,37.3,28.6,100.0,31,9,9,1,3,14,1,14,0,0,0,18,323140179,2013,2,2012-11-10,,55.0,False,19.0,51.0,11.0,11.0,6.0,21.0,St. Bonaventure,65.0,0.0,home,179.0,0,1,0,19.0,51.0,6.0,21.0,11.0,11.0,21.0,47.0,44.7,6.0,19.0,31.6,17.0,25.0,68.0,10,37,15,5,6,10,14
St. Bonaventure,179,44.7,31.6,68.0,37,10,15,5,6,10,0,10,1,1,0,14,323140179,2013,2,2012-11-10,,65.0,True,21.0,47.0,17.0,25.0,6.0,19.0,Bethune-Cookman,55.0,13.0,away,2065.0,0,0,1,21.0,47.0,6.0,19.0,17.0,25.0,19.0,51.0,37.3,6.0,21.0,28.6,11.0,11.0,100.0,9,31,9,1,3,14,18
Lake Erie College,437,40.4,25.0,57.1,42,9,7,9,5,19,0,19,0,0,0,25,323140189,2013,2,2012-11-10,,53.0,False,21.0,52.0,8.0,14.0,3.0,12.0,Bowling Green,63.0,2.0,home,189.0,0,1,0,21.0,52.0,3.0,12.0,8.0,14.0,19.0,58.0,32.8,4.0,18.0,22.2,21.0,35.0,60.0,20,50,9,10,7,14,14
