Team,Team_ID,FG%,3P%,FT%,TRB,ORB,AST,STL,BLK,turnovers,team_turnovers,TOV,technical_fouls,total_technical_fouls,flagrant_fouls,PF,Game_ID,Season,Season_Type,Date,Datetime,Team_Score,Team_Win,field_goals_made,field_goals_attempted,free_throws_made,free_throws_attempted,three_point_field_goals_made,three_point_field_goals_attempted,Opponent,Opp_Score,Largest_Lead,Site,opponent_id_combined,season_type_encoded,home_away_encoded,team_winner_encoded,FGM,FGA,3PM,3PA,FTM,FTA,oFGM,oFGA,oFG%,o3PM,o3PA,o3P%,oFTM,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Abilene Christian,2000,34.9,28.0,75.0,33,11,9,3,1,10,0,10,0,0,0,26,400503860,2014,2,2013-11-09,,75.0,False,22.0,63.0,24.0,32.0,7.0,25.0,Duquesne,94.0,,home,2184.0,0,1,0,22.0,63.0,7.0,25.0,24.0,32.0,30.0,58.0,51.7,7.0,19.0,36.8,27.0,37.0,73.0,10,42,19,5,2,10,22
Abilene Christian,2000,35.0,25.0,57.7,28,11,7,2,1,18,2,18,0,0,0,30,400503863,2014,2,2013-11-12,,47.0,False,14.0,40.0,15.0,26.0,4.0,16.0,St. Bonaventure,75.0,,home,179.0,0,1,0,14.0,40.0,4.0,16.0,15.0,26.0,25.0,56.0,44.6,2.0,14.0,14.3,23.0,32.0,71.9,18,40,15,7,7,9,23
Abilene Christian,2000,31.5,47.6,0.0,23,6,9,6,0,16,0,16,0,0,0,15,400502672,2014,2,2013-11-14,,44.0,False,17.0,54.0,0.0,0.0,10.0,21.0,Maryland,67.0,,home,120.0,0,1,0,17.0,54.0,10.0,21.0,0.0,0.0,26.0,53.0,49.1,4.0,18.0,22.2,11.0,17.0,64.7,14,41,12,9,10,17,8
Abilene Christian,2000,25.9,13.0,83.3,30,10,6,3,0,19,2,19,0,0,0,21,400503877,2014,2,2013-11-17,,41.0,False,14.0,54.0,10.0,12.0,3.0,23.0,Iowa,103.0,,home,2294.0,0,1,0,14.0,54.0,3.0,23.0,10.0,12.0,38.0,61.0,62.3,9.0,21.0,42.9,18.0,22.0,81.8,5,36,25,11,5,5,10
Abilene Christian,2000,38.0,45.0,68.0,37,11,13,4,2,13,0,13,1,1,0,26,400498259,2014,2,2013-11-20,,64.0,False,19.0,50.0,17.0,25.0,9.0,20.0,TCU,71.0,,home,2628.0,0,1,0,19.0,50.0,9.0,20.0,17.0,25.0,22.0,48.0,45.8,3.0,13.0,23.1,24.0,37.0,64.9,8,33,11,7,3,6,20
Abilene Christian,2000,43.4,37.5,71.4,21,3,11,3,3,11,0,11,0,0,0,24,400503894,2014,2,2013-11-26,,65.0,False,23.0,53.0,10.0,14.0,9.0,24.0,Xavier,93.0,,home,2752.0,0,1,0,23.0,53.0,9.0,24.0,10.0,14.0,33.0,57.0,57.9,6.0,13.0,46.2,21.0,36.0,58.3,16,45,18,8,7,8,16
Abilene Christian,2000,32.7,15.8,72.7,23,9,8,7,3,7,0,7,0,0,0,19,400518687,2014,2,2013-11-30,,47.0,False,18.0,55.0,8.0,11.0,3.0,19.0,Towson,74.0,,home,119.0,0,1,0,18.0,55.0,3.0,19.0,8.0,11.0,26.0,45.0,57.8,6.0,17.0,35.3,16.0,18.0,88.9,7,36,12,1,9,14,17
Abilene Christian,2000,44.4,30.4,72.0,33,7,20,7,1,11,0,11,0,0,0,32,400503957,2014,2,2014-01-10,,81.0,False,28.0,63.0,18.0,25.0,7.0,23.0,New Orleans,87.0,,home,2443.0,0,1,0,28.0,63.0,7.0,23.0,18.0,25.0,24.0,51.0,47.1,7.0,17.0,41.2,32.0,45.0,71.1,9,42,13,2,3,13,22
Abilene Christian,2000,33.3,36.8,68.6,45,11,8,7,0,7,0,7,0,0,0,22,400503963,2014,2,2014-01-11,,77.0,False,23.0,69.0,24.0,35.0,7.0,19.0,Southeastern Louisiana,85.0,,home,2545.0,0,1,0,23.0,69.0,7.0,19.0,24.0,35.0,27.0,65.0,41.5,11.0,23.0,47.8,20.0,26.0,76.9,5,40,17,2,5,12,23
Abilene Christian,2000,40.4,50.0,88.9,23,8,5,3,3,14,0,14,0,0,0,17,400503969,2014,2,2014-01-17,,59.0,False,19.0,47.0,16.0,18.0,5.0,10.0,Oral Roberts,82.0,,away,198.0,0,0,0,19.0,47.0,5.0,10.0,16.0,18.0,29.0,54.0,53.7,6.0,14.0,42.9,18.0,24.0,75.0,13,34,10,8,6,11,15
Abilene Christian,2000,47.2,35.7,75.0,30,8,11,12,1,15,0,15,0,0,0,18,400503976,2014,2,2014-01-18,,73.0,True,25.0,53.0,18.0,24.0,5.0,14.0,Central Arkansas,72.0,,away,2110.0,0,0,1,25.0,53.0,5.0,14.0,18.0,24.0,30.0,56.0,53.6,4.0,10.0,40.0,8.0,20.0,40.0,12,35,11,11,1,16,21
Abilene Christian,2000,41.9,35.7,69.6,30,8,6,9,2,22,0,22,1,1,0,22,400503984,2014,2,2014-01-24,,57.0,False,18.0,43.0,16.0,23.0,5.0,14.0,Lamar,65.0,,away,2320.0,0,0,0,18.0,43.0,5.0,14.0,16.0,23.0,23.0,48.0,47.9,1.0,2.0,50.0,18.0,22.0,81.8,6,27,7,5,4,17,18
Abilene Christian,2000,42.1,30.8,71.4,23,7,7,6,1,18,0,18,0,0,0,24,400503989,2014,2,2014-01-25,,51.0,False,16.0,38.0,15.0,21.0,4.0,13.0,Sam Houston,70.0,,away,2534.0,0,0,0,16.0,38.0,4.0,13.0,15.0,21.0,23.0,47.0,48.9,6.0,16.0,37.5,18.0,26.0,69.2,11,30,14,9,2,11,22
Abilene Christian,2000,31.8,33.3,73.9,31,11,5,6,5,21,0,21,0,0,0,17,400504001,2014,2,2014-01-31,,48.0,False,14.0,44.0,17.0,23.0,3.0,9.0,Stephen F. Austin,64.0,,home,2617.0,0,1,0,14.0,44.0,3.0,9.0,17.0,23.0,23.0,60.0,38.3,8.0,25.0,32.0,10.0,14.0,71.4,18,40,20,11,11,16,20
Abilene Christian,2000,37.7,52.2,87.5,28,12,11,8,0,20,0,20,0,0,0,18,400504002,2014,2,2014-02-01,,66.0,False,20.0,53.0,14.0,16.0,12.0,23.0,Northwestern State,84.0,,home,2466.0,0,1,0,20.0,53.0,12.0,23.0,14.0,16.0,31.0,58.0,53.4,7.0,19.0,36.8,15.0,17.0,88.2,11,33,24,13,6,13,15
Abilene Christian,2000,61.4,55.6,73.7,28,7,12,8,3,14,0,14,0,0,0,21,400504009,2014,2,2014-02-07,,87.0,True,27.0,44.0,28.0,38.0,5.0,9.0,Houston Christian,81.0,,away,2277.0,0,0,1,27.0,44.0,5.0,9.0,28.0,38.0,30.0,50.0,60.0,5.0,13.0,38.5,16.0,28.0,57.1,9,24,18,6,2,14,28
