Team,Team_ID,FG%,3P%,FT%,TRB,ORB,AST,STL,BLK,turnovers,team_turnovers,TOV,technical_fouls,total_technical_fouls,flagrant_fouls,PF,Game_ID,Season,Season_Type,Date,Datetime,Team_Score,Team_Win,field_goals_made,field_goals_attempted,free_throws_made,free_throws_attempted,three_point_field_goals_made,three_point_field_goals_attempted,Opponent,Opp_Score,Largest_Lead,Site,opponent_id_combined,season_type_encoded,home_away_encoded,team_winner_encoded,FGM,FGA,3PM,3PA,FTM,FTA,oFGM,oFGA,oFG%,o3PM,o3PA,o3P%,oFTM,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Appalachian State,2026,45.6,30.8,68.2,33,8,9,9,0,19,1,19,0,0,0,23,401166015,2020,2,2019-11-06,,71.0,False,26.0,57.0,15.0,22.0,4.0,13.0,Michigan,79.0,0.0,home,130.0,0,1,0,26.0,57.0,4.0,13.0,15.0,22.0,29.0,61.0,47.5,9.0,25.0,36.0,12.0,19.0,63.2,11,34,15,8,6,17,18
Michigan,130,47.5,36.0,63.2,34,11,15,8,6,17,0,17,0,0,0,18,401166015,2020,2,2019-11-06,,79.0,True,29.0,61.0,12.0,19.0,9.0,25.0,Appalachian State,71.0,30.0,away,2026.0,0,0,1,29.0,61.0,9.0,25.0,12.0,19.0,26.0,57.0,45.6,4.0,13.0,30.8,15.0,22.0,68.2,8,33,9,9,0,19,23
Nicholls,2447,40.9,40.0,88.9,23,6,13,11,4,16,0,16,0,0,0,29,401166016,2020,2,2019-11-06,,70.0,False,27.0,66.0,8.0,9.0,8.0,20.0,Illinois,78.0,2.0,home,356.0,0,1,0,27.0,66.0,8.0,20.0,8.0,9.0,27.0,61.0,44.3,5.0,19.0,26.3,19.0,29.0,65.5,20,53,12,6,2,23,17
Illinois,356,44.3,26.3,65.5,53,20,12,6,2,23,1,23,0,0,0,17,401166016,2020,2,2019-11-06,,78.0,True,27.0,61.0,19.0,29.0,5.0,19.0,Nicholls,70.0,20.0,away,2447.0,0,0,1,27.0,61.0,5.0,19.0,19.0,29.0,27.0,66.0,40.9,8.0,20.0,40.0,8.0,9.0,88.9,6,23,13,11,4,16,29
UC Riverside,27,41.8,48.0,88.9,49,13,12,8,2,18,2,18,0,0,0,18,401166017,2020,2,2019-11-06,,66.0,True,23.0,55.0,8.0,9.0,12.0,25.0,Nebraska,47.0,15.0,home,158.0,0,1,1,23.0,55.0,12.0,25.0,8.0,9.0,16.0,55.0,29.1,6.0,26.0,23.1,9.0,19.0,47.4,9,29,12,6,6,11,11
Nebraska,158,29.1,23.1,47.4,29,9,12,6,6,11,0,11,0,0,0,11,401166017,2020,2,2019-11-06,,47.0,False,16.0,55.0,9.0,19.0,6.0,26.0,UC Riverside,66.0,9.0,away,27.0,0,0,0,16.0,55.0,6.0,26.0,9.0,19.0,23.0,55.0,41.8,12.0,25.0,48.0,8.0,9.0,88.9,13,49,12,8,2,18,18
Western Illinois,2710,34.4,29.2,93.3,28,9,9,6,3,12,0,12,0,0,0,20,401166018,2020,2,2019-11-06,,65.0,False,22.0,64.0,14.0,15.0,7.0,24.0,Indiana,98.0,3.0,home,84.0,0,1,0,22.0,64.0,7.0,24.0,14.0,15.0,38.0,65.0,58.5,5.0,11.0,45.5,17.0,25.0,68.0,14,47,18,6,6,11,12
Indiana,84,58.5,45.5,68.0,47,14,18,6,6,11,0,11,0,0,0,12,401166018,2020,2,2019-11-06,,98.0,True,38.0,65.0,17.0,25.0,5.0,11.0,Western Illinois,65.0,37.0,away,2710.0,0,0,1,38.0,65.0,5.0,11.0,17.0,25.0,22.0,64.0,34.4,7.0,24.0,29.2,14.0,15.0,93.3,9,28,9,6,3,12,20
Cleveland State,325,34.5,15.8,81.8,25,6,10,7,2,16,0,16,0,0,0,17,401166019,2020,2,2019-11-06,,50.0,False,19.0,55.0,9.0,11.0,3.0,19.0,Minnesota,85.0,0.0,home,135.0,0,1,0,19.0,55.0,3.0,19.0,9.0,11.0,31.0,57.0,54.4,13.0,29.0,44.8,10.0,14.0,71.4,10,40,26,5,8,17,13
Minnesota,135,54.4,44.8,71.4,40,10,26,5,8,17,1,17,0,0,0,13,401166019,2020,2,2019-11-06,,85.0,True,31.0,57.0,10.0,14.0,13.0,29.0,Cleveland State,50.0,39.0,away,325.0,0,0,1,31.0,57.0,13.0,29.0,10.0,14.0,19.0,55.0,34.5,3.0,19.0,15.8,9.0,11.0,81.8,6,25,10,7,2,16,17
Holy Cross,107,44.8,25.9,80.0,33,8,15,3,0,14,0,14,0,0,0,19,401166020,2020,2,2019-11-06,,71.0,False,30.0,67.0,4.0,5.0,7.0,27.0,Maryland,95.0,2.0,home,120.0,0,1,0,30.0,67.0,7.0,27.0,4.0,5.0,37.0,76.0,48.7,5.0,27.0,18.5,16.0,24.0,66.7,18,47,15,8,8,8,6
Maryland,120,48.7,18.5,66.7,47,18,15,8,8,8,0,8,0,0,0,6,401166020,2020,2,2019-11-06,,95.0,True,37.0,76.0,16.0,24.0,5.0,27.0,Holy Cross,71.0,26.0,away,107.0,0,0,1,37.0,76.0,5.0,27.0,16.0,24.0,30.0,67.0,44.8,7.0,27.0,25.9,4.0,5.0,80.0,8,33,15,3,0,14,19
Maryland-Eastern Shore,2379,33.3,21.1,46.2,32,11,8,7,1,19,0,19,0,0,0,22,401166021,2020,2,2019-11-06,,46.0,False,18.0,54.0,6.0,13.0,4.0,19.0,Penn State,84.0,0.0,home,213.0,0,1,0,18.0,54.0,4.0,19.0,6.0,13.0,29.0,58.0,50.0,12.0,31.0,38.7,14.0,24.0,58.3,14,42,19,10,11,15,17
Penn State,213,50.0,38.7,58.3,42,14,19,10,11,15,0,15,0,0,0,17,401166021,2020,2,2019-11-06,,84.0,True,29.0,58.0,14.0,24.0,12.0,31.0,Maryland-Eastern Shore,46.0,42.0,away,2379.0,0,0,1,29.0,58.0,12.0,31.0,14.0,24.0,18.0,54.0,33.3,4.0,19.0,21.1,6.0,13.0,46.2,11,32,8,7,1,19,22
Cincinnati,2132,33.3,19.0,60.9,37,16,9,6,1,14,2,14,0,0,0,27,401166022,2020,2,2019-11-07,,56.0,False,19.0,57.0,14.0,23.0,4.0,21.0,Ohio State,64.0,8.0,home,194.0,0,1,0,19.0,57.0,4.0,21.0,14.0,23.0,20.0,49.0,40.8,5.0,16.0,31.3,19.0,29.0,65.5,14,41,9,2,2,15,18
Ohio State,194,40.8,31.3,65.5,41,14,9,2,2,15,1,15,0,0,0,18,401166022,2020,2,2019-11-07,,64.0,True,20.0,49.0,19.0,29.0,5.0,16.0,Cincinnati,56.0,9.0,away,2132.0,0,0,1,20.0,49.0,5.0,16.0,19.0,29.0,19.0,57.0,33.3,4.0,21.0,19.0,14.0,23.0,60.9,16,37,9,6,1,14,27
Green Bay,2739,36.5,35.0,44.4,33,12,12,4,1,16,0,16,2,2,0,17,401166023,2020,2,2019-11-07,,57.0,False,23.0,63.0,4.0,9.0,7.0,20.0,Purdue,79.0,0.0,home,2509.0,0,1,0,23.0,63.0,7.0,20.0,4.0,9.0,31.0,61.0,50.8,6.0,19.0,31.6,11.0,17.0,64.7,10,38,16,8,9,11,14
Purdue,2509,50.8,31.6,64.7,38,10,16,8,9,11,1,11,0,0,0,14,401166023,2020,2,2019-11-07,,79.0,True,31.0,61.0,11.0,17.0,6.0,19.0,Green Bay,57.0,24.0,away,2739.0,0,0,1,31.0,61.0,6.0,19.0,11.0,17.0,23.0,63.0,36.5,7.0,20.0,35.0,4.0,9.0,44.4,12,33,12,4,1,16,17
Bryant,2803,39.4,37.1,66.7,40,9,16,8,9,21,0,21,0,0,0,25,401166024,2020,2,2019-11-08,,71.0,False,26.0,66.0,6.0,9.0,13.0,35.0,Rutgers,73.0,5.0,home,164.0,0,1,0,26.0,66.0,13.0,35.0,6.0,9.0,26.0,69.0,37.7,3.0,26.0,11.5,18.0,32.0,56.3,17,49,15,11,7,15,13
Rutgers,164,37.7,11.5,56.3,49,17,15,11,7,15,0,15,0,0,0,13,401166024,2020,2,2019-11-08,,73.0,True,26.0,69.0,18.0,32.0,3.0,26.0,Bryant,71.0,16.0,away,2803.0,0,0,1,26.0,69.0,3.0,26.0,18.0,32.0,26.0,66.0,39.4,13.0,35.0,37.1,6.0,9.0,66.7,9,40,16,8,9,21,25
SIU Edwardsville,2565,41.9,22.2,100.0,31,8,11,6,3,18,2,18,0,0,0,25,401166025,2020,2,2019-11-09,,60.0,False,26.0,62.0,4.0,4.0,4.0,18.0,Iowa,87.0,3.0,home,2294.0,0,1,0,26.0,62.0,4.0,18.0,4.0,4.0,26.0,56.0,46.4,8.0,25.0,32.0,27.0,32.0,84.4,11,38,17,9,4,12,8
Iowa,2294,46.4,32.0,84.4,38,11,17,9,4,12,0,12,0,0,0,8,401166025,2020,2,2019-11-09,,87.0,True,26.0,56.0,27.0,32.0,8.0,25.0,SIU Edwardsville,60.0,31.0,away,2565.0,0,0,1,26.0,56.0,8.0,25.0,27.0,32.0,26.0,62.0,41.9,4.0,18.0,22.2,4.0,4.0,100.0,8,31,11,6,3,18,25
Eastern Illinois,2197,33.3,36.8,37.5,35,11,10,6,4,11,0,11,0,0,0,22,401166026,2020,2,2019-11-09,,52.0,False,21.0,63.0,3.0,8.0,7.0,19.0,Wisconsin,65.0,1.0,home,275.0,0,1,0,21.0,63.0,7.0,19.0,3.0,8.0,21.0,55.0,38.2,3.0,18.0,16.7,20.0,24.0,83.3,12,42,7,6,12,11,13
Wisconsin,275,38.2,16.7,83.3,42,12,7,6,12,11,0,11,0,0,0,13,401166026,2020,2,2019-11-09,,65.0,True,21.0,55.0,20.0,24.0,3.0,18.0,Eastern Illinois,52.0,18.0,away,2197.0,0,0,1,21.0,55.0,3.0,18.0,20.0,24.0,21.0,63.0,33.3,7.0,19.0,36.8,3.0,8.0,37.5,11,35,10,6,4,11,22
Merrimack,2771,44.9,31.0,72.0,32,6,15,9,2,11,1,11,0,0,0,19,401166027,2020,2,2019-11-09,,71.0,True,22.0,49.0,18.0,25.0,9.0,29.0,Northwestern,61.0,10.0,home,77.0,0,1,1,22.0,49.0,9.0,29.0,18.0,25.0,20.0,53.0,37.7,2.0,16.0,12.5,19.0,24.0,79.2,8,33,14,1,2,13,19
Northwestern,77,37.7,12.5,79.2,33,8,14,1,2,13,0,13,0,0,0,19,401166027,2020,2,2019-11-09,,61.0,False,20.0,53.0,19.0,24.0,2.0,16.0,Merrimack,71.0,6.0,away,2771.0,0,0,0,20.0,53.0,2.0,16.0,19.0,24.0,22.0,49.0,44.9,9.0,29.0,31.0,18.0,25.0,72.0,6,32,15,9,2,11,19
Rhode Island,227,29.9,30.4,50.0,42,20,11,6,1,18,0,18,1,1,0,21,401166028,2020,2,2019-11-10,,55.0,False,20.0,67.0,8.0,16.0,7.0,23.0,Maryland,73.0,12.0,home,120.0,0,1,0,20.0,67.0,7.0,23.0,8.0,16.0,25.0,56.0,44.6,6.0,19.0,31.6,17.0,24.0,70.8,11,43,14,7,5,17,21
