Team,Team_ID,FG%,3P%,FT%,TRB,ORB,AST,STL,BLK,turnovers,team_turnovers,TOV,technical_fouls,total_technical_fouls,flagrant_fouls,PF,Game_ID,Season,Season_Type,Date,Datetime,Team_Score,Team_Win,field_goals_made,field_goals_attempted,free_throws_made,free_throws_attempted,three_point_field_goals_made,three_point_field_goals_attempted,Opponent,Opp_Score,Largest_Lead,Site,opponent_id_combined,season_type_encoded,home_away_encoded,team_winner_encoded,FGM,FGA,3PM,3PA,FTM,FTA,oFGM,oFGA,oFG%,o3PM,o3PA,o3P%,oFTM,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Abilene Christian,2000,38.6,19.0,47.1,29,8,11,9,6,12,2,12,0,0,0,24,401371352,2022,2,2021-11-10,,56.0,False,22.0,57.0,8.0,17.0,4.0,21.0,Utah,70.0,0.0,home,254.0,0,1,0,22.0,57.0,4.0,21.0,8.0,17.0,24.0,62.0,38.7,7.0,23.0,30.4,15.0,23.0,65.2,22,56,12,5,3,20,22
Abilene Christian,2000,43.8,38.5,46.2,38,16,22,13,0,16,0,16,0,0,0,23,401371358,2022,2,2021-11-13,,80.0,False,32.0,73.0,6.0,13.0,10.0,26.0,Texas A&M,81.0,6.0,home,245.0,0,1,0,32.0,73.0,10.0,26.0,6.0,13.0,24.0,54.0,44.4,9.0,21.0,42.9,24.0,33.0,72.7,11,40,14,8,6,20,15
Abilene Christian,2000,32.8,35.0,76.3,43,19,13,15,0,15,1,15,0,0,0,25,401371366,2022,2,2021-11-17,,80.0,True,22.0,67.0,29.0,38.0,7.0,20.0,UT Arlington,71.0,9.0,home,250.0,0,1,1,22.0,67.0,7.0,20.0,29.0,38.0,24.0,51.0,47.1,6.0,14.0,42.9,17.0,24.0,70.8,9,41,16,8,7,28,30
Abilene Christian,2000,54.5,50.0,70.0,34,10,17,10,0,8,0,8,2,2,0,21,401371405,2022,2,2021-12-04,,98.0,True,36.0,66.0,14.0,20.0,12.0,24.0,Incarnate Word,65.0,34.0,away,2916.0,0,0,1,36.0,66.0,12.0,24.0,14.0,20.0,20.0,43.0,46.5,5.0,20.0,25.0,20.0,25.0,80.0,1,24,10,3,2,21,21
Abilene Christian,2000,41.3,40.0,65.0,34,8,12,4,0,14,0,14,0,0,0,22,401371414,2022,2,2021-12-12,,73.0,True,26.0,63.0,13.0,20.0,8.0,20.0,Drexel,56.0,24.0,away,2182.0,0,0,1,26.0,63.0,8.0,20.0,13.0,20.0,19.0,57.0,33.3,5.0,29.0,17.2,13.0,18.0,72.2,10,39,6,7,4,15,21
Abilene Christian,2000,38.6,29.4,75.0,31,9,11,14,3,20,0,20,0,0,0,22,401385874,2022,2,2021-12-16,,69.0,True,17.0,44.0,30.0,40.0,5.0,17.0,Cal State Bakersfield,59.0,13.0,away,2934.0,0,0,1,17.0,44.0,5.0,17.0,30.0,40.0,22.0,56.0,39.3,4.0,11.0,36.4,11.0,20.0,55.0,13,37,6,9,2,25,30
Abilene Christian,2000,50.0,31.6,74.1,32,3,17,11,2,17,1,17,2,2,0,26,401371441,2022,2,2021-12-23,,74.0,True,24.0,48.0,20.0,27.0,6.0,19.0,Longwood,58.0,16.0,away,2344.0,0,0,1,24.0,48.0,6.0,19.0,20.0,27.0,18.0,55.0,32.7,5.0,23.0,21.7,17.0,30.0,56.7,13,37,8,6,0,22,26
Abilene Christian,2000,49.2,40.0,88.9,26,10,23,12,0,6,0,6,0,0,0,15,401371447,2022,2,2021-12-31,,80.0,True,31.0,63.0,8.0,9.0,10.0,25.0,Utah Valley,76.0,12.0,home,3084.0,0,1,1,31.0,63.0,10.0,25.0,8.0,9.0,29.0,50.0,58.0,12.0,23.0,52.2,6.0,8.0,75.0,7,30,22,3,8,17,10
Abilene Christian,2000,36.1,20.0,66.7,35,11,10,15,3,13,1,13,0,0,0,23,401371454,2022,2,2022-01-02,,64.0,True,22.0,61.0,16.0,24.0,4.0,20.0,Utah Tech,50.0,16.0,home,3101.0,0,1,1,22.0,61.0,4.0,20.0,16.0,24.0,14.0,43.0,32.6,2.0,18.0,11.1,20.0,27.0,74.1,9,43,10,6,5,27,29
Abilene Christian,2000,37.5,11.8,77.8,22,4,11,11,2,15,0,15,3,3,0,21,401371456,2022,2,2022-01-07,,58.0,False,21.0,56.0,14.0,18.0,2.0,17.0,Stephen F. Austin,64.0,0.0,away,2617.0,0,0,0,21.0,56.0,2.0,17.0,14.0,18.0,22.0,43.0,51.2,10.0,22.0,45.5,10.0,16.0,62.5,5,37,15,3,7,26,22
Abilene Christian,2000,42.3,45.5,75.0,25,6,12,4,0,11,0,11,0,0,0,17,401371461,2022,2,2022-01-09,,63.0,False,22.0,52.0,9.0,12.0,10.0,22.0,Sam Houston,65.0,5.0,away,2534.0,0,0,0,22.0,52.0,10.0,22.0,9.0,12.0,23.0,46.0,50.0,10.0,21.0,47.6,9.0,16.0,56.3,8,34,9,7,4,16,16
Abilene Christian,2000,42.6,33.3,64.3,22,8,9,9,1,10,1,10,0,0,0,20,401371471,2022,2,2022-01-14,,68.0,False,26.0,61.0,9.0,14.0,7.0,21.0,Grand Canyon,95.0,4.0,home,2253.0,0,1,0,26.0,61.0,7.0,21.0,9.0,14.0,34.0,54.0,63.0,12.0,24.0,50.0,15.0,21.0,71.4,10,39,18,4,3,16,17
Abilene Christian,2000,34.0,20.8,88.9,24,8,7,6,0,13,1,13,2,2,0,29,401371475,2022,2,2022-01-15,,63.0,False,17.0,50.0,24.0,27.0,5.0,24.0,New Mexico State,77.0,2.0,home,166.0,0,1,0,17.0,50.0,5.0,24.0,24.0,27.0,23.0,45.0,51.1,11.0,23.0,47.8,20.0,30.0,66.7,7,26,9,4,2,13,21
Abilene Christian,2000,33.3,29.2,81.3,32,10,7,11,4,15,1,15,2,2,0,25,401371479,2022,2,2022-01-21,,62.0,False,21.0,63.0,13.0,16.0,7.0,24.0,Seattle,72.0,0.0,away,2547.0,0,0,0,21.0,63.0,7.0,24.0,13.0,16.0,21.0,47.0,44.7,5.0,18.0,27.8,25.0,31.0,80.6,4,32,9,8,6,18,18
Abilene Christian,2000,45.8,42.9,63.6,26,8,17,9,2,15,0,15,0,0,0,25,401371485,2022,2,2022-01-22,,77.0,True,27.0,59.0,14.0,22.0,9.0,21.0,California Baptist,68.0,17.0,away,2856.0,0,0,1,27.0,59.0,9.0,21.0,14.0,22.0,18.0,48.0,37.5,6.0,24.0,25.0,26.0,34.0,76.5,12,39,9,10,0,23,23
Abilene Christian,2000,42.4,23.3,80.0,29,14,20,12,2,13,1,13,0,0,0,28,401371492,2022,2,2022-01-27,,87.0,True,28.0,66.0,24.0,30.0,7.0,30.0,Texas-Rio Grande Valley,85.0,13.0,home,292.0,0,1,1,28.0,66.0,7.0,30.0,24.0,30.0,27.0,46.0,58.7,6.0,16.0,37.5,25.0,32.0,78.1,8,36,14,4,6,27,27
Abilene Christian,2000,41.3,29.2,66.7,42,16,14,6,1,9,0,9,0,0,0,21,401371496,2022,2,2022-01-29,,85.0,True,26.0,63.0,26.0,39.0,7.0,24.0,Lamar,82.0,14.0,home,2320.0,0,1,1,26.0,63.0,7.0,24.0,26.0,39.0,27.0,60.0,45.0,7.0,16.0,43.8,21.0,27.0,77.8,10,38,18,5,4,13,30
Abilene Christian,2000,51.9,21.4,83.3,22,5,14,14,2,12,1,12,0,0,0,22,401371502,2022,2,2022-02-02,,77.0,True,27.0,52.0,20.0,24.0,3.0,14.0,Chicago State,73.0,16.0,away,2130.0,0,0,1,27.0,52.0,3.0,14.0,20.0,24.0,25.0,46.0,54.3,11.0,23.0,47.8,12.0,18.0,66.7,6,25,11,3,3,22,22
Abilene Christian,2000,47.1,38.1,60.0,38,13,23,12,4,13,1,13,0,0,0,24,401371508,2022,2,2022-02-05,,83.0,True,33.0,70.0,9.0,15.0,8.0,21.0,Texas-Rio Grande Valley,66.0,21.0,away,292.0,0,0,1,33.0,70.0,8.0,21.0,9.0,15.0,18.0,47.0,38.3,6.0,18.0,33.3,24.0,34.0,70.6,11,39,8,4,3,24,15
Abilene Christian,2000,50.8,35.0,83.3,31,13,21,7,1,10,0,10,0,0,0,17,401371519,2022,2,2022-02-13,,77.0,True,30.0,59.0,10.0,12.0,7.0,20.0,Tarleton State,63.0,14.0,home,2627.0,0,1,1,30.0,59.0,7.0,20.0,10.0,12.0,22.0,50.0,44.0,3.0,15.0,20.0,16.0,20.0,80.0,13,31,11,2,1,15,14
Abilene Christian,2000,36.1,16.0,88.5,48,15,13,7,2,17,2,17,0,0,0,24,401371528,2022,2,2022-02-18,,71.0,False,22.0,61.0,23.0,26.0,4.0,25.0,Sam Houston,75.0,3.0,home,2534.0,0,1,0,22.0,61.0,4.0,25.0,23.0,26.0,27.0,60.0,45.0,5.0,18.0,27.8,16.0,25.0,64.0,7,32,12,7,2,11,19
Abilene Christian,2000,40.0,33.3,72.7,33,11,18,22,4,15,1,15,0,0,0,20,401371538,2022,2,2022-02-25,,77.0,True,26.0,65.0,16.0,22.0,9.0,27.0,Lamar,42.0,37.0,away,2320.0,0,0,1,26.0,65.0,9.0,27.0,16.0,22.0,12.0,40.0,30.0,2.0,13.0,15.4,16.0,21.0,76.2,7,35,4,5,6,37,18
