Team,Team_ID,FG%,3P%,FT%,TRB,ORB,AST,STL,BLK,turnovers,team_turnovers,TOV,technical_fouls,total_technical_fouls,flagrant_fouls,PF,Game_ID,Season,Season_Type,Date,Datetime,Team_Score,Team_Win,field_goals_made,field_goals_attempted,free_throws_made,free_throws_attempted,three_point_field_goals_made,three_point_field_goals_attempted,Opponent,Opp_Score,Largest_Lead,Site,opponent_id_combined,season_type_encoded,home_away_encoded,team_winner_encoded,FGM,FGA,3PM,3PA,FTM,FTA,oFGM,oFGA,oFG%,o3PM,o3PA,o3P%,oFTM,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Abilene Christian,2000,27.3,22.7,57.1,30,13,12,9,2,13,0,13,0,0,0,22,400586675,2015,2,2014-11-20,,39.0,False,15.0,55.0,4.0,7.0,5.0,22.0,Tulsa,65.0,,home,202.0,0,1,0,15.0,55.0,5.0,22.0,4.0,7.0,23.0,49.0,46.9,5.0,14.0,35.7,14.0,25.0,56.0,14,43,12,8,7,14,11
Abilene Christian,2000,40.3,42.9,78.1,30,11,11,6,1,11,0,11,1,1,0,26,400591099,2015,2,2014-11-22,,81.0,False,25.0,62.0,25.0,32.0,6.0,14.0,Duquesne,102.0,,away,2184.0,0,0,0,25.0,62.0,6.0,14.0,25.0,32.0,34.0,57.0,59.6,12.0,23.0,52.2,22.0,34.0,64.7,9,40,13,6,5,15,27
Abilene Christian,2000,35.8,43.8,84.6,21,7,10,10,3,12,0,12,0,0,0,15,400595589,2015,2,2014-11-29,,56.0,False,19.0,53.0,11.0,13.0,7.0,16.0,UC Riverside,76.0,,home,27.0,0,1,0,19.0,53.0,7.0,16.0,11.0,13.0,28.0,58.0,48.3,8.0,16.0,50.0,12.0,19.0,63.2,19,47,15,8,5,15,14
Abilene Christian,2000,51.1,41.2,79.2,34,10,17,2,0,17,0,17,0,0,0,23,400585940,2015,2,2014-12-05,,72.0,True,23.0,45.0,19.0,24.0,7.0,17.0,Sacramento State,61.0,,away,16.0,0,0,1,23.0,45.0,7.0,17.0,19.0,24.0,17.0,53.0,32.1,5.0,21.0,23.8,22.0,31.0,71.0,17,33,9,10,3,14,22
Abilene Christian,2000,32.8,25.8,87.5,40,17,14,4,2,10,0,10,0,0,0,20,400586714,2015,2,2014-12-07,,59.0,False,22.0,67.0,7.0,8.0,8.0,31.0,Houston,71.0,,home,248.0,0,1,0,22.0,67.0,8.0,31.0,7.0,8.0,22.0,50.0,44.0,10.0,22.0,45.5,17.0,23.0,73.9,9,38,15,3,7,11,13
Abilene Christian,2000,25.5,27.3,83.3,17,8,7,10,0,10,0,10,0,0,0,18,400586369,2015,2,2014-12-18,,44.0,False,14.0,55.0,10.0,12.0,6.0,22.0,Loyola (IL),83.0,,home,2350.0,0,1,0,14.0,55.0,6.0,22.0,10.0,12.0,27.0,42.0,64.3,9.0,14.0,64.3,20.0,26.0,76.9,7,42,17,5,2,14,13
Abilene Christian,2000,20.0,31.6,83.3,22,11,4,4,0,9,0,9,1,1,0,12,400591602,2015,2,2014-12-20,,33.0,False,11.0,55.0,5.0,6.0,6.0,19.0,Boise State,77.0,,home,68.0,0,1,0,11.0,55.0,6.0,19.0,5.0,6.0,31.0,52.0,59.6,10.0,20.0,50.0,5.0,6.0,83.3,9,41,17,2,6,12,7
Abilene Christian,2000,42.6,33.3,61.1,26,7,14,7,0,14,0,14,1,1,0,21,400595612,2015,2,2014-12-22,,65.0,True,23.0,54.0,11.0,18.0,8.0,24.0,South Carolina State,59.0,,away,2569.0,0,0,1,23.0,54.0,8.0,24.0,11.0,18.0,18.0,45.0,40.0,4.0,15.0,26.7,19.0,24.0,79.2,9,38,11,8,6,22,21
Abilene Christian,2000,53.3,50.0,68.8,29,6,15,7,2,18,0,18,0,0,0,21,400750097,2015,2,2014-12-23,,69.0,True,24.0,45.0,11.0,16.0,10.0,20.0,Arkansas-Pine Bluff,61.0,,home,2029.0,0,1,1,24.0,45.0,10.0,20.0,11.0,16.0,20.0,53.0,37.7,5.0,19.0,26.3,16.0,20.0,80.0,12,30,5,3,2,14,19
Abilene Christian,2000,52.5,40.9,62.5,23,4,11,4,2,11,0,11,1,1,0,27,400590776,2015,2,2014-12-28,,81.0,False,31.0,59.0,10.0,16.0,9.0,22.0,Grand Canyon,83.0,,home,2253.0,0,1,0,31.0,59.0,9.0,22.0,10.0,16.0,29.0,47.0,61.7,4.0,11.0,36.4,21.0,35.0,60.0,5,32,19,7,1,16,18
Abilene Christian,2000,53.7,61.1,81.8,33,8,16,7,0,14,0,14,1,1,0,19,400751535,2015,2,2015-01-04,,87.0,True,29.0,54.0,18.0,22.0,11.0,18.0,Central Arkansas,70.0,,away,2110.0,0,0,1,29.0,54.0,11.0,18.0,18.0,22.0,24.0,51.0,47.1,6.0,16.0,37.5,16.0,20.0,80.0,5,25,11,7,3,17,20
Abilene Christian,2000,37.9,36.0,85.7,43,14,11,7,3,15,0,15,0,0,0,15,400595637,2015,2,2015-01-10,,71.0,True,22.0,58.0,18.0,21.0,9.0,25.0,Nicholls State,54.0,,away,2447.0,0,0,1,22.0,58.0,9.0,25.0,18.0,21.0,20.0,57.0,35.1,3.0,18.0,16.7,11.0,18.0,61.1,12,36,5,7,5,13,16
Abilene Christian,2000,57.6,59.3,91.7,29,7,17,6,0,9,0,9,0,0,0,23,400595645,2015,2,2015-01-14,,95.0,True,34.0,59.0,11.0,12.0,16.0,27.0,Northwestern State,81.0,,home,2466.0,0,1,1,34.0,59.0,16.0,27.0,11.0,12.0,27.0,57.0,47.4,7.0,18.0,38.9,20.0,24.0,83.3,11,30,10,2,3,9,15
Abilene Christian,2000,38.9,50.0,82.4,25,8,15,4,2,11,0,11,0,0,0,17,400595650,2015,2,2015-01-17,,64.0,False,21.0,54.0,14.0,17.0,8.0,16.0,Stephen F. Austin,82.0,,away,2617.0,0,0,0,21.0,54.0,8.0,16.0,14.0,17.0,35.0,59.0,59.3,6.0,15.0,40.0,6.0,12.0,50.0,12,39,21,7,5,14,18
Abilene Christian,2000,32.1,35.0,62.5,39,7,9,6,1,12,0,12,0,0,0,29,400595658,2015,2,2015-01-21,,56.0,False,17.0,53.0,15.0,24.0,7.0,20.0,McNeese State,63.0,,home,2377.0,0,1,0,17.0,53.0,7.0,20.0,15.0,24.0,22.0,56.0,39.3,2.0,20.0,10.0,17.0,36.0,47.2,13,46,15,4,7,11,20
Abilene Christian,2000,48.9,25.0,61.9,20,5,12,7,4,14,0,14,0,0,0,20,400595661,2015,2,2015-01-24,,61.0,False,22.0,45.0,13.0,21.0,4.0,16.0,Incarnate Word,77.0,,away,2916.0,0,0,0,22.0,45.0,4.0,16.0,13.0,21.0,29.0,50.0,58.0,6.0,13.0,46.2,13.0,20.0,65.0,9,31,12,6,2,12,15
Abilene Christian,2000,53.5,50.0,42.9,22,4,17,3,1,12,0,12,0,0,0,23,400595667,2015,2,2015-01-27,,63.0,False,23.0,43.0,9.0,21.0,8.0,16.0,Sam Houston,80.0,,away,2534.0,0,0,0,23.0,43.0,8.0,16.0,9.0,21.0,26.0,52.0,50.0,12.0,26.0,46.2,16.0,21.0,76.2,10,34,14,4,2,9,20
Abilene Christian,2000,49.1,45.5,53.3,26,5,14,6,0,12,1,12,0,0,0,27,400595675,2015,2,2015-02-01,,74.0,False,28.0,57.0,8.0,15.0,10.0,22.0,Lamar,84.0,,home,2320.0,0,1,0,28.0,57.0,10.0,22.0,8.0,15.0,30.0,52.0,57.7,5.0,13.0,38.5,19.0,29.0,65.5,7,34,15,6,6,15,21
Abilene Christian,2000,40.7,25.0,75.0,26,11,9,9,0,14,0,14,0,0,0,15,400595680,2015,2,2015-02-03,,61.0,False,24.0,59.0,9.0,12.0,4.0,16.0,Houston Christian,77.0,,home,2277.0,0,1,0,24.0,59.0,4.0,16.0,9.0,12.0,33.0,59.0,55.9,4.0,15.0,26.7,7.0,9.0,77.8,12,38,20,6,5,16,19
Abilene Christian,2000,34.5,34.6,75.0,31,10,10,4,2,11,0,11,0,0,0,14,400595685,2015,2,2015-02-07,,52.0,False,20.0,58.0,3.0,4.0,9.0,26.0,Southeastern Louisiana,65.0,,away,2545.0,0,0,0,20.0,58.0,9.0,26.0,3.0,4.0,25.0,51.0,49.0,6.0,17.0,35.3,9.0,14.0,64.3,9,37,16,7,3,13,10
Abilene Christian,2000,37.5,50.0,80.0,32,14,11,5,5,21,0,21,1,1,0,23,400595692,2015,2,2015-02-10,,61.0,False,18.0,48.0,16.0,20.0,9.0,18.0,Lamar,80.0,,away,2320.0,0,0,0,18.0,48.0,9.0,18.0,16.0,20.0,22.0,48.0,45.8,11.0,19.0,57.9,25.0,31.0,80.6,11,30,10,5,6,16,20
Abilene Christian,2000,46.2,41.2,50.0,27,5,12,2,1,18,0,18,0,0,0,23,400595702,2015,2,2015-02-17,,49.0,False,18.0,39.0,6.0,12.0,7.0,17.0,Sam Houston,71.0,,home,2534.0,0,1,0,18.0,39.0,7.0,17.0,6.0,12.0,22.0,58.0,37.9,5.0,25.0,20.0,22.0,28.0,78.6,18,40,16,8,3,7,19
Abilene Christian,2000,43.9,40.0,75.0,27,7,9,6,0,19,0,19,0,0,0,21,400595713,2015,2,2015-02-22,,54.0,False,18.0,41.0,12.0,16.0,6.0,15.0,Southeastern Louisiana,55.0,,home,2545.0,0,1,0,18.0,41.0,6.0,15.0,12.0,16.0,21.0,40.0,52.5,2.0,9.0,22.2,11.0,19.0,57.9,5,23,7,7,5,17,17
Abilene Christian,2000,35.4,33.3,71.4,23,3,9,6,0,14,0,14,0,0,0,26,400595718,2015,2,2015-02-25,,44.0,False,17.0,48.0,5.0,7.0,5.0,15.0,Texas A&M-Corpus Christi,67.0,,away,357.0,0,0,0,17.0,48.0,5.0,15.0,5.0,7.0,19.0,42.0,45.2,5.0,12.0,41.7,24.0,35.0,68.6,8,37,10,9,3,12,13
Abilene Christian,2000,39.2,42.9,69.2,25,9,13,9,0,12,0,12,0,0,0,22,400595723,2015,2,2015-03-01,,55.0,False,20.0,51.0,9.0,13.0,6.0,14.0,New Orleans,75.0,,home,2443.0,0,1,0,20.0,51.0,6.0,14.0,9.0,13.0,26.0,45.0,57.8,9.0,12.0,75.0,14.0,19.0,73.7,7,33,15,5,6,10,18
Abilene Christian,2000,60.7,50.0,88.9,18,5,20,8,2,6,0,6,0,0,0,20,400595731,2015,2,2015-03-04,,83.0,True,34.0,56.0,8.0,9.0,7.0,14.0,Houston Christian,71.0,,away,2277.0,0,0,1,34.0,56.0,7.0,14.0,8.0,9.0,28.0,48.0,58.3,4.0,13.0,30.8,11.0,19.0,57.9,12,30,11,3,2,17,14
Abilene Christian,2000,31.1,20.0,91.7,30,7,6,5,0,7,0,7,0,0,0,19,400595736,2015,2,2015-03-06,,52.0,False,19.0,61.0,11.0,12.0,3.0,15.0,Incarnate Word,64.0,,home,2916.0,0,1,0,19.0,61.0,3.0,15.0,11.0,12.0,24.0,49.0,49.0,3.0,13.0,23.1,13.0,17.0,76.5,5,40,13,2,2,13,13
Abilene Christian,2000,18.8,10.0,77.8,32,7,7,3,0,13,0,13,0,0,0,16,400595739,2015,2,2015-03-07,,27.0,False,9.0,48.0,7.0,9.0,2.0,20.0,Texas A&M-Corpus Christi,58.0,,home,357.0,0,1,0,9.0,48.0,2.0,20.0,7.0,9.0,19.0,44.0,43.2,5.0,19.0,26.3,15.0,22.0,68.2,6,40,8,9,7,9,10
Air Force,2005,50.0,31.6,66.7,32,15,14,8,6,18,0,18,0,0,0,21,400587027,2015,2,2014-11-15,,78.0,False,31.0,62.0,10.0,15.0,6.0,19.0,Army,84.0,,home,349.0,0,1,0,31.0,62.0,6.0,19.0,10.0,15.0,30.0,61.0,49.2,13.0,25.0,52.0,11.0,17.0,64.7,17,37,18,6,4,15,21
Air Force,2005,32.7,20.0,65.0,27,10,11,10,4,10,0,10,0,0,0,20,400591571,2015,2,2014-11-26,,53.0,False,18.0,55.0,13.0,20.0,4.0,20.0,Colorado,68.0,,home,38.0,0,1,0,18.0,55.0,4.0,20.0,13.0,20.0,21.0,48.0,43.8,7.0,16.0,43.8,19.0,24.0,79.2,11,41,13,7,7,15,22
Air Force,2005,48.9,44.4,88.9,26,8,9,12,4,18,0,18,0,0,0,19,400585712,2015,2,2014-11-30,,62.0,False,23.0,47.0,8.0,9.0,8.0,18.0,Texas Tech,63.0,,home,2641.0,0,1,0,23.0,47.0,8.0,18.0,8.0,9.0,20.0,52.0,38.5,6.0,19.0,31.6,17.0,22.0,77.3,17,34,8,9,4,18,13
Air Force,2005,37.7,20.8,56.0,47,23,13,7,3,9,0,9,0,0,0,16,400591578,2015,2,2014-12-04,,59.0,True,20.0,53.0,14.0,25.0,5.0,24.0,Grambling,34.0,,away,2755.0,0,0,1,20.0,53.0,5.0,24.0,14.0,25.0,13.0,45.0,28.9,1.0,8.0,12.5,7.0,11.0,63.6,12,28,9,5,1,12,21
Air Force,2005,54.0,36.0,82.4,31,9,21,6,4,13,3,13,0,0,0,16,400586912,2015,2,2014-12-09,,77.0,True,27.0,50.0,14.0,17.0,9.0,25.0,Omaha,61.0,,away,2437.0,0,0,1,27.0,50.0,9.0,25.0,14.0,17.0,23.0,58.0,39.7,6.0,24.0,25.0,9.0,11.0,81.8,15,32,14,6,4,15,20
Air Force,2005,60.5,52.4,70.8,31,10,19,9,0,14,0,14,0,0,0,16,400591596,2015,2,2014-12-13,,80.0,True,26.0,43.0,17.0,24.0,11.0,21.0,Arkansas-Pine Bluff,47.0,,away,2029.0,0,0,1,26.0,43.0,11.0,21.0,17.0,24.0,17.0,40.0,42.5,6.0,15.0,40.0,7.0,11.0,63.6,5,15,12,8,3,15,18
Air Force,2005,41.9,25.9,76.2,34,13,14,4,1,9,0,9,0,0,0,21,400591603,2015,2,2014-12-20,,75.0,False,26.0,62.0,16.0,21.0,7.0,27.0,UC Davis,81.0,,away,302.0,0,0,0,26.0,62.0,7.0,27.0,16.0,21.0,25.0,48.0,52.1,6.0,19.0,31.6,25.0,28.0,89.3,5,30,17,4,3,8,19
Air Force,2005,48.9,43.5,66.7,31,1,17,1,8,10,0,10,0,0,0,12,400591606,2015,2,2014-12-23,,66.0,True,22.0,45.0,12.0,18.0,10.0,23.0,Jacksonville State,65.0,,away,55.0,0,0,1,22.0,45.0,10.0,23.0,12.0,18.0,25.0,66.0,37.9,9.0,25.0,36.0,6.0,7.0,85.7,11,36,14,2,1,7,16
Air Force,2005,44.2,9.1,76.9,34,7,5,6,3,17,0,17,0,0,0,14,400591613,2015,2,2014-12-31,,49.0,False,19.0,43.0,10.0,13.0,1.0,11.0,San Diego State,53.0,,home,21.0,0,1,0,19.0,43.0,1.0,11.0,10.0,13.0,22.0,61.0,36.1,4.0,21.0,19.0,5.0,10.0,50.0,14,30,12,6,4,9,14
Air Force,2005,46.0,30.0,55.6,25,9,12,8,0,9,0,9,0,0,0,24,400591619,2015,2,2015-01-03,,62.0,False,23.0,50.0,10.0,18.0,6.0,20.0,Nevada,80.0,,home,2440.0,0,1,0,23.0,50.0,6.0,20.0,10.0,18.0,24.0,50.0,48.0,7.0,23.0,30.4,25.0,35.0,71.4,17,38,18,6,1,10,18
Air Force,2005,61.1,47.1,50.0,32,5,23,6,1,11,0,11,0,0,0,13,400591624,2015,2,2015-01-08,,78.0,True,33.0,54.0,4.0,8.0,8.0,17.0,San Jose State,56.0,,away,23.0,0,0,1,33.0,54.0,8.0,17.0,4.0,8.0,22.0,49.0,44.9,9.0,27.0,33.3,3.0,8.0,37.5,4,22,11,6,2,14,13
Air Force,2005,47.6,45.7,57.9,30,8,25,5,1,5,0,5,3,3,0,23,400591628,2015,2,2015-01-10,,87.0,False,30.0,63.0,11.0,19.0,16.0,35.0,Colorado State,92.0,,away,36.0,0,0,0,30.0,63.0,16.0,35.0,11.0,19.0,30.0,57.0,52.6,8.0,26.0,30.8,24.0,36.0,66.7,11,40,20,1,3,11,15
Air Force,2005,34.8,27.3,62.5,22,7,11,9,0,12,0,12,0,0,0,19,400591634,2015,2,2015-01-15,,48.0,False,16.0,46.0,10.0,16.0,6.0,22.0,New Mexico,60.0,,home,167.0,0,1,0,16.0,46.0,6.0,22.0,10.0,16.0,19.0,38.0,50.0,6.0,20.0,30.0,16.0,23.0,69.6,8,33,17,7,4,16,20
Air Force,2005,41.5,40.9,54.5,33,12,13,6,2,10,0,10,0,0,0,16,400591639,2015,2,2015-01-17,,59.0,False,22.0,53.0,6.0,11.0,9.0,22.0,Utah State,71.0,,home,328.0,0,1,0,22.0,53.0,9.0,22.0,6.0,11.0,26.0,48.0,54.2,13.0,23.0,56.5,6.0,9.0,66.7,3,26,22,4,4,8,13
Air Force,2005,40.0,16.7,50.0,19,6,9,6,2,12,0,12,0,0,0,16,400591644,2015,2,2015-01-21,,45.0,False,18.0,45.0,6.0,12.0,3.0,18.0,San Diego State,77.0,,away,21.0,0,0,0,18.0,45.0,3.0,18.0,6.0,12.0,28.0,48.0,58.3,13.0,22.0,59.1,8.0,14.0,57.1,10,33,20,11,6,12,12
Air Force,2005,54.9,33.3,85.7,25,8,17,4,1,13,2,13,0,0,0,16,400591647,2015,2,2015-01-24,,68.0,False,28.0,51.0,6.0,7.0,6.0,18.0,Boise State,77.0,,away,68.0,0,0,0,28.0,51.0,6.0,18.0,6.0,7.0,26.0,45.0,57.8,14.0,22.0,63.6,11.0,14.0,78.6,4,19,19,8,1,11,13
Air Force,2005,42.2,43.8,84.0,33,9,13,6,1,10,0,10,0,0,0,18,400591656,2015,2,2015-01-29,,66.0,True,19.0,45.0,21.0,25.0,7.0,16.0,San Jose State,52.0,,home,23.0,0,1,1,19.0,45.0,7.0,16.0,21.0,25.0,17.0,44.0,38.6,6.0,18.0,33.3,12.0,16.0,75.0,6,25,11,5,4,14,23
Air Force,2005,44.2,45.5,87.5,32,12,12,1,1,15,1,15,0,0,0,19,400591661,2015,2,2015-02-01,,63.0,False,23.0,52.0,7.0,8.0,10.0,22.0,Nevada-Las Vegas,74.0,,home,2439.0,0,1,0,23.0,52.0,10.0,22.0,7.0,8.0,24.0,52.0,46.2,9.0,24.0,37.5,17.0,24.0,70.8,11,29,16,6,6,5,9
Air Force,2005,40.4,26.9,57.1,28,6,16,8,3,8,0,8,0,0,0,14,400591664,2015,2,2015-02-05,,53.0,True,19.0,47.0,8.0,14.0,7.0,26.0,New Mexico,49.0,,away,167.0,0,0,1,19.0,47.0,7.0,26.0,8.0,14.0,17.0,42.0,40.5,9.0,23.0,39.1,6.0,12.0,50.0,7,33,12,4,5,15,15
Air Force,2005,57.1,50.0,87.5,32,6,18,7,2,9,1,9,0,0,0,17,400591667,2015,2,2015-02-07,,73.0,True,28.0,49.0,7.0,8.0,10.0,20.0,Wyoming,50.0,,away,2751.0,0,0,1,28.0,49.0,10.0,20.0,7.0,8.0,17.0,49.0,34.7,8.0,30.0,26.7,8.0,16.0,50.0,11,26,8,5,4,11,11
