Team,Team_ID,FG%,3P%,FT%,TRB,ORB,AST,STL,BLK,turnovers,team_turnovers,TOV,technical_fouls,total_technical_fouls,flagrant_fouls,PF,Game_ID,Season,Season_Type,Date,Datetime,Team_Score,Team_Win,field_goals_made,field_goals_attempted,free_throws_made,free_throws_attempted,three_point_field_goals_made,three_point_field_goals_attempted,Opponent,Opp_Score,Largest_Lead,Site,opponent_id_combined,season_type_encoded,home_away_encoded,team_winner_encoded,FGM,FGA,3PM,3PA,FTM,FTA,oFGM,oFGA,oFG%,o3PM,o3PA,o3P%,oFTM,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Air Force,2005,55.8,21.4,72.2,41,8,25,15,1,23,0,23,0,0,0,25,313152005,2012,2,2011-11-12,,87.0,True,29.0,52.0,26.0,36.0,3.0,14.0,Army,71.0,16.0,away,349.0,0,0,1,29.0,52.0,3.0,14.0,26.0,36.0,23.0,58.0,39.7,6.0,29.0,20.7,19.0,26.0,73.1,7,28,13,11,0,24,29
Air Force,2005,50.0,27.3,72.2,42,11,20,5,4,14,0,14,0,0,0,16,313162005,2012,2,2011-11-13,,75.0,True,28.0,56.0,13.0,18.0,6.0,22.0,VMI,65.0,19.0,away,2678.0,0,0,1,28.0,56.0,6.0,22.0,13.0,18.0,22.0,56.0,39.3,10.0,30.0,33.3,11.0,15.0,73.3,8,33,11,6,4,14,21
Air Force,2005,40.3,26.3,72.0,30,10,14,9,4,6,0,6,0,0,0,14,313272005,2012,2,2011-11-24,,73.0,False,25.0,62.0,18.0,25.0,5.0,19.0,Colorado,76.0,9.0,away,38.0,0,0,0,25.0,62.0,5.0,19.0,18.0,25.0,29.0,60.0,48.3,10.0,24.0,41.7,8.0,14.0,57.1,15,52,15,1,4,18,22
Air Force,2005,39.0,40.0,62.9,35,5,6,9,2,15,0,15,0,0,0,24,313372181,2012,2,2011-12-04,,60.0,False,16.0,41.0,22.0,35.0,6.0,15.0,Drake,62.0,0.0,home,2181.0,0,1,0,16.0,41.0,6.0,15.0,22.0,35.0,18.0,45.0,40.0,6.0,20.0,30.0,20.0,31.0,64.5,6,34,8,9,4,13,26
Air Force,2005,42.2,36.0,66.7,34,5,15,7,4,14,2,14,0,0,0,15,313412005,2012,2,2011-12-08,,55.0,True,19.0,45.0,8.0,12.0,9.0,25.0,Wright State,34.0,27.0,away,2750.0,0,0,1,19.0,45.0,9.0,25.0,8.0,12.0,9.0,46.0,19.6,2.0,19.0,10.5,14.0,18.0,77.8,12,39,4,5,5,17,14
Air Force,2005,57.1,43.5,50.0,36,5,17,5,4,20,0,20,0,0,0,15,313442005,2012,2,2011-12-11,,63.0,True,24.0,42.0,5.0,10.0,10.0,23.0,Arkansas-Pine Bluff,51.0,19.0,away,2029.0,0,0,1,24.0,42.0,10.0,23.0,5.0,10.0,16.0,51.0,31.4,6.0,19.0,31.6,13.0,17.0,76.5,9,27,10,9,2,13,15
Air Force,2005,47.8,33.3,70.0,27,9,13,9,1,10,0,10,0,0,0,15,313512005,2012,2,2011-12-18,,64.0,True,22.0,46.0,14.0,20.0,6.0,18.0,Maryland-Eastern Shore,60.0,12.0,away,2379.0,0,0,1,22.0,46.0,6.0,18.0,14.0,20.0,23.0,53.0,43.4,7.0,19.0,36.8,7.0,16.0,43.8,17,36,13,6,3,16,22
Air Force,2005,52.4,37.5,66.7,24,6,8,4,2,13,0,13,0,0,0,21,313562250,2012,2,2011-12-23,,60.0,False,22.0,42.0,10.0,15.0,6.0,16.0,Gonzaga,70.0,4.0,home,2250.0,0,1,0,22.0,42.0,6.0,16.0,10.0,15.0,21.0,45.0,46.7,8.0,18.0,44.4,20.0,27.0,74.1,14,37,12,10,1,11,12
Air Force,2005,43.9,53.8,81.8,23,6,13,4,0,10,1,10,0,0,0,15,313632005,2012,2,2011-12-30,,61.0,False,18.0,41.0,18.0,22.0,7.0,13.0,Wagner,72.0,1.0,away,2681.0,0,0,0,18.0,41.0,7.0,13.0,18.0,22.0,21.0,52.0,40.4,10.0,29.0,34.5,20.0,20.0,100.0,16,36,16,2,5,9,22
Air Force,2005,31.7,33.3,64.7,30,6,10,5,1,13,0,13,0,0,0,11,313642199,2012,2,2011-12-31,,42.0,True,13.0,41.0,11.0,17.0,5.0,15.0,Eastern Michigan,37.0,8.0,home,2199.0,0,1,1,13.0,41.0,5.0,15.0,11.0,17.0,15.0,40.0,37.5,1.0,14.0,7.1,6.0,13.0,46.2,7,30,10,7,6,15,17
Air Force,2005,49.0,23.5,72.7,35,6,21,7,6,15,0,15,0,0,0,18,320062005,2012,2,2012-01-07,,68.0,True,24.0,49.0,16.0,22.0,4.0,17.0,Chicago State,54.0,17.0,away,2130.0,0,0,1,24.0,49.0,4.0,17.0,16.0,22.0,17.0,56.0,30.4,4.0,18.0,22.2,16.0,21.0,76.2,15,41,11,8,3,16,20
Air Force,2005,49.0,31.3,63.6,33,12,14,7,3,7,0,7,0,0,0,8,320092005,2012,2,2012-01-10,,67.0,True,24.0,49.0,14.0,22.0,5.0,16.0,Texas-Rio Grande Valley,50.0,21.0,away,292.0,0,0,1,24.0,49.0,5.0,16.0,14.0,22.0,20.0,47.0,42.6,8.0,19.0,42.1,2.0,2.0,100.0,7,29,14,4,2,14,19
Air Force,2005,48.0,41.7,84.2,31,5,11,5,4,9,0,9,0,0,0,17,320140068,2012,2,2012-01-14,,74.0,True,24.0,50.0,16.0,19.0,10.0,24.0,Boise State,59.0,15.0,home,68.0,0,1,1,24.0,50.0,10.0,24.0,16.0,19.0,19.0,49.0,38.8,9.0,26.0,34.6,12.0,18.0,66.7,7,32,10,6,1,12,16
Air Force,2005,48.8,30.8,50.0,27,4,12,5,4,16,0,16,0,0,0,17,320182005,2012,2,2012-01-19,,53.0,False,20.0,41.0,9.0,18.0,4.0,13.0,Wyoming,64.0,8.0,away,2751.0,0,0,0,20.0,41.0,4.0,13.0,9.0,18.0,20.0,40.0,50.0,6.0,16.0,37.5,18.0,26.0,69.2,2,25,14,11,1,11,15
Air Force,2005,34.7,5.6,75.0,35,9,10,2,0,13,0,13,0,0,0,10,320210021,2012,2,2012-01-22,,44.0,False,17.0,49.0,9.0,12.0,1.0,18.0,San Diego State,57.0,1.0,home,21.0,0,1,0,17.0,49.0,1.0,18.0,9.0,12.0,23.0,50.0,46.0,4.0,16.0,25.0,7.0,10.0,70.0,8,35,13,7,3,11,10
Air Force,2005,47.5,30.0,88.2,26,4,10,5,1,11,1,11,0,0,0,15,320252628,2012,2,2012-01-26,,56.0,False,19.0,40.0,15.0,17.0,3.0,10.0,TCU,59.0,7.0,home,2628.0,0,1,0,19.0,40.0,3.0,10.0,15.0,17.0,21.0,47.0,44.7,6.0,21.0,28.6,11.0,14.0,78.6,7,27,13,5,6,9,12
Air Force,2005,40.4,42.3,77.8,31,3,15,10,4,17,0,17,0,0,0,20,320282005,2012,2,2012-01-29,,63.0,False,19.0,47.0,14.0,18.0,11.0,26.0,Nevada-Las Vegas,65.0,5.0,away,2439.0,0,0,0,19.0,47.0,11.0,26.0,14.0,18.0,24.0,56.0,42.9,8.0,26.0,30.8,9.0,18.0,50.0,9,36,19,12,0,15,21
Air Force,2005,29.4,17.9,87.5,24,6,11,4,2,16,1,16,0,0,0,17,320312005,2012,2,2012-02-01,,42.0,False,15.0,51.0,7.0,8.0,5.0,28.0,New Mexico,81.0,0.0,away,167.0,0,0,0,15.0,51.0,5.0,28.0,7.0,8.0,32.0,54.0,59.3,9.0,21.0,42.9,8.0,12.0,66.7,8,39,21,8,4,16,17
Air Force,2005,40.5,21.4,52.2,26,2,9,7,4,13,0,13,2,2,0,17,320350036,2012,2,2012-02-04,,49.0,False,17.0,42.0,12.0,23.0,3.0,14.0,Colorado State,67.0,3.0,home,36.0,0,1,0,17.0,42.0,3.0,14.0,12.0,23.0,24.0,57.0,42.1,4.0,22.0,18.2,15.0,21.0,71.4,13,45,15,5,4,12,16
Air Force,2005,40.0,28.6,65.0,29,4,15,6,4,13,0,13,0,0,0,20,320422005,2012,2,2012-02-12,,61.0,False,20.0,50.0,13.0,20.0,8.0,28.0,Boise State,72.0,6.0,away,68.0,0,0,0,20.0,50.0,8.0,28.0,13.0,20.0,21.0,50.0,42.0,9.0,22.0,40.9,21.0,25.0,84.0,9,42,13,6,1,15,18
Air Force,2005,48.9,42.1,100.0,25,0,11,7,1,12,0,12,0,0,0,10,320462751,2012,2,2012-02-16,,58.0,True,22.0,45.0,6.0,6.0,8.0,19.0,Wyoming,53.0,9.0,home,2751.0,0,1,1,22.0,45.0,8.0,19.0,6.0,6.0,20.0,51.0,39.2,4.0,21.0,19.0,9.0,10.0,90.0,8,32,9,8,3,13,12
Air Force,2005,34.8,30.8,81.8,30,3,10,8,4,8,0,8,0,0,0,16,320492005,2012,2,2012-02-18,,58.0,True,16.0,46.0,18.0,22.0,8.0,26.0,San Diego State,56.0,8.0,away,21.0,0,0,1,16.0,46.0,8.0,26.0,18.0,22.0,18.0,52.0,34.6,3.0,16.0,18.8,17.0,25.0,68.0,16,47,10,3,0,16,21
Air Force,2005,51.1,33.3,60.0,28,4,16,5,9,10,0,10,0,0,0,18,320532005,2012,2,2012-02-23,,62.0,False,23.0,45.0,12.0,20.0,4.0,12.0,TCU,65.0,10.0,away,2628.0,0,0,0,23.0,45.0,4.0,12.0,12.0,20.0,23.0,62.0,37.1,7.0,22.0,31.8,12.0,19.0,63.2,22,49,14,6,3,10,19
Air Force,2005,43.6,31.6,40.0,33,8,10,8,5,21,1,21,0,0,0,19,320562439,2012,2,2012-02-25,,58.0,False,24.0,55.0,4.0,10.0,6.0,19.0,Nevada-Las Vegas,68.0,0.0,home,2439.0,0,1,0,24.0,55.0,6.0,19.0,4.0,10.0,20.0,49.0,40.8,9.0,19.0,47.4,19.0,25.0,76.0,12,44,16,12,2,21,15
Air Force,2005,36.5,36.4,52.6,36,6,12,3,0,10,0,10,0,0,0,24,320600167,2012,2,2012-03-01,,56.0,False,19.0,52.0,10.0,19.0,8.0,22.0,New Mexico,86.0,0.0,home,167.0,0,1,0,19.0,52.0,8.0,22.0,10.0,19.0,29.0,59.0,49.2,12.0,29.0,41.4,16.0,25.0,64.0,10,45,21,5,3,7,19
Air Force,2005,50.0,59.1,50.0,26,8,22,4,4,11,0,11,2,2,0,15,320632005,2012,2,2012-03-03,,65.0,False,23.0,46.0,6.0,12.0,13.0,22.0,Colorado State,75.0,1.0,away,36.0,0,0,0,23.0,46.0,13.0,22.0,6.0,12.0,26.0,48.0,54.2,9.0,16.0,56.3,14.0,20.0,70.0,8,30,12,7,1,9,15
Air Force,2005,50.0,38.5,68.2,25,3,11,4,2,11,0,11,0,0,0,27,320680167,2012,2,2012-03-09,,64.0,False,22.0,44.0,15.0,22.0,5.0,13.0,New Mexico,79.0,1.0,home,167.0,0,1,0,22.0,44.0,5.0,13.0,15.0,22.0,20.0,43.0,46.5,8.0,22.0,36.4,31.0,37.0,83.8,5,29,11,4,1,10,23
Akron,2006,48.4,20.0,75.0,36,11,6,8,6,15,0,15,0,0,0,22,313130344,2012,2,2011-11-10,,68.0,True,30.0,62.0,6.0,8.0,2.0,10.0,Mississippi State,58.0,12.0,home,344.0,0,1,1,30.0,62.0,2.0,10.0,6.0,8.0,19.0,55.0,34.5,2.0,13.0,15.4,18.0,25.0,72.0,18,43,5,4,5,19,12
Akron,2006,43.3,36.4,42.9,38,9,13,10,7,16,0,16,1,1,0,31,313222674,2012,2,2011-11-19,,59.0,False,26.0,60.0,3.0,7.0,4.0,11.0,Valparaiso,62.0,10.0,home,2674.0,0,1,0,26.0,60.0,4.0,11.0,3.0,7.0,19.0,46.0,41.3,0.0,14.0,0.0,24.0,38.0,63.2,12,42,11,8,6,17,14
Akron,2006,57.1,46.2,50.0,35,7,17,6,4,19,0,19,0,0,0,23,313232184,2012,2,2011-11-19,,76.0,False,28.0,49.0,14.0,28.0,6.0,13.0,Duquesne,81.0,2.0,home,2184.0,0,1,0,28.0,49.0,6.0,13.0,14.0,28.0,30.0,55.0,54.5,4.0,13.0,30.8,17.0,24.0,70.8,5,26,18,7,3,11,23
