Index,Team,G,Date,Site,Opponent,Type,W/L,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB.1,oTRB.1,oAST.1,oSTL.1,oBLK.1,oTOV.1,oPF.1
24,Abilene Christian,27,2018-02-17,@,Southeastern Louisiana,REG (Conf),L,54,68,,20,59,.339,4,15,.267,16,44,.364,.373,10,14,.714,13,25,32,14,4,4,13,17,28,56,.500,7,20,.350,21,36,.583,.563,5,9,.556,7,25,32,14,4,4,13,17
25,Abilene Christian,28,2018-02-22,,Texas A&M–Corpus Christi,REG (Conf),L,67,76,,23,54,.426,4,24,.167,19,30,.633,.463,17,27,.630,8,26,34,5,10,2,13,22,29,58,.500,0,9,.000,29,49,.592,.500,18,22,.818,8,26,34,5,10,2,13,22
26,Abilene Christian,29,2018-02-24,,Central Arkansas,REG (Conf),L,72,74,,32,68,.471,3,14,.214,29,54,.537,.493,5,10,.500,12,25,34,9,6,6,18,14,24,55,.436,10,26,.385,14,29,.483,.527,16,21,.762,9,25,34,9,6,6,18,14
27,Abilene Christian,30,2018-02-28,@,Stephen F. Austin,REG (Conf),L,56,76,,22,51,.431,7,18,.389,15,33,.455,.500,5,11,.455,7,22,28,12,12,2,12,17,27,54,.500,8,21,.381,19,33,.576,.574,14,20,.700,6,22,28,12,12,2,12,17
28,Abilene Christian,31,2018-03-03,@,Incarnate Word,REG (Conf),W,69,59,,22,56,.393,6,20,.300,16,36,.444,.446,19,23,.826,9,23,31,3,3,9,13,15,21,54,.389,3,17,.176,18,37,.486,.417,14,15,.933,8,23,31,3,3,9,13,15
30,Abilene Christian,32,2018-03-12,@,Drake,CIT,L,73,80,OT,32,86,.372,6,31,.194,26,55,.473,.407,3,3,1.000,19,29,34,12,11,5,12,12,25,65,.385,6,25,.240,19,40,.475,.431,24,29,.828,5,29,34,12,11,5,12,12
32,Air Force,1,2017-11-12,,Texas State,REG (Non-Conf),W,65,57,,25,60,.417,8,20,.400,17,40,.425,.483,7,9,.778,10,25,31,8,4,3,19,14,20,44,.455,5,13,.385,15,31,.484,.511,12,17,.706,6,25,31,8,4,3,19,14
33,Air Force,2,2017-11-14,,Canisius,REG (Non-Conf),W,93,79,,23,50,.460,9,21,.429,14,29,.483,.550,38,41,.927,10,17,30,13,5,2,11,29,27,63,.429,11,35,.314,16,28,.571,.516,14,16,.875,13,17,30,13,5,2,11,29
34,Air Force,3,2017-11-20,,Arkansas–Pine Bluff,REG (Non-Conf),W,57,47,,15,50,.300,6,22,.273,9,28,.321,.360,21,27,.778,10,23,27,8,8,5,13,24,19,48,.396,5,19,.263,14,29,.483,.448,4,8,.500,4,23,27,8,8,5,13,24
35,Air Force,4,2017-11-21,,Pacific,REG (Non-Conf),L,71,83,,23,60,.383,9,32,.281,14,28,.500,.458,16,22,.727,12,25,34,15,8,5,15,18,24,47,.511,9,17,.529,15,30,.500,.606,26,36,.722,9,25,34,15,8,5,15,18
36,Air Force,5,2017-11-26,@,Colorado,REG (Non-Conf),L,69,81,,25,58,.431,11,26,.423,14,32,.438,.526,8,9,.889,4,30,40,17,1,3,15,16,26,54,.481,10,26,.385,16,28,.571,.574,19,20,.950,10,30,40,17,1,3,15,16
37,Air Force,6,2017-11-29,@,Indiana State,REG (Non-Conf),L,64,74,,23,51,.451,6,17,.353,17,34,.500,.510,12,18,.667,9,21,29,12,12,2,17,17,25,54,.463,11,31,.355,14,23,.609,.565,13,18,.722,8,21,29,12,12,2,17,17
38,Air Force,7,2017-12-02,@,Denver,REG (Non-Conf),W,61,59,,21,55,.382,7,28,.250,14,27,.519,.445,12,17,.706,7,29,35,15,4,2,22,20,19,44,.432,11,26,.423,8,18,.444,.557,10,15,.667,6,29,35,15,4,2,22,20
39,Air Force,8,2017-12-04,,Western Co.,REG (Non-Conf),W,79,67,,30,54,.556,9,20,.450,21,34,.618,.639,10,18,.556,4,23,27,13,6,1,19,22,25,49,.510,9,24,.375,16,25,.640,.602,8,11,.727,4,23,27,13,6,1,19,22
40,Air Force,9,2017-12-06,,Abilene Christian,REG (Non-Conf),L,58,62,,25,51,.490,3,18,.167,22,33,.667,.520,5,8,.625,5,17,24,11,8,4,12,16,23,54,.426,9,25,.360,14,29,.483,.509,7,15,.467,7,17,24,11,8,4,12,16
41,Air Force,10,2017-12-08,@,UC Riverside,REG (Non-Conf),L,48,67,,17,56,.304,5,27,.185,12,29,.414,.348,9,17,.529,8,33,37,16,5,6,12,16,25,47,.532,7,23,.304,18,24,.750,.606,10,15,.667,4,33,37,16,5,6,12,16
42,Air Force,11,2017-12-17,N,Army,REG (Non-Conf),L,54,79,,14,57,.246,9,30,.300,5,27,.185,.325,17,22,.773,17,24,33,18,10,1,13,22,26,61,.426,16,31,.516,10,30,.333,.557,11,14,.786,9,24,33,18,10,1,13,22
43,Air Force,12,2017-12-22,,Johnson & Wales (CO),REG (Non-Conf),W,111,68,,43,70,.614,11,27,.407,32,43,.744,.693,14,18,.778,13,16,20,11,6,1,12,17,24,58,.414,10,25,.400,14,33,.424,.500,10,16,.625,4,16,20,11,6,1,12,17
44,Air Force,13,2017-12-27,@,New Mexico,REG (Conf),L,58,87,,22,58,.379,3,16,.188,19,42,.452,.405,11,20,.550,13,27,34,21,9,4,6,20,31,62,.500,14,33,.424,17,29,.586,.613,11,14,.786,7,27,34,21,9,4,6,20
45,Air Force,14,2017-12-30,@,Fresno State,REG (Conf),L,59,71,,17,45,.378,6,17,.353,11,28,.393,.444,19,22,.864,6,25,33,16,3,3,14,24,25,47,.532,7,17,.412,18,30,.600,.606,14,22,.636,8,25,33,16,3,3,14,24
46,Air Force,15,2018-01-06,,Nevada,REG (Conf),L,75,86,,29,55,.527,8,21,.381,21,34,.618,.600,9,14,.643,8,21,32,16,5,3,14,17,29,55,.527,15,31,.484,14,24,.583,.664,13,15,.867,11,21,32,16,5,3,14,17
47,Air Force,16,2018-01-10,,UNLV,REG (Conf),L,76,81,,25,61,.410,6,20,.300,19,41,.463,.459,20,24,.833,16,24,28,18,7,3,16,21,29,46,.630,9,18,.500,20,28,.714,.728,14,23,.609,4,24,28,18,7,3,16,21
48,Air Force,17,2018-01-13,@,San Jose State,REG (Conf),W,78,71,,23,56,.411,13,33,.394,10,23,.435,.527,19,28,.679,12,22,31,15,4,3,9,22,24,51,.471,6,14,.429,18,37,.486,.529,17,27,.630,9,22,31,15,4,3,9,22
49,Air Force,18,2018-01-17,@,Colorado State,REG (Conf),W,76,71,,25,63,.397,12,39,.308,13,24,.542,.492,14,17,.824,9,28,45,16,6,4,9,15,27,73,.370,5,17,.294,22,56,.393,.404,12,15,.800,17,28,45,16,6,4,9,15
50,Air Force,19,2018-01-24,@,Utah State,REG (Conf),L,49,71,,18,55,.327,3,22,.136,15,33,.455,.355,10,15,.667,9,30,36,14,3,4,10,15,26,52,.500,9,28,.321,17,24,.708,.587,10,14,.714,6,30,36,14,3,4,10,15
51,Air Force,20,2018-01-27,,Boise State,REG (Conf),L,64,70,,19,46,.413,6,16,.375,13,30,.433,.478,20,23,.870,5,18,25,14,3,2,13,18,23,50,.460,12,27,.444,11,23,.478,.580,12,12,1.000,7,18,25,14,3,2,13,18
52,Air Force,23,2018-02-10,,New Mexico,REG (Conf),W,100,92,,36,61,.590,5,18,.278,31,43,.721,.631,23,26,.885,9,18,23,15,6,1,17,26,28,56,.500,14,27,.519,14,29,.483,.625,22,28,.786,5,18,23,15,6,1,17,26
53,Air Force,24,2018-02-14,@,UNLV,REG (Conf),L,73,81,,26,64,.406,13,30,.433,13,34,.382,.508,8,12,.667,5,30,45,16,2,9,18,17,25,56,.446,9,17,.529,16,39,.410,.527,22,32,.688,15,30,45,16,2,9,18,17
54,Air Force,25,2018-02-17,@,Boise State,REG (Conf),L,52,76,,20,52,.385,5,17,.294,15,35,.429,.433,7,8,.875,4,27,31,19,3,2,13,14,28,53,.528,14,28,.500,14,25,.560,.660,6,10,.600,4,27,31,19,3,2,13,14
55,Air Force,26,2018-02-21,,San Diego State,REG (Conf),L,56,67,,21,53,.396,13,36,.361,8,17,.471,.519,1,2,.500,4,26,29,13,7,2,10,12,26,54,.481,6,20,.300,20,34,.588,.537,9,15,.600,3,26,29,13,7,2,10,12
56,Air Force,27,2018-02-24,,Utah State,REG (Conf),W,75,65,,25,51,.490,8,19,.421,17,32,.531,.569,17,26,.654,6,26,38,12,3,3,16,24,22,57,.386,10,27,.370,12,30,.400,.474,11,19,.579,12,26,38,12,3,3,16,24
57,Air Force,28,2018-02-26,,Fresno State,REG (Conf),L,48,54,,14,49,.286,4,22,.182,10,27,.370,.327,16,22,.727,7,28,35,8,5,1,13,20,19,56,.339,3,14,.214,16,42,.381,.366,13,17,.765,7,28,35,8,5,1,13,20
58,Air Force,29,2018-02-28,@,Wyoming,REG (Conf),L,54,66,,23,59,.390,5,20,.250,18,39,.462,.432,3,5,.600,9,26,30,15,12,5,15,14,23,53,.434,10,25,.400,13,28,.464,.528,10,15,.667,4,26,30,15,12,5,15,14
59,Air Force,30,2018-03-03,,San Jose State,REG (Conf),W,83,61,,28,64,.438,16,41,.390,12,23,.522,.563,11,17,.647,9,30,35,13,4,3,11,21,23,60,.383,8,24,.333,15,36,.417,.450,7,12,.583,5,30,35,13,4,3,11,21
61,Air Force,31,2018-03-07,N,UNLV,CTOURN,L,90,97,OT,32,69,.464,13,27,.481,19,42,.452,.558,13,20,.650,10,28,41,23,5,5,13,20,32,65,.492,7,17,.412,25,48,.521,.546,26,37,.703,13,28,41,23,5,5,13,20
63,Akron,1,2017-11-11,,Cleveland State,REG (Non-Conf),W,67,57,,20,66,.303,8,34,.235,12,32,.375,.364,19,23,.826,7,33,37,7,5,4,15,20,22,55,.400,3,19,.158,19,36,.528,.427,10,26,.385,4,33,37,7,5,4,15,20
64,Akron,2,2017-11-18,,UT Martin,REG (Non-Conf),W,76,59,,25,53,.472,15,31,.484,10,22,.455,.613,11,14,.786,10,18,28,9,7,3,12,15,25,59,.424,6,20,.300,19,39,.487,.475,3,5,.600,10,18,28,9,7,3,12,15
65,Akron,3,2017-11-25,@,Dayton,REG (Non-Conf),L,60,73,,22,50,.440,6,20,.300,16,30,.533,.500,10,18,.556,3,26,36,21,5,2,14,17,27,52,.519,9,21,.429,18,31,.581,.606,10,17,.588,10,26,36,21,5,2,14,17
66,Akron,4,2017-11-28,,Chattanooga,REG (Non-Conf),W,75,70,,28,53,.528,6,14,.429,22,39,.564,.585,13,17,.765,8,18,23,13,7,1,16,15,26,48,.542,5,11,.455,21,37,.568,.594,13,21,.619,5,18,23,13,7,1,16,15
67,Akron,5,2017-12-02,@,Marshall,REG (Non-Conf),L,64,86,,24,63,.381,6,24,.250,18,39,.462,.429,10,19,.526,10,25,41,17,10,5,20,19,30,64,.469,10,29,.345,20,35,.571,.547,16,20,.800,16,25,41,17,10,5,20,19
68,Akron,6,2017-12-06,,IPFW,REG (Non-Conf),W,83,79,,31,61,.508,10,24,.417,21,37,.568,.590,11,27,.407,12,17,23,16,10,3,20,20,28,58,.483,14,33,.424,14,25,.560,.603,9,11,.818,6,17,23,16,10,3,20,20
69,Akron,7,2017-12-09,,Appalachian State,REG (Non-Conf),W,94,89,,34,60,.567,14,24,.583,20,36,.556,.683,12,20,.600,6,22,28,18,6,5,5,18,32,64,.500,12,27,.444,20,37,.541,.594,13,18,.722,6,22,28,18,6,5,5,18
70,Akron,8,2017-12-16,,Mississippi Valley State,REG (Non-Conf),W,81,63,,28,59,.475,12,28,.429,16,31,.516,.576,13,21,.619,13,17,30,8,6,2,10,19,23,63,.365,1,12,.083,22,51,.431,.373,16,20,.800,13,17,30,8,6,2,10,19
71,Akron,9,2017-12-22,N,Southern California,REG (Non-Conf),L,53,84,,16,50,.320,7,28,.250,9,22,.409,.390,14,19,.737,4,28,37,13,5,3,11,19,27,55,.491,10,23,.435,17,32,.531,.582,20,27,.741,9,28,37,13,5,3,11,19
72,Akron,10,2017-12-23,N,Princeton,REG (Non-Conf),L,62,64,,20,57,.351,12,30,.400,8,27,.296,.456,10,14,.714,5,29,34,9,3,6,13,15,23,52,.442,7,24,.292,16,28,.571,.510,11,14,.786,5,29,34,9,3,6,13,15
73,Akron,11,2017-12-25,N,Davidson,REG (Non-Conf),L,78,91,,25,51,.490,14,35,.400,11,16,.688,.627,14,18,.778,3,24,28,21,5,2,6,17,33,62,.532,13,28,.464,20,34,.588,.637,12,15,.800,4,24,28,21,5,2,6,17
74,Akron,12,2017-12-29,,Concord,REG (Non-Conf),W,86,49,,28,55,.509,12,25,.480,16,30,.533,.618,18,26,.692,8,20,31,9,4,1,8,17,18,66,.273,4,20,.200,14,46,.304,.303,9,13,.692,11,20,31,9,4,1,8,17
75,Akron,13,2018-01-02,@,Western Michigan,REG (Conf),L,75,87,,27,61,.443,9,27,.333,18,34,.529,.516,12,15,.800,8,25,36,16,2,1,10,16,31,56,.554,9,19,.474,22,37,.595,.634,16,23,.696,11,25,36,16,2,1,10,16
76,Akron,14,2018-01-05,@,Toledo,REG (Conf),L,65,67,,27,60,.450,9,22,.409,18,38,.474,.525,2,4,.500,8,22,26,15,4,8,10,12,22,46,.478,9,24,.375,13,22,.591,.576,14,22,.636,4,22,26,15,4,8,10,12
77,Akron,15,2018-01-09,,Buffalo,REG (Conf),L,65,87,,15,47,.319,6,20,.300,9,27,.333,.383,29,41,.707,9,24,35,14,9,5,11,29,33,67,.493,7,31,.226,26,36,.722,.545,14,21,.667,11,24,35,14,9,5,11,29
78,Akron,16,2018-01-13,,Bowling Green,REG (Conf),W,80,78,,26,60,.433,12,32,.375,14,28,.500,.533,16,20,.800,10,23,31,8,8,2,11,18,21,52,.404,7,16,.438,14,36,.389,.471,29,43,.674,8,23,31,8,8,2,11,18
79,Akron,17,2018-01-16,@,Eastern Michigan,REG (Conf),L,49,63,,17,55,.309,7,29,.241,10,26,.385,.373,8,8,1.000,8,26,32,12,9,10,12,11,21,45,.467,7,18,.389,14,27,.519,.544,14,20,.700,6,26,32,12,9,10,12,11
80,Akron,18,2018-01-20,,Northern Illinois,REG (Conf),W,82,67,,29,55,.527,15,31,.484,14,24,.583,.664,9,12,.750,6,18,28,4,5,1,15,16,19,48,.396,4,15,.267,15,33,.455,.438,25,33,.758,10,18,28,4,5,1,15,16
81,Akron,19,2018-01-23,,Ohio,REG (Conf),W,71,68,,26,55,.473,10,23,.435,16,32,.500,.564,9,14,.643,8,18,23,16,6,4,12,17,23,50,.460,9,23,.391,14,27,.519,.550,13,16,.813,5,18,23,16,6,4,12,17
82,Akron,20,2018-01-27,@,Ball State,REG (Conf),L,106,111,2OT,36,77,.468,15,44,.341,21,33,.636,.565,19,21,.905,10,29,40,18,7,2,18,19,34,68,.500,10,18,.556,24,50,.480,.574,33,42,.786,11,29,40,18,7,2,18,19
83,Akron,23,2018-02-06,@,Ohio,REG (Conf),L,75,99,,27,65,.415,6,26,.231,21,39,.538,.462,15,20,.750,10,29,32,19,7,7,15,20,32,59,.542,16,27,.593,16,32,.500,.678,19,23,.826,3,29,32,19,7,7,15,20
84,Akron,24,2018-02-10,,Central Michigan,REG (Conf),W,69,63,,25,57,.439,8,24,.333,17,33,.515,.509,11,15,.733,9,19,32,8,3,1,11,11,24,59,.407,5,22,.227,19,37,.514,.449,10,21,.476,13,19,32,8,3,1,11,11
85,Akron,25,2018-02-13,,Ball State,REG (Conf),L,77,90,,27,65,.415,11,29,.379,16,36,.444,.500,12,16,.750,9,29,37,16,3,5,17,20,31,56,.554,7,17,.412,24,39,.615,.616,21,27,.778,8,29,37,16,3,5,17,20
86,Akron,26,2018-02-17,@,Kent State,REG (Conf),L,68,78,,21,53,.396,9,21,.429,12,32,.375,.481,17,24,.708,8,20,29,8,7,6,13,21,23,54,.426,10,24,.417,13,30,.433,.519,22,24,.917,9,20,29,8,7,6,13,21
87,Akron,27,2018-02-20,@,Bowling Green,REG (Conf),W,81,79,,25,48,.521,7,17,.412,18,31,.581,.594,24,30,.800,3,21,32,17,4,1,14,20,28,59,.475,7,23,.304,21,36,.583,.534,16,23,.696,11,21,32,17,4,1,14,20
88,Akron,28,2018-02-24,,Miami (OH),REG (Conf),L,62,64,OT,21,57,.368,6,28,.214,15,29,.517,.421,14,17,.824,11,25,36,11,12,0,14,16,22,64,.344,5,26,.192,17,38,.447,.383,15,19,.789,11,25,36,11,12,0,14,16
89,Akron,29,2018-02-27,@,Buffalo,REG (Conf),L,68,80,,26,59,.441,10,26,.385,16,33,.485,.525,6,12,.500,8,20,28,13,6,6,16,16,27,52,.519,8,20,.400,19,32,.594,.596,18,24,.750,8,20,28,13,6,6,16,16
90,Akron,30,2018-03-02,,Kent State,REG (Conf),W,67,65,,21,49,.429,7,25,.280,14,24,.583,.500,18,28,.643,7,26,32,10,5,3,13,25,20,50,.400,8,25,.320,12,25,.480,.480,17,25,.680,6,26,32,10,5,3,13,25
92,Akron,31,2018-03-05,@,Western Michigan,CTOURN,W,79,78,,28,52,.538,12,33,.364,16,19,.842,.654,11,19,.579,5,21,24,14,7,2,10,18,26,54,.481,9,29,.310,17,25,.680,.565,17,19,.895,3,21,24,14,7,2,10,18
93,Akron,32,2018-03-08,N,Eastern Michigan,CTOURN,L,58,67,,21,53,.396,9,25,.360,12,28,.429,.481,7,13,.538,11,22,29,9,12,7,14,16,21,46,.457,6,19,.316,15,27,.556,.522,19,22,.864,7,22,29,9,12,7,14,16
95,Alabama,1,2017-11-10,N,Memphis,REG (Non-Conf),W,82,70,,26,58,.448,11,27,.407,15,31,.484,.543,19,28,.679,12,22,37,7,7,3,17,22,23,60,.383,2,17,.118,21,43,.488,.400,22,36,.611,15,22,37,7,7,3,17,22
96,Alabama,2,2017-11-14,,Lipscomb,REG (Non-Conf),W,86,64,,34,57,.596,6,18,.333,28,39,.718,.649,12,32,.375,5,28,40,10,5,4,14,23,23,70,.329,7,27,.259,16,43,.372,.379,11,19,.579,12,28,40,10,5,4,14,23
97,Alabama,3,2017-11-17,,Alabama A&M,REG (Non-Conf),W,104,67,,40,63,.635,16,27,.593,24,36,.667,.762,8,15,.533,11,13,19,10,7,0,7,11,25,58,.431,8,15,.533,17,43,.395,.500,9,24,.375,6,13,19,10,7,0,7,11
98,Alabama,4,2017-11-21,,UT Arlington,REG (Non-Conf),W,77,76,,27,53,.509,8,25,.320,19,28,.679,.585,15,24,.625,6,22,30,19,3,1,18,23,31,60,.517,10,21,.476,21,39,.538,.600,4,7,.571,8,22,30,19,3,1,18,23
99,Alabama,5,2017-11-24,N,Brigham Young,REG (Non-Conf),W,71,59,,27,55,.491,5,13,.385,22,42,.524,.536,12,16,.750,8,20,30,15,3,3,11,21,22,59,.373,4,17,.235,18,42,.429,.407,11,21,.524,10,20,30,15,3,3,11,21
100,Alabama,6,2017-11-25,N,Minnesota,REG (Non-Conf),L,84,89,,27,58,.466,7,18,.389,20,40,.500,.526,23,32,.719,10,23,38,16,7,6,12,24,30,66,.455,8,19,.421,22,47,.468,.515,21,27,.778,15,23,38,16,7,6,12,24
101,Alabama,7,2017-11-29,,Louisiana Tech,REG (Non-Conf),W,77,74,,24,54,.444,2,9,.222,22,45,.489,.463,27,37,.730,9,21,29,8,8,2,14,29,24,65,.369,4,23,.174,20,42,.476,.400,22,30,.733,8,21,29,8,8,2,14,29
102,Alabama,8,2017-12-03,,UCF,REG (Non-Conf),L,62,65,,22,51,.431,3,13,.231,19,38,.500,.461,15,23,.652,7,26,34,15,8,3,17,19,25,52,.481,7,15,.467,18,37,.486,.548,8,15,.533,8,26,34,15,8,3,17,19
103,Alabama,9,2017-12-06,,Rhode Island,REG (Non-Conf),W,68,64,,21,47,.447,2,11,.182,19,36,.528,.468,24,39,.615,11,19,26,7,13,6,12,29,25,71,.352,7,23,.304,18,48,.375,.401,7,11,.636,7,19,26,7,13,6,12,29
104,Alabama,10,2017-12-09,@,Arizona,REG (Non-Conf),L,82,88,,24,62,.387,10,24,.417,14,38,.368,.468,24,28,.857,6,29,41,17,2,3,12,21,29,56,.518,8,16,.500,21,40,.525,.589,22,35,.629,12,29,41,17,2,3,12,21
105,Alabama,11,2017-12-19,N,Mercer,REG (Non-Conf),W,80,79,,28,62,.452,6,28,.214,22,34,.647,.500,18,23,.783,13,20,27,14,7,0,14,20,26,55,.473,10,28,.357,16,27,.593,.564,17,22,.773,7,20,27,14,7,0,14,20
