Index,Team,G,Date,Site,Opponent,Type,W/L,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB.1,oTRB.1,oAST.1,oSTL.1,oBLK.1,oTOV.1,oPF.1
10,Air Force,11,2011-12-30,N,Eastern Michigan,REG (Non-Conf),W,42,37,,13,41,.317,5,15,.333,8,26,.308,.378,11,17,.647,6,23,30,10,7,6,14,17,15,40,.375,1,14,.071,14,26,.538,.388,6,13,.462,7,23,30,10,7,6,14,17
11,Air Force,12,2012-01-03,,Johnson & Wales (CO),REG (Non-Conf),W,83,53,,28,59,.475,13,27,.481,15,32,.469,.585,14,25,.560,14,23,37,10,5,3,22,19,17,55,.309,9,26,.346,8,29,.276,.391,10,13,.769,14,23,37,10,5,3,22,19
12,Air Force,13,2012-01-06,,Chicago State,REG (Non-Conf),W,68,54,,24,49,.490,4,17,.235,20,32,.625,.531,16,22,.727,5,22,35,11,8,3,16,20,17,56,.304,4,18,.222,13,38,.342,.339,16,21,.762,13,22,35,11,8,3,16,20
13,Air Force,14,2012-01-09,,Texas–Pan American,REG (Non-Conf),W,67,50,,24,49,.490,5,16,.313,19,33,.576,.541,14,22,.636,11,17,23,14,4,2,14,19,20,47,.426,8,19,.421,12,28,.429,.511,2,2,1.000,6,17,23,14,4,2,14,19
14,Air Force,15,2012-01-14,@,Boise State,REG (Conf),W,74,59,,24,50,.480,10,24,.417,14,26,.538,.580,16,19,.842,4,22,28,10,6,1,12,16,19,49,.388,9,26,.346,10,23,.435,.480,12,18,.667,6,22,28,10,6,1,12,16
15,Air Force,16,2012-01-18,,Wyoming,REG (Conf),L,53,64,,20,41,.488,4,13,.308,16,28,.571,.537,9,18,.500,4,19,21,14,11,1,9,15,20,40,.500,6,16,.375,14,24,.583,.575,18,26,.692,2,19,21,14,11,1,9,15
16,Air Force,17,2012-01-21,@,San Diego State,REG (Conf),L,44,57,,17,49,.347,1,18,.056,16,31,.516,.357,9,12,.750,5,24,31,13,7,3,11,10,23,50,.460,4,16,.250,19,34,.559,.500,7,10,.700,7,24,31,13,7,3,11,10
17,Air Force,18,2012-01-25,@,TCU,REG (Conf),L,56,59,,19,40,.475,3,10,.300,16,30,.533,.513,15,17,.882,3,17,23,13,5,6,9,12,21,47,.447,6,21,.286,15,26,.577,.511,11,14,.786,6,17,23,13,5,6,9,12
18,Air Force,19,2012-01-28,,UNLV,REG (Conf),L,63,65,OT,19,47,.404,11,26,.423,8,21,.381,.521,14,18,.778,3,25,34,19,12,0,15,21,24,56,.429,8,26,.308,16,30,.533,.500,9,18,.500,9,25,34,19,12,0,15,21
19,Air Force,20,2012-01-31,,New Mexico,REG (Conf),L,42,81,,15,51,.294,5,28,.179,10,23,.435,.343,7,8,.875,4,30,37,21,8,4,16,17,32,54,.593,9,21,.429,23,33,.697,.676,8,12,.667,7,30,37,21,8,4,16,17
20,Air Force,23,2012-02-15,@,Wyoming,REG (Conf),W,58,53,,22,45,.489,8,19,.421,14,26,.538,.578,6,6,1.000,0,22,30,9,8,3,13,12,20,51,.392,4,21,.190,16,30,.533,.431,9,10,.900,8,22,30,9,8,3,13,12
21,Air Force,24,2012-02-18,,San Diego State,REG (Conf),W,58,56,,16,46,.348,8,26,.308,8,20,.400,.435,18,22,.818,3,31,47,10,3,0,16,21,18,52,.346,3,16,.188,15,36,.417,.375,17,25,.680,16,31,47,10,3,0,16,21
22,Air Force,25,2012-02-22,,TCU,REG (Conf),L,62,65,,23,45,.511,4,12,.333,19,33,.576,.556,12,20,.600,4,20,39,14,6,3,10,19,23,62,.371,7,22,.318,16,40,.400,.427,12,19,.632,19,20,39,14,6,3,10,19
23,Air Force,26,2012-02-25,@,UNLV,REG (Conf),L,58,68,,24,55,.436,6,19,.316,18,36,.500,.491,4,10,.400,7,26,36,16,12,2,21,15,20,49,.408,9,19,.474,11,30,.367,.500,19,25,.760,10,26,36,16,12,2,21,15
24,Air Force,27,2012-02-29,@,New Mexico,REG (Conf),L,56,86,,19,52,.365,8,22,.364,11,30,.367,.442,10,19,.526,4,34,43,21,5,3,7,19,29,59,.492,12,29,.414,17,30,.567,.593,16,25,.640,9,34,43,21,5,3,7,19
25,Air Force,28,2012-03-03,,Colorado State,REG (Conf),L,65,75,,23,46,.500,13,22,.591,10,24,.417,.641,6,12,.500,7,18,26,12,7,1,9,15,26,48,.542,9,16,.563,17,32,.531,.635,14,20,.700,8,18,26,12,7,1,9,15
27,Air Force,29,2012-03-08,N,New Mexico,CTOURN,L,64,79,,22,44,.500,5,13,.385,17,31,.548,.557,15,22,.682,1,24,29,11,4,1,9,23,20,43,.465,8,22,.364,12,21,.571,.558,31,37,.838,5,24,29,11,4,1,9,23
29,Akron,1,2011-11-09,@,Mississippi State,REG (Non-Conf),W,68,58,,30,62,.484,2,10,.200,28,52,.538,.500,6,8,.750,11,22,39,5,4,5,19,12,19,55,.345,2,13,.154,17,42,.405,.364,18,25,.720,17,22,39,5,4,5,19,12
30,Akron,2,2011-11-12,,Hiram,REG (Non-Conf),W,95,65,,35,71,.493,12,24,.500,23,47,.489,.577,13,18,.722,17,22,31,12,4,1,14,20,23,57,.404,10,24,.417,13,33,.394,.491,9,16,.563,9,22,31,12,4,1,14,20
31,Akron,3,2011-11-18,@,Valparaiso,REG (Non-Conf),L,59,62,,26,60,.433,4,11,.364,22,49,.449,.467,3,7,.429,7,26,36,11,8,6,16,14,19,46,.413,0,14,.000,19,32,.594,.413,24,38,.632,10,26,36,11,8,6,16,14
32,Akron,4,2011-11-19,N,Duquesne,REG (Non-Conf),L,76,81,,28,49,.571,6,13,.462,22,36,.611,.633,14,28,.500,7,20,24,18,7,3,11,23,30,55,.545,4,13,.308,26,42,.619,.582,17,24,.708,4,20,24,18,7,3,11,23
33,Akron,5,2011-11-26,,Detroit Mercy,REG (Non-Conf),W,81,63,,32,59,.542,8,16,.500,24,43,.558,.610,9,16,.563,10,13,20,10,5,4,16,17,23,54,.426,4,12,.333,19,42,.452,.463,13,15,.867,7,13,20,10,5,4,16,17
34,Akron,6,2011-11-28,@,West Virginia,REG (Non-Conf),L,56,77,,20,56,.357,2,13,.154,18,43,.419,.375,14,21,.667,11,25,38,18,12,3,15,19,30,63,.476,3,14,.214,27,49,.551,.500,14,27,.519,13,25,38,18,12,3,15,19
35,Akron,7,2011-12-04,@,Middle Tennessee,REG (Non-Conf),L,53,77,,16,56,.286,4,14,.286,12,42,.286,.321,17,22,.773,12,24,38,15,7,6,7,22,28,55,.509,2,9,.222,26,46,.565,.527,19,33,.576,14,24,38,15,7,6,7,22
36,Akron,8,2011-12-10,@,Cleveland State,REG (Non-Conf),L,66,69,,20,47,.426,5,9,.556,15,38,.395,.479,21,29,.724,8,20,27,16,8,8,15,18,26,57,.456,8,19,.421,18,38,.474,.526,9,10,.900,7,20,27,16,8,8,15,18
37,Akron,9,2011-12-15,,Arkansas–Pine Bluff,REG (Non-Conf),W,87,64,,32,54,.593,7,13,.538,25,41,.610,.657,16,24,.667,6,16,29,7,4,1,19,18,18,54,.333,4,16,.250,14,38,.368,.370,24,35,.686,13,16,29,7,4,1,19,18
38,Akron,10,2011-12-17,,Florida A&M,REG (Non-Conf),W,91,69,,30,64,.469,6,19,.316,24,45,.533,.516,25,34,.735,16,20,33,6,7,4,14,24,25,68,.368,4,14,.286,21,54,.389,.397,15,21,.714,13,20,33,6,7,4,14,24
39,Akron,11,2011-12-19,,Youngstown State,REG (Non-Conf),W,88,62,,31,67,.463,9,23,.391,22,44,.500,.530,17,22,.773,17,19,30,11,7,6,21,22,24,59,.407,9,29,.310,15,30,.500,.483,5,12,.417,11,19,30,11,7,6,21,22
40,Akron,12,2011-12-21,,North Carolina A&T,REG (Non-Conf),W,79,52,,26,61,.426,8,28,.286,18,33,.545,.492,19,28,.679,9,24,24,9,3,3,12,22,15,53,.283,7,18,.389,8,35,.229,.349,15,22,.682,0,24,24,9,3,3,12,22
41,Akron,13,2011-12-29,,VCU,REG (Non-Conf),L,75,76,OT,26,56,.464,10,20,.500,16,36,.444,.554,13,19,.684,9,17,28,13,12,3,13,21,25,63,.397,5,19,.263,20,44,.455,.437,21,31,.677,11,17,28,13,12,3,13,21
42,Akron,14,2012-01-01,@,Marshall,REG (Non-Conf),W,67,51,,28,61,.459,6,15,.400,22,46,.478,.508,5,10,.500,12,22,39,7,4,4,14,14,22,58,.379,2,11,.182,20,47,.426,.397,5,16,.313,17,22,39,7,4,4,14,14
43,Akron,15,2012-01-07,@,Miami (OH),REG (Conf),W,65,60,,22,50,.440,7,12,.583,15,38,.395,.510,14,21,.667,5,25,28,6,3,2,14,17,23,46,.500,5,14,.357,18,32,.563,.554,9,10,.900,3,25,28,6,3,2,14,17
44,Akron,16,2012-01-11,@,Bowling Green,REG (Conf),W,56,55,,21,48,.438,5,12,.417,16,36,.444,.490,9,18,.500,7,23,33,9,3,2,15,16,23,54,.426,5,13,.385,18,41,.439,.472,4,9,.444,10,23,33,9,3,2,15,16
45,Akron,17,2012-01-14,,Ohio,REG (Conf),W,68,63,,18,40,.450,3,11,.273,15,29,.517,.488,29,44,.659,10,19,26,10,5,1,9,30,22,62,.355,5,21,.238,17,41,.415,.395,14,21,.667,7,19,26,10,5,1,9,30
46,Akron,18,2012-01-18,@,Buffalo,REG (Conf),L,70,82,,28,64,.438,5,17,.294,23,47,.489,.477,9,13,.692,12,23,33,23,7,8,16,15,29,59,.492,9,23,.391,20,36,.556,.568,15,22,.682,10,23,33,23,7,8,16,15
47,Akron,19,2012-01-21,,Kent State,REG (Conf),W,84,75,,35,63,.556,7,16,.438,28,47,.596,.611,7,11,.636,14,17,24,11,10,1,11,14,28,65,.431,5,14,.357,23,51,.451,.469,14,17,.824,7,17,24,11,10,1,11,14
48,Akron,20,2012-01-24,@,Ball State,REG (Conf),W,70,58,,23,48,.479,9,18,.500,14,30,.467,.573,15,18,.833,7,16,27,13,5,3,12,15,21,58,.362,5,21,.238,16,37,.432,.405,11,13,.846,11,16,27,13,5,3,12,15
49,Akron,23,2012-02-04,,Eastern Michigan,REG (Conf),W,77,47,,26,58,.448,8,22,.364,18,36,.500,.517,17,28,.607,17,16,25,11,10,3,16,23,17,53,.321,2,13,.154,15,40,.375,.340,11,18,.611,9,16,25,11,10,3,16,23
50,Akron,24,2012-02-08,@,Western Michigan,REG (Conf),W,69,66,OT,24,65,.369,3,20,.150,21,45,.467,.392,18,23,.783,12,30,43,14,7,4,15,23,20,57,.351,3,17,.176,17,40,.425,.377,23,27,.852,13,30,43,14,7,4,15,23
51,Akron,25,2012-02-11,,Northern Illinois,REG (Conf),W,75,51,,25,47,.532,4,13,.308,21,34,.618,.574,21,29,.724,4,15,30,4,4,2,19,21,18,54,.333,3,15,.200,15,39,.385,.361,12,17,.706,15,15,30,4,4,2,19,21
52,Akron,26,2012-02-15,,Miami (OH),REG (Conf),W,74,59,,25,49,.510,4,12,.333,21,37,.568,.551,20,26,.769,11,16,20,15,5,0,12,17,20,48,.417,8,23,.348,12,25,.480,.500,11,12,.917,4,16,20,15,5,0,12,17
53,Akron,27,2012-02-18,@,Oral Roberts,REG (Non-Conf),L,61,67,,24,58,.414,5,22,.227,19,36,.528,.457,8,10,.800,6,26,37,12,4,4,15,13,25,54,.463,2,11,.182,23,43,.535,.481,15,21,.714,11,26,37,12,4,4,15,13
54,Akron,28,2012-02-22,,Bowling Green,REG (Conf),W,79,68,,28,49,.571,4,14,.286,24,35,.686,.612,19,22,.864,9,11,20,16,7,2,7,16,29,66,.439,4,18,.222,25,48,.521,.470,6,8,.750,9,11,20,16,7,2,7,16
55,Akron,29,2012-02-26,@,Ohio,REG (Conf),L,61,85,,16,49,.327,6,16,.375,10,33,.303,.388,23,26,.885,10,20,26,22,10,6,14,22,30,53,.566,9,21,.429,21,32,.656,.651,16,19,.842,6,20,26,22,10,6,14,22
56,Akron,30,2012-02-29,,Buffalo,REG (Conf),L,70,74,,24,54,.444,6,19,.316,18,35,.514,.500,16,22,.727,10,20,30,18,5,3,14,18,29,56,.518,5,17,.294,24,39,.615,.563,11,16,.688,10,20,30,18,5,3,14,18
57,Akron,31,2012-03-02,@,Kent State,REG (Conf),W,61,55,,21,52,.404,3,17,.176,18,35,.514,.433,16,22,.727,7,23,34,14,8,5,18,17,21,56,.375,4,15,.267,17,41,.415,.411,9,16,.563,11,23,34,14,8,5,18,17
59,Akron,32,2012-03-09,N,Kent State,CTOURN,W,78,74,,26,56,.464,8,20,.400,18,36,.500,.536,18,28,.643,14,19,26,15,7,2,11,20,25,49,.510,5,12,.417,20,37,.541,.561,19,24,.792,7,19,26,15,7,2,11,20
60,Akron,33,2012-03-10,N,Ohio,CTOURN,L,63,64,,20,44,.455,9,12,.750,11,32,.344,.557,14,18,.778,11,12,23,12,11,6,11,16,23,52,.442,9,21,.429,14,31,.452,.529,9,16,.563,11,12,23,12,11,6,11,16
62,Akron,34,2012-03-13,@,Northwestern,NIT,L,74,76,,30,67,.448,6,19,.316,24,48,.500,.493,8,11,.727,13,20,29,25,6,5,6,12,29,62,.468,10,27,.370,19,35,.543,.548,8,11,.727,9,20,29,25,6,5,6,12
64,Alabama,1,2011-11-11,,North Florida,REG (Non-Conf),W,64,44,,22,54,.407,5,16,.313,17,38,.447,.454,15,17,.882,13,18,35,8,4,1,12,15,13,56,.232,3,21,.143,10,35,.286,.259,15,26,.577,17,18,35,8,4,1,12,15
65,Alabama,2,2011-11-14,,Oakland,REG (Non-Conf),W,74,57,,28,55,.509,3,8,.375,25,47,.532,.536,15,20,.750,10,19,24,5,8,1,12,18,20,50,.400,4,18,.222,16,32,.500,.440,13,24,.542,5,19,24,5,8,1,12,18
66,Alabama,3,2011-11-17,N,Maryland,REG (Non-Conf),W,62,42,,24,56,.429,7,16,.438,17,40,.425,.491,7,14,.500,13,19,28,8,3,5,9,19,13,49,.265,2,12,.167,11,37,.297,.286,14,25,.560,9,19,28,8,3,5,9,19
67,Alabama,4,2011-11-18,N,Wichita State,REG (Non-Conf),W,70,60,,23,53,.434,1,8,.125,22,45,.489,.443,23,28,.821,9,23,40,9,7,5,17,21,22,65,.338,7,20,.350,15,45,.333,.392,9,15,.600,17,23,40,9,7,5,17,21
68,Alabama,5,2011-11-20,N,Purdue,REG (Non-Conf),W,65,56,,23,53,.434,5,19,.263,18,34,.529,.481,14,18,.778,9,22,35,11,5,3,8,17,20,57,.351,5,22,.227,15,35,.429,.395,11,19,.579,13,22,35,11,5,3,8,17
69,Alabama,6,2011-11-23,,Alabama A&M,REG (Non-Conf),W,82,45,,27,69,.391,6,21,.286,21,48,.438,.435,22,32,.688,22,20,27,4,2,4,16,24,11,46,.239,1,12,.083,10,34,.294,.250,22,30,.733,7,20,27,4,2,4,16,24
70,Alabama,7,2011-11-27,,VCU,REG (Non-Conf),W,72,64,,26,50,.520,1,11,.091,25,39,.641,.530,19,26,.731,11,15,27,12,5,2,14,21,22,55,.400,6,21,.286,16,34,.471,.455,14,19,.737,12,15,27,12,5,2,14,21
71,Alabama,8,2011-12-01,,Georgetown,REG (Non-Conf),L,55,57,,19,43,.442,3,16,.188,16,27,.593,.477,14,19,.737,6,19,26,13,5,2,10,16,21,48,.438,7,17,.412,14,31,.452,.510,8,10,.800,7,19,26,13,5,2,10,16
72,Alabama,9,2011-12-07,@,Dayton,REG (Non-Conf),L,62,74,,27,54,.500,4,16,.250,23,38,.605,.537,4,8,.500,8,21,26,18,4,1,14,14,28,46,.609,10,19,.526,18,27,.667,.717,8,11,.727,5,21,26,18,4,1,14,14
73,Alabama,10,2011-12-11,,Detroit Mercy,REG (Non-Conf),W,62,54,,24,50,.480,2,15,.133,22,35,.629,.500,12,17,.706,5,20,38,7,4,4,13,15,17,53,.321,0,12,.000,17,41,.415,.321,20,26,.769,18,20,38,7,4,4,13,15
74,Alabama,11,2011-12-17,N,Kansas State,REG (Non-Conf),L,58,71,,24,54,.444,2,14,.143,22,40,.550,.463,8,12,.667,7,23,32,16,8,4,13,14,23,52,.442,3,12,.250,20,40,.500,.471,22,33,.667,9,23,32,16,8,4,13,14
75,Alabama,12,2011-12-21,N,Oklahoma State,REG (Non-Conf),W,69,52,,26,56,.464,7,15,.467,19,41,.463,.527,10,18,.556,7,25,33,9,2,5,15,15,18,55,.327,3,15,.200,15,40,.375,.355,13,16,.813,8,25,33,9,2,5,15,15
76,Alabama,13,2011-12-29,,Jacksonville,REG (Non-Conf),W,72,55,,25,48,.521,6,15,.400,19,33,.576,.583,16,26,.615,7,16,30,9,8,2,16,18,20,55,.364,4,13,.308,16,42,.381,.400,11,21,.524,14,16,30,9,8,2,16,18
77,Alabama,14,2012-01-03,@,Georgia Tech,REG (Non-Conf),W,73,48,,29,54,.537,3,12,.250,26,42,.619,.565,12,16,.750,9,18,28,12,4,3,22,14,20,49,.408,4,14,.286,16,35,.457,.449,4,12,.333,10,18,28,12,4,3,22,14
78,Alabama,15,2012-01-07,@,Georgia,REG (Conf),W,74,59,,27,49,.551,6,17,.353,21,32,.656,.612,14,15,.933,8,11,17,7,9,2,12,14,21,52,.404,4,17,.235,17,35,.486,.442,13,16,.813,6,11,17,7,9,2,12,14
79,Alabama,16,2012-01-11,,Louisiana State,REG (Conf),W,69,53,,30,59,.508,3,12,.250,27,47,.574,.534,6,12,.500,15,16,27,8,4,2,15,16,19,53,.358,4,10,.400,15,43,.349,.396,11,17,.647,11,16,27,8,4,2,15,16
80,Alabama,17,2012-01-14,@,Mississippi State,REG (Conf),L,52,56,,23,51,.451,1,9,.111,22,42,.524,.461,5,5,1.000,4,22,32,8,4,3,9,9,22,55,.400,3,17,.176,19,38,.500,.427,9,12,.750,10,22,32,8,4,3,9,9
81,Alabama,18,2012-01-19,,Vanderbilt,REG (Conf),L,59,69,,23,70,.329,6,24,.250,17,46,.370,.371,7,10,.700,12,29,40,12,2,6,16,12,20,50,.400,8,18,.444,12,32,.375,.480,21,29,.724,11,29,40,12,2,6,16,12
82,Alabama,19,2012-01-21,@,Kentucky,REG (Conf),L,71,77,,24,50,.480,5,7,.714,19,43,.442,.530,18,25,.720,9,18,30,9,9,9,8,18,22,51,.431,6,14,.429,16,37,.432,.490,27,40,.675,12,18,30,9,9,9,8,18
83,Alabama,20,2012-01-25,@,South Carolina,REG (Conf),L,54,56,,21,49,.429,4,18,.222,17,31,.548,.469,8,12,.667,10,17,32,8,6,4,9,10,22,68,.324,5,31,.161,17,37,.459,.360,7,9,.778,15,17,32,8,6,4,9,10
84,Alabama,23,2012-02-07,@,Auburn,REG (Conf),W,68,50,,24,52,.462,6,14,.429,18,38,.474,.519,14,20,.700,10,20,26,9,8,6,19,11,17,41,.415,4,14,.286,13,27,.481,.463,12,26,.462,6,20,26,9,8,6,19,11
85,Alabama,24,2012-02-11,@,Louisiana State,REG (Conf),L,58,67,,22,54,.407,5,17,.294,17,37,.459,.454,9,13,.692,8,21,28,15,5,2,12,11,24,49,.490,2,11,.182,22,38,.579,.510,17,21,.810,7,21,28,15,5,2,12,11
86,Alabama,25,2012-02-14,,Florida,REG (Conf),L,52,61,,18,45,.400,4,16,.250,14,29,.483,.444,12,24,.500,8,16,25,13,8,3,12,17,21,52,.404,6,21,.286,15,31,.484,.462,13,16,.813,9,16,25,13,8,3,12,17
87,Alabama,26,2012-02-18,,Tennessee,REG (Conf),W,62,50,,17,46,.370,5,18,.278,12,28,.429,.424,23,30,.767,11,18,30,9,4,3,17,22,15,44,.341,4,20,.200,11,24,.458,.386,16,24,.667,12,18,30,9,4,3,17,22
88,Alabama,27,2012-02-23,@,Arkansas,REG (Conf),W,79,68,,27,49,.551,6,11,.545,21,38,.553,.612,19,28,.679,5,19,24,13,7,2,18,24,22,45,.489,8,17,.471,14,28,.500,.578,16,25,.640,5,19,24,13,7,2,18,24
89,Alabama,28,2012-02-25,,Mississippi State,REG (Conf),W,67,50,,25,47,.532,6,11,.545,19,36,.528,.596,11,12,.917,5,16,22,11,6,2,13,13,18,47,.383,6,16,.375,12,31,.387,.447,8,15,.533,6,16,22,11,6,2,13,13
90,Alabama,29,2012-02-29,,Auburn,REG (Conf),W,55,49,,14,45,.311,3,11,.273,11,34,.324,.344,24,32,.750,8,27,30,7,3,7,11,20,20,48,.417,4,21,.190,16,27,.593,.458,5,12,.417,3,27,30,7,3,7,11,20
91,Alabama,30,2012-03-03,@,Ole Miss,REG (Conf),L,51,60,,19,55,.345,5,20,.250,14,35,.400,.391,8,14,.571,12,23,35,8,5,7,7,15,21,49,.429,2,10,.200,19,39,.487,.449,16,34,.471,12,23,35,8,5,7,7,15
93,Alabama,31,2012-03-08,N,South Carolina,CTOURN,W,63,57,,19,41,.463,1,6,.167,18,35,.514,.476,24,29,.828,6,15,22,11,5,3,17,25,22,52,.423,8,24,.333,14,28,.500,.500,5,6,.833,7,15,22,11,5,3,17,25
94,Alabama,32,2012-03-09,N,Florida,CTOURN,L,63,66,,24,45,.533,3,8,.375,21,37,.568,.567,12,16,.750,5,17,25,15,6,4,5,14,20,52,.385,10,30,.333,10,22,.455,.481,16,19,.842,8,17,25,15,6,4,5,14
96,Alabama,33,2012-03-16,N,Creighton,ROUND-64,L,57,58,,22,48,.458,7,17,.412,15,31,.484,.531,6,12,.500,6,23,30,14,4,3,7,11,22,50,.440,9,21,.429,13,29,.448,.530,5,13,.385,7,23,30,14,4,3,7,11
98,Alabama A&M,1,2011-11-11,@,Tulane,REG (Non-Conf),L,63,72,,23,55,.418,8,20,.400,15,35,.429,.491,9,16,.563,9,24,29,12,5,2,13,15,24,50,.480,2,8,.250,22,42,.524,.500,22,34,.647,5,24,29,12,5,2,13,15
99,Alabama A&M,2,2011-11-14,,Talladega,REG (Non-Conf),W,100,79,,37,68,.544,6,15,.400,31,53,.585,.588,20,29,.690,16,16,19,10,19,2,16,22,30,64,.469,4,14,.286,26,50,.520,.500,15,19,.789,3,16,19,10,19,2,16,22
100,Alabama A&M,3,2011-11-19,,Oakwood,REG (Non-Conf),W,75,74,,28,69,.406,4,21,.190,24,48,.500,.435,15,29,.517,11,27,39,11,7,4,21,27,30,71,.423,8,21,.381,22,50,.440,.479,6,16,.375,12,27,39,11,7,4,21,27
101,Alabama A&M,4,2011-11-23,@,Alabama,REG (Non-Conf),L,45,82,,11,46,.239,1,12,.083,10,34,.294,.250,22,30,.733,7,25,47,12,14,6,6,20,27,69,.391,6,21,.286,21,48,.438,.435,22,32,.688,22,25,47,12,14,6,6,20
102,Alabama A&M,5,2011-12-03,@,South Alabama,REG (Non-Conf),L,44,67,,18,58,.310,2,17,.118,16,41,.390,.328,6,11,.545,9,29,44,12,2,9,14,13,22,52,.423,4,12,.333,18,40,.450,.462,19,30,.633,15,29,44,12,2,9,14,13
103,Alabama A&M,6,2011-12-17,@,Michigan,REG (Non-Conf),L,57,87,,20,62,.323,9,23,.391,11,39,.282,.395,8,12,.667,9,29,39,19,7,4,15,15,30,55,.545,10,22,.455,20,33,.606,.636,17,21,.810,10,29,39,19,7,4,15,15
104,Alabama A&M,7,2011-12-19,@,Georgia Tech,REG (Non-Conf),L,54,65,,20,57,.351,5,25,.200,15,32,.469,.395,9,16,.563,5,35,47,7,4,8,21,16,18,44,.409,4,15,.267,14,29,.483,.455,25,34,.735,12,35,47,7,4,8,21,16
105,Alabama A&M,8,2011-12-21,@,Tennessee State,REG (Non-Conf),L,68,78,,24,57,.421,4,17,.235,20,40,.500,.456,16,21,.762,8,26,33,15,6,6,21,20,21,38,.553,7,11,.636,14,27,.519,.645,29,44,.659,7,26,33,15,6,6,21,20
106,Alabama A&M,9,2011-12-31,@,UAB,REG (Non-Conf),L,58,92,,23,69,.333,3,15,.200,20,54,.370,.355,9,9,1.000,8,34,41,17,6,8,17,9,30,48,.625,11,18,.611,19,30,.633,.740,21,27,.778,7,34,41,17,6,8,17,9
107,Alabama A&M,10,2012-01-03,@,Jackson State,REG (Conf),L,52,55,,21,50,.420,1,8,.125,20,42,.476,.430,9,15,.600,14,15,25,11,10,4,15,15,21,51,.412,4,15,.267,17,36,.472,.451,9,13,.692,10,15,25,11,10,4,15,15
108,Alabama A&M,11,2012-01-05,@,Grambling State,REG (Conf),L,55,60,,21,53,.396,4,13,.308,17,40,.425,.434,9,18,.500,12,23,35,5,6,3,14,20,17,48,.354,3,13,.231,14,35,.400,.385,23,30,.767,12,23,35,5,6,3,14,20
