Index,Team,G,Date,Site,Opponent,Type,W/L,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB.1,oTRB.1,oAST.1,oSTL.1,oBLK.1,oTOV.1,oPF.1
10,Abilene Christian,11,2019-12-18,@,New Orleans,REG (Conf),W,77,71,,24,50,.480,7,15,.467,17,35,.486,.550,22,30,.733,8,21,25,13,10,4,22,27,22,48,.458,3,9,.333,19,39,.487,.490,24,26,.923,4,21,25,13,10,4,22,27
11,Abilene Christian,12,2019-12-21,,Nicholls State,REG (Conf),W,79,61,,30,55,.545,4,18,.222,26,37,.703,.582,15,19,.789,7,20,31,4,11,2,22,20,18,52,.346,3,18,.167,15,34,.441,.375,22,30,.733,11,20,31,4,11,2,22,20
12,Abilene Christian,13,2019-12-29,@,Wichita State,REG (Non-Conf),L,66,84,,21,54,.389,5,21,.238,16,33,.485,.435,19,23,.826,5,25,38,16,8,5,16,20,29,57,.509,6,17,.353,23,40,.575,.561,20,29,.690,13,25,38,16,8,5,16,20
13,Abilene Christian,14,2020-01-04,@,Lamar,REG (Conf),W,74,62,,28,64,.438,7,22,.318,21,42,.500,.492,11,16,.688,12,23,31,13,7,8,21,14,22,49,.449,4,14,.286,18,35,.514,.490,14,18,.778,8,23,31,13,7,8,21,14
14,Abilene Christian,15,2020-01-08,,McNeese State,REG (Conf),L,84,88,,29,63,.460,6,21,.286,23,42,.548,.508,20,23,.870,6,24,29,8,9,8,21,27,29,46,.630,4,12,.333,25,34,.735,.674,26,29,.897,5,24,29,8,9,8,21,27
15,Abilene Christian,16,2020-01-11,,Texas A&M–Corpus Christi,REG (Conf),W,68,56,,18,52,.346,7,22,.318,11,30,.367,.413,25,35,.714,11,29,40,10,7,2,24,26,18,44,.409,5,14,.357,13,30,.433,.466,15,24,.625,11,29,40,10,7,2,24,26
16,Abilene Christian,17,2020-01-18,,Southeastern Louisiana,REG (Conf),W,76,55,,27,51,.529,4,17,.235,23,34,.676,.569,18,27,.667,9,21,29,6,7,2,24,28,18,49,.367,4,20,.200,14,29,.483,.408,15,19,.789,8,21,29,6,7,2,24,28
17,Abilene Christian,18,2020-01-22,@,Sam Houston State,REG (Conf),L,76,82,OT,23,56,.411,7,24,.292,16,32,.500,.473,23,29,.793,12,19,25,14,8,3,13,21,25,56,.446,6,18,.333,19,38,.500,.500,26,33,.788,6,19,25,14,8,3,13,21
18,Abilene Christian,19,2020-01-25,@,Central Arkansas,REG (Conf),W,70,69,OT,22,61,.361,11,28,.393,11,33,.333,.451,15,23,.652,8,34,46,11,7,11,22,21,23,55,.418,7,23,.304,16,32,.500,.482,16,24,.667,12,34,46,11,7,11,22,21
19,Abilene Christian,20,2020-01-29,@,Stephen F. Austin,REG (Conf),L,61,71,,20,43,.465,4,11,.364,16,32,.500,.512,17,23,.739,8,16,25,18,14,3,19,20,26,52,.500,7,13,.538,19,39,.487,.567,12,19,.632,9,16,25,18,14,3,19,20
20,Abilene Christian,23,2020-02-08,,Lamar,REG (Conf),W,84,49,,31,60,.517,15,32,.469,16,28,.571,.642,7,13,.538,9,20,29,5,7,5,15,17,15,57,.263,4,17,.235,11,40,.275,.298,15,26,.577,9,20,29,5,7,5,15,17
21,Abilene Christian,24,2020-02-12,,Houston Baptist,REG (Conf),W,81,67,,29,58,.500,8,20,.400,21,38,.553,.569,15,25,.600,6,22,32,7,7,2,24,24,19,52,.365,5,17,.294,14,35,.400,.413,24,29,.828,10,22,32,7,7,2,24,24
22,Abilene Christian,25,2020-02-15,@,Texas A&M–Corpus Christi,REG (Conf),W,78,64,,26,46,.565,1,13,.077,25,33,.758,.576,25,32,.781,6,18,24,11,3,1,18,21,24,49,.490,6,16,.375,18,33,.545,.551,10,19,.526,6,18,24,11,3,1,18,21
23,Abilene Christian,26,2020-02-19,@,Houston Baptist,REG (Conf),W,82,68,,29,61,.475,9,22,.409,20,39,.513,.549,15,17,.882,6,23,30,7,7,5,21,19,18,39,.462,2,10,.200,16,29,.552,.487,30,38,.789,7,23,30,7,7,5,21,19
24,Abilene Christian,27,2020-02-22,@,Southeastern Louisiana,REG (Conf),W,75,69,,23,51,.451,3,14,.214,20,37,.541,.480,26,29,.897,11,17,24,14,7,2,16,23,25,54,.463,4,14,.286,21,40,.525,.500,15,18,.833,7,17,24,14,7,2,16,23
25,Abilene Christian,28,2020-02-26,,Sam Houston State,REG (Conf),W,85,69,,26,51,.510,9,23,.391,17,28,.607,.598,24,30,.800,4,20,30,8,10,3,15,20,21,51,.412,5,19,.263,16,32,.500,.461,22,30,.733,10,20,30,8,10,3,15,20
26,Abilene Christian,29,2020-02-29,,Central Arkansas,REG (Conf),W,75,70,,29,67,.433,6,18,.333,23,49,.469,.478,11,19,.579,14,28,32,15,3,8,26,18,24,44,.545,7,17,.412,17,27,.630,.625,15,19,.789,4,28,32,15,3,8,26,18
27,Abilene Christian,30,2020-03-03,,Stephen F. Austin,REG (Conf),L,72,77,,24,55,.436,3,18,.167,21,37,.568,.464,21,28,.750,12,22,34,10,8,3,11,22,24,52,.462,4,14,.286,20,38,.526,.500,25,44,.568,12,22,34,10,8,3,11,22
28,Abilene Christian,31,2020-03-07,@,Incarnate Word,REG (Conf),W,71,68,OT,26,58,.448,7,24,.292,19,34,.559,.509,12,19,.632,5,26,31,11,5,3,14,19,25,56,.446,7,21,.333,18,35,.514,.509,11,13,.846,5,26,31,11,5,3,14,19
30,Air Force,1,2019-11-07,,Idaho State,REG (Non-Conf),L,79,89,,27,52,.519,1,11,.091,26,41,.634,.529,24,27,.889,7,19,27,13,7,2,11,23,28,56,.500,12,29,.414,16,27,.593,.607,21,25,.840,8,19,27,13,7,2,11,23
31,Air Force,2,2019-11-09,,Texas State,REG (Non-Conf),W,78,71,,22,48,.458,12,26,.462,10,22,.455,.583,22,31,.710,7,21,29,9,5,4,6,24,29,64,.453,3,18,.167,26,46,.565,.477,10,20,.500,8,21,29,9,5,4,6,24
32,Air Force,3,2019-11-12,@,Army,REG (Non-Conf),W,69,57,,23,56,.411,9,25,.360,14,31,.452,.491,14,18,.778,4,28,31,15,7,1,14,18,24,58,.414,5,27,.185,19,31,.613,.457,4,10,.400,3,28,31,15,7,1,14,18
33,Air Force,4,2019-11-18,@,TCU,REG (Non-Conf),L,54,65,,20,47,.426,6,20,.300,14,27,.519,.489,8,11,.727,5,23,34,15,10,3,9,13,25,59,.424,7,25,.280,18,34,.529,.483,8,11,.727,11,23,34,15,10,3,9,13
34,Air Force,5,2019-11-21,N,Loyola Marymount,REG (Non-Conf),L,64,78,,19,46,.413,6,22,.273,13,24,.542,.478,20,27,.741,6,20,25,17,2,1,8,22,30,48,.625,9,18,.500,21,30,.700,.719,9,15,.600,5,20,25,17,2,1,8,22
35,Air Force,6,2019-11-22,N,Duquesne,REG (Non-Conf),L,63,69,,22,54,.407,5,17,.294,17,37,.459,.454,14,21,.667,3,29,34,15,3,7,8,19,28,54,.519,7,23,.304,21,31,.677,.583,6,12,.500,5,29,34,15,3,7,8,19
36,Air Force,7,2019-11-24,N,Indiana State,REG (Non-Conf),L,74,84,,25,56,.446,6,23,.261,19,33,.576,.500,18,26,.692,7,25,27,16,4,3,15,26,26,46,.565,15,26,.577,11,20,.550,.728,17,22,.773,2,25,27,16,4,3,15,26
37,Air Force,8,2019-12-01,,Jackson State,REG (Non-Conf),W,76,52,,26,44,.591,9,19,.474,17,25,.680,.693,15,18,.833,3,15,20,12,9,0,13,19,20,58,.345,9,32,.281,11,26,.423,.422,3,6,.500,5,15,20,12,9,0,13,19
38,Air Force,9,2019-12-04,@,Wyoming,REG (Conf),W,86,77,,32,60,.533,17,30,.567,15,30,.500,.675,5,11,.455,7,22,26,16,6,3,11,16,29,56,.518,14,31,.452,15,25,.600,.643,5,7,.714,4,22,26,16,6,3,11,16
39,Air Force,10,2019-12-07,,Nevada,REG (Conf),L,85,100,,25,55,.455,9,25,.360,16,30,.533,.536,26,34,.765,4,29,34,15,6,3,12,26,30,53,.566,13,23,.565,17,30,.567,.689,27,32,.844,5,29,34,15,6,3,12,26
40,Air Force,11,2019-12-14,@,Denver,REG (Non-Conf),W,79,75,,25,54,.463,13,27,.481,12,27,.444,.583,16,21,.762,7,24,28,17,3,1,11,21,29,59,.492,11,22,.500,18,37,.486,.585,6,8,.750,4,24,28,17,3,1,11,21
41,Air Force,12,2019-12-17,,Johnson & Wales (CO),REG (Non-Conf),W,99,42,,32,51,.627,9,14,.643,23,37,.622,.716,26,30,.867,6,11,17,10,5,1,14,22,15,58,.259,10,36,.278,5,22,.227,.345,2,8,.250,6,11,17,10,5,1,14,22
42,Air Force,13,2019-12-21,,Drake,REG (Non-Conf),L,80,85,,27,49,.551,13,23,.565,14,26,.538,.684,13,15,.867,5,15,26,20,7,4,11,19,31,59,.525,13,28,.464,18,31,.581,.636,10,14,.714,11,15,26,20,7,4,11,19
43,Air Force,14,2019-12-31,,UC Riverside,REG (Non-Conf),W,105,56,,34,56,.607,15,23,.652,19,33,.576,.741,22,25,.880,5,14,23,11,2,2,14,19,17,53,.321,12,33,.364,5,20,.250,.434,10,18,.556,9,14,23,11,2,2,14,19
44,Air Force,15,2020-01-04,@,UNLV,REG (Conf),L,59,71,,18,52,.346,10,27,.370,8,25,.320,.442,13,19,.684,5,25,32,11,10,2,9,20,24,52,.462,6,27,.222,18,25,.720,.519,17,27,.630,7,25,32,11,10,2,9,20
45,Air Force,16,2020-01-07,,Utah State,REG (Conf),W,79,60,,29,61,.475,8,25,.320,21,36,.583,.541,13,17,.765,12,21,28,13,5,1,9,19,23,63,.365,10,28,.357,13,35,.371,.444,4,8,.500,7,21,28,13,5,1,9,19
46,Air Force,17,2020-01-11,@,New Mexico,REG (Conf),L,78,84,,30,71,.423,8,28,.286,22,43,.512,.479,10,14,.714,10,28,31,14,9,10,20,16,30,52,.577,6,17,.353,24,35,.686,.635,18,25,.720,3,28,31,14,9,10,20,16
47,Air Force,18,2020-01-15,,Boise State,REG (Conf),W,85,78,,27,54,.500,5,16,.313,22,38,.579,.546,26,30,.867,3,23,27,13,2,2,11,21,29,60,.483,10,30,.333,19,30,.633,.567,10,13,.769,4,23,27,13,2,2,11,21
48,Air Force,19,2020-01-18,,Colorado State,REG (Conf),L,65,78,,22,53,.415,6,24,.250,16,29,.552,.472,15,18,.833,4,25,30,12,8,2,6,20,26,54,.481,11,30,.367,15,24,.625,.583,15,26,.577,5,25,30,12,8,2,6,20
49,Air Force,20,2020-01-21,@,Utah State,REG (Conf),L,47,72,,15,51,.294,3,19,.158,12,32,.375,.324,14,26,.538,9,34,44,15,9,2,10,22,25,61,.410,9,28,.321,16,33,.485,.484,13,16,.813,10,34,44,15,9,2,10,22
50,Air Force,23,2020-02-04,@,Nevada,REG (Conf),L,54,88,,19,58,.328,7,28,.250,12,30,.400,.388,9,18,.500,6,37,47,16,7,5,12,17,31,61,.508,10,25,.400,21,36,.583,.590,16,20,.800,10,37,47,16,7,5,12,17
51,Air Force,24,2020-02-08,,San Diego State,REG (Conf),L,74,89,,26,56,.464,8,20,.400,18,36,.500,.536,14,21,.667,10,25,30,14,3,1,6,20,29,52,.558,14,27,.519,15,25,.600,.692,17,25,.680,5,25,30,14,3,1,6,20
52,Air Force,25,2020-02-11,@,Boise State,REG (Conf),L,57,74,,20,48,.417,6,24,.250,14,24,.583,.479,11,16,.688,3,26,35,8,4,2,8,18,27,64,.422,7,29,.241,20,35,.571,.477,13,15,.867,9,26,35,8,4,2,8,18
53,Air Force,26,2020-02-15,,San Jose State,REG (Conf),W,95,86,,35,63,.556,7,19,.368,28,44,.636,.611,18,29,.621,9,22,27,11,10,2,14,25,28,63,.444,13,35,.371,15,28,.536,.548,17,23,.739,5,22,27,11,10,2,14,25
54,Air Force,27,2020-02-19,@,Fresno State,REG (Conf),L,62,71,,23,64,.359,13,30,.433,10,34,.294,.461,3,5,.600,10,28,41,16,4,5,11,8,26,60,.433,10,30,.333,16,30,.533,.517,9,11,.818,13,28,41,16,4,5,11,8
55,Air Force,28,2020-02-22,,Wyoming,REG (Conf),L,72,78,,26,56,.464,3,14,.214,23,42,.548,.491,17,27,.630,6,26,30,14,5,2,14,21,28,55,.509,9,23,.391,19,32,.594,.591,13,16,.813,4,26,30,14,5,2,14,21
56,Air Force,29,2020-02-26,,New Mexico,REG (Conf),W,60,58,,23,60,.383,10,25,.400,13,35,.371,.467,4,8,.500,9,26,31,12,11,4,11,9,20,56,.357,9,28,.321,11,28,.393,.438,9,13,.692,5,26,31,12,11,4,11,9
57,Air Force,30,2020-02-29,@,Colorado State,REG (Conf),L,74,87,,27,57,.474,9,28,.321,18,29,.621,.553,11,15,.733,10,21,29,25,9,1,8,15,29,52,.558,13,31,.419,16,21,.762,.683,16,23,.696,8,21,29,25,9,1,8,15
59,Air Force,31,2020-03-04,N,Fresno State,CTOURN,W,77,70,,29,54,.537,8,20,.400,21,34,.618,.611,11,15,.733,4,20,24,14,1,5,15,21,23,52,.442,16,36,.444,7,16,.438,.596,8,9,.889,4,20,24,14,1,5,15,21
60,Air Force,32,2020-03-05,N,San Diego State,CTOURN,L,60,73,,21,47,.447,10,24,.417,11,23,.478,.553,8,10,.800,3,21,27,17,8,2,11,16,26,52,.500,11,26,.423,15,26,.577,.606,10,12,.833,6,21,27,17,8,2,11,16
62,Akron,1,2019-11-05,,Malone,REG (Non-Conf),W,81,64,,30,71,.423,11,34,.324,19,37,.514,.500,10,12,.833,11,24,33,5,6,4,14,12,25,63,.397,4,18,.222,21,45,.467,.429,10,13,.769,9,24,33,5,6,4,14,12
63,Akron,2,2019-11-08,@,West Virginia,REG (Non-Conf),L,84,94,,24,62,.387,10,31,.323,14,31,.452,.468,26,31,.839,10,28,37,17,12,5,14,23,29,61,.475,5,13,.385,24,48,.500,.516,31,40,.775,9,28,37,17,12,5,14,23
64,Akron,3,2019-11-15,,North Carolina Central,REG (Non-Conf),W,57,47,,13,51,.255,6,26,.231,7,25,.280,.314,25,31,.806,9,30,36,4,6,1,17,29,17,60,.283,5,18,.278,12,42,.286,.325,8,12,.667,6,30,36,4,6,1,17,29
65,Akron,4,2019-11-18,,USC Upstate,REG (Non-Conf),W,76,45,,23,54,.426,6,19,.316,17,35,.486,.481,24,34,.706,10,20,31,3,2,3,9,26,18,67,.269,5,16,.313,13,51,.255,.306,4,13,.308,11,20,31,3,2,3,9,26
66,Akron,5,2019-11-21,,Youngstown State,REG (Non-Conf),W,82,60,,31,64,.484,13,32,.406,18,32,.563,.586,7,12,.583,7,27,41,7,7,3,12,19,22,68,.324,4,19,.211,18,49,.367,.353,12,21,.571,14,27,41,7,7,3,12,19
67,Akron,6,2019-11-24,@,Louisville,REG (Non-Conf),L,76,82,,27,67,.403,9,30,.300,18,37,.486,.470,13,15,.867,7,32,46,11,6,2,14,20,26,62,.419,9,25,.360,17,37,.459,.492,21,30,.700,14,32,46,11,6,2,14,20
68,Akron,7,2019-11-29,,Merrimack,REG (Non-Conf),W,64,47,,25,50,.500,5,12,.417,20,38,.526,.550,9,11,.818,6,18,27,7,8,2,12,18,20,57,.351,2,20,.100,18,37,.486,.368,5,10,.500,9,18,27,7,8,2,12,18
69,Akron,8,2019-12-04,@,Marshall,REG (Non-Conf),W,85,73,,28,60,.467,11,22,.500,17,38,.447,.558,18,26,.692,15,21,25,12,8,4,15,24,28,61,.459,5,17,.294,23,44,.523,.500,12,16,.750,4,21,25,12,8,4,15,24
70,Akron,9,2019-12-08,,Southern,REG (Non-Conf),W,72,57,,22,53,.415,9,23,.391,13,30,.433,.500,19,24,.792,11,19,27,12,2,2,11,24,24,58,.414,4,13,.308,20,45,.444,.448,5,11,.455,8,19,27,12,2,2,11,24
71,Akron,10,2019-12-15,,Concord,REG (Non-Conf),W,100,50,,34,61,.557,10,27,.370,24,34,.706,.639,22,27,.815,9,17,27,5,15,2,20,22,18,70,.257,1,22,.045,17,48,.354,.264,13,17,.765,10,17,27,5,15,2,20,22
72,Akron,11,2019-12-20,N,Tulane,REG (Non-Conf),W,62,61,,21,56,.375,11,31,.355,10,25,.400,.473,9,19,.474,9,31,39,9,9,3,10,15,26,64,.406,4,16,.250,22,48,.458,.438,5,10,.500,8,31,39,9,9,3,10,15
73,Akron,12,2019-12-21,N,Liberty,REG (Non-Conf),L,67,80,,24,54,.444,13,27,.481,11,27,.407,.565,6,7,.857,4,27,28,14,5,3,8,12,34,51,.667,6,12,.500,28,39,.718,.725,6,8,.750,1,27,28,14,5,3,8,12
74,Akron,13,2019-12-30,,Massachusetts,REG (Non-Conf),W,85,79,,27,60,.450,9,24,.375,18,36,.500,.525,22,29,.759,13,23,36,11,8,4,12,26,28,71,.394,10,30,.333,18,41,.439,.465,13,19,.684,13,23,36,11,8,4,12,26
75,Akron,14,2020-01-04,@,Eastern Michigan,REG (Conf),W,69,45,,24,46,.522,11,20,.550,13,26,.500,.641,10,14,.714,5,18,31,6,9,1,19,18,13,48,.271,2,17,.118,11,31,.355,.292,17,23,.739,13,18,31,6,9,1,19,18
76,Akron,15,2020-01-07,,Western Michigan,REG (Conf),W,84,69,,28,61,.459,11,29,.379,17,32,.531,.549,17,20,.850,8,21,24,9,4,3,20,21,24,46,.522,7,15,.467,17,31,.548,.598,14,19,.737,3,21,24,9,4,3,20,21
77,Akron,16,2020-01-10,,Ball State,REG (Conf),W,75,60,,26,57,.456,7,19,.368,19,38,.500,.518,16,18,.889,9,20,25,9,6,2,14,22,23,57,.404,7,22,.318,16,35,.457,.465,7,13,.538,5,20,25,9,6,2,14,22
78,Akron,17,2020-01-14,@,Northern Illinois,REG (Conf),W,72,49,,27,57,.474,11,28,.393,16,29,.552,.570,7,11,.636,6,25,43,8,4,5,8,18,18,73,.247,5,28,.179,13,45,.289,.281,8,12,.667,18,25,43,8,4,5,8,18
79,Akron,18,2020-01-18,,Toledo,REG (Conf),L,89,99,,32,63,.508,13,26,.500,19,37,.514,.611,12,15,.800,7,22,30,16,6,2,10,15,34,60,.567,15,26,.577,19,34,.559,.692,16,18,.889,8,22,30,16,6,2,10,15
80,Akron,19,2020-01-21,@,Miami (OH),REG (Conf),W,81,60,,30,57,.526,14,24,.583,16,33,.485,.649,7,10,.700,7,17,22,10,4,2,14,15,21,52,.404,7,16,.438,14,36,.389,.471,11,15,.733,5,17,22,10,4,2,14,15
81,Akron,20,2020-01-25,@,Ohio,REG (Conf),W,88,86,,33,58,.569,13,23,.565,20,35,.571,.681,9,10,.900,7,15,26,17,3,1,11,14,35,63,.556,10,22,.455,25,41,.610,.635,6,9,.667,11,15,26,17,3,1,11,14
82,Akron,23,2020-02-08,,Eastern Michigan,REG (Conf),W,59,58,,18,52,.346,6,29,.207,12,23,.522,.404,17,21,.810,6,27,32,7,7,3,13,24,19,38,.500,2,11,.182,17,27,.630,.526,18,38,.474,5,27,32,7,7,3,13,24
83,Akron,24,2020-02-11,,Bowling Green,REG (Conf),W,74,59,,24,52,.462,5,17,.294,19,35,.543,.510,21,27,.778,5,22,30,10,5,3,12,19,24,67,.358,6,25,.240,18,42,.429,.403,5,11,.455,8,22,30,10,5,3,12,19
84,Akron,25,2020-02-14,@,Central Michigan,REG (Conf),W,80,67,,29,55,.527,10,27,.370,19,28,.679,.618,12,15,.800,5,22,34,13,6,3,14,19,23,58,.397,6,24,.250,17,34,.500,.448,15,27,.556,12,22,34,13,6,3,14,19
85,Akron,26,2020-02-18,@,Western Michigan,REG (Conf),W,71,67,,22,58,.379,8,24,.333,14,34,.412,.448,19,27,.704,13,27,35,10,5,1,15,21,30,65,.462,5,22,.227,25,43,.581,.500,2,4,.500,8,27,35,10,5,1,15,21
86,Akron,27,2020-02-22,,Miami (OH),REG (Conf),W,75,65,,23,53,.434,9,28,.321,14,25,.560,.519,20,28,.714,7,25,37,10,2,1,5,20,25,69,.362,7,27,.259,18,42,.429,.413,8,14,.571,12,25,37,10,2,1,5,20
87,Akron,28,2020-02-25,@,Bowling Green,REG (Conf),L,60,78,,21,71,.296,5,35,.143,16,36,.444,.331,13,19,.684,15,33,45,13,6,2,12,21,23,59,.390,10,23,.435,13,36,.361,.475,22,27,.815,12,33,45,13,6,2,12,21
88,Akron,29,2020-02-29,@,Buffalo,REG (Conf),W,86,73,,30,63,.476,8,25,.320,22,38,.579,.540,18,26,.692,10,25,36,15,6,7,10,24,27,73,.370,8,32,.250,19,41,.463,.425,11,17,.647,11,25,36,15,6,7,10,24
89,Akron,30,2020-03-03,,Ohio,REG (Conf),W,74,67,,22,47,.468,10,26,.385,12,21,.571,.574,20,25,.800,2,19,27,13,5,1,14,17,24,53,.453,8,23,.348,16,30,.533,.528,11,16,.688,8,19,27,13,5,1,14,17
90,Akron,31,2020-03-06,,Kent State,REG (Conf),W,79,76,,23,52,.442,8,26,.308,15,26,.577,.519,25,28,.893,4,22,34,11,3,1,6,23,28,73,.384,8,22,.364,20,51,.392,.438,12,18,.667,12,22,34,11,3,1,6,23
92,Alabama,1,2019-11-05,,Pennsylvania,REG (Non-Conf),L,80,81,,27,76,.355,11,38,.289,16,38,.421,.428,15,22,.682,18,29,37,10,8,4,16,19,29,68,.426,8,26,.308,21,42,.500,.485,15,20,.750,8,29,37,10,8,4,16,19
93,Alabama,2,2019-11-11,,Florida Atlantic,REG (Non-Conf),W,78,59,,26,59,.441,9,29,.310,17,30,.567,.517,17,22,.773,12,18,30,11,15,4,11,19,24,69,.348,5,28,.179,19,41,.463,.384,6,17,.353,12,18,30,11,15,4,11,19
94,Alabama,3,2019-11-15,@,Rhode Island,REG (Non-Conf),L,79,93,,31,66,.470,5,22,.227,26,44,.591,.508,12,16,.750,8,24,28,15,13,6,12,18,33,63,.524,6,16,.375,27,47,.574,.571,21,26,.808,4,24,28,15,13,6,12,18
95,Alabama,4,2019-11-19,,Furman,REG (Non-Conf),W,81,73,,27,53,.509,7,21,.333,20,32,.625,.575,20,27,.741,4,20,31,12,12,4,11,20,21,68,.309,11,41,.268,10,27,.370,.390,20,26,.769,11,20,31,12,12,4,11,20
96,Alabama,5,2019-11-27,N,North Carolina,REG (Non-Conf),L,67,76,,26,68,.382,11,31,.355,15,37,.405,.463,4,9,.444,8,32,51,15,8,3,20,19,29,71,.408,5,14,.357,24,57,.421,.444,13,21,.619,19,32,51,15,8,3,20,19
97,Alabama,6,2019-11-28,N,Iowa State,REG (Non-Conf),L,89,104,,31,74,.419,12,26,.462,19,48,.396,.500,15,18,.833,18,23,31,16,5,8,11,16,36,69,.522,15,29,.517,21,40,.525,.630,17,24,.708,8,23,31,16,5,8,11,16
98,Alabama,7,2019-11-29,N,Southern Mississippi,REG (Non-Conf),W,83,68,,28,52,.538,15,33,.455,13,19,.684,.683,12,22,.545,10,19,25,11,10,2,15,19,26,53,.491,3,12,.250,23,41,.561,.519,13,20,.650,6,19,25,11,10,2,15,19
99,Alabama,8,2019-12-06,,Stephen F. Austin,REG (Non-Conf),W,78,68,,21,47,.447,11,32,.344,10,15,.667,.564,25,35,.714,7,22,33,6,12,0,19,27,24,61,.393,4,13,.308,20,48,.417,.426,16,21,.762,11,22,33,6,12,0,19,27
100,Alabama,9,2019-12-14,@,Penn State,REG (Non-Conf),L,71,73,,27,76,.355,9,33,.273,18,43,.419,.414,8,14,.571,13,36,44,14,6,7,16,14,23,63,.365,8,27,.296,15,36,.417,.429,19,26,.731,8,36,44,14,6,7,16,14
101,Alabama,10,2019-12-18,@,Samford,REG (Non-Conf),W,105,87,,33,64,.516,17,34,.500,16,30,.533,.648,22,26,.846,9,23,31,19,6,3,19,20,33,68,.485,9,28,.321,24,40,.600,.551,12,14,.857,8,23,31,19,6,3,19,20
102,Alabama,11,2019-12-21,N,Belmont,REG (Non-Conf),W,92,72,,34,67,.507,14,32,.438,20,35,.571,.612,10,16,.625,7,24,32,9,7,4,12,21,29,72,.403,7,30,.233,22,42,.524,.451,7,9,.778,8,24,32,9,7,4,12,21
103,Alabama,12,2019-12-29,,Richmond,REG (Non-Conf),W,90,78,,31,66,.470,12,30,.400,19,36,.528,.561,16,21,.762,15,23,33,11,9,2,10,18,27,69,.391,6,24,.250,21,45,.467,.435,18,22,.818,10,23,33,11,9,2,10,18
