Index,Team,G,Date,Site,Opponent,Type,W/L,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB.1,oTRB.1,oAST.1,oSTL.1,oBLK.1,oTOV.1,oPF.1
10,Abilene Christian,11,2016-12-19,@,San Francisco,REG (Non-Conf),L,51,86,,22,65,.338,5,17,.294,17,48,.354,.377,2,3,.667,4,36,46,18,9,3,15,13,31,66,.470,15,30,.500,16,36,.444,.583,9,14,.643,10,36,46,18,9,3,15,13
11,Abilene Christian,12,2016-12-29,@,New Orleans,REG (Conf),L,66,75,,21,47,.447,6,17,.353,15,30,.500,.511,18,23,.783,9,22,35,16,5,6,12,18,25,51,.490,1,14,.071,24,37,.649,.500,24,35,.686,13,22,35,16,5,6,12,18
12,Abilene Christian,13,2016-12-31,@,Southeastern Louisiana,REG (Conf),L,53,75,,21,50,.420,5,15,.333,16,35,.457,.470,6,13,.462,6,25,35,20,5,5,14,14,29,52,.558,8,20,.400,21,32,.656,.635,9,14,.643,10,25,35,20,5,5,14,14
13,Abilene Christian,14,2017-01-05,,Central Arkansas,REG (Conf),L,76,81,,29,60,.483,11,26,.423,18,34,.529,.575,7,20,.350,5,32,40,16,6,3,19,19,28,56,.500,8,23,.348,20,33,.606,.571,17,22,.773,8,32,40,16,6,3,19,19
14,Abilene Christian,15,2017-01-07,,Stephen F. Austin,REG (Conf),W,69,60,,20,41,.488,6,12,.500,14,29,.483,.561,23,34,.676,5,20,31,12,5,2,21,25,23,55,.418,8,21,.381,15,34,.441,.491,6,13,.462,11,20,31,12,5,2,21,25
15,Abilene Christian,16,2017-01-12,,Southeastern Louisiana,REG (Conf),L,50,56,,15,41,.366,5,17,.294,10,24,.417,.427,15,25,.600,5,25,40,13,7,2,21,21,19,51,.373,6,22,.273,13,29,.448,.431,12,23,.522,15,25,40,13,7,2,21,21
16,Abilene Christian,17,2017-01-14,,Lamar,REG (Conf),W,67,64,,23,54,.426,6,17,.353,17,37,.459,.481,15,18,.833,10,19,26,8,8,3,14,18,21,50,.420,2,18,.111,19,32,.594,.440,20,29,.690,7,19,26,8,8,3,14,18
17,Abilene Christian,18,2017-01-19,@,Nicholls State,REG (Conf),L,59,62,,23,59,.390,8,20,.400,15,39,.385,.458,5,12,.417,9,25,32,9,5,13,15,13,20,48,.417,6,23,.261,14,25,.560,.479,16,22,.727,7,25,32,9,5,13,15,13
18,Abilene Christian,19,2017-01-26,@,Incarnate Word,REG (Conf),L,79,82,,33,62,.532,6,15,.400,27,47,.574,.581,7,13,.538,5,25,30,12,4,2,14,14,26,50,.520,9,25,.360,17,25,.680,.610,21,25,.840,5,25,30,12,4,2,14,14
19,Abilene Christian,20,2017-01-28,@,Texas A&M–Corpus Christi,REG (Conf),L,60,72,,18,47,.383,6,19,.316,12,28,.429,.447,18,30,.600,8,21,29,20,5,4,13,23,25,50,.500,8,17,.471,17,33,.515,.580,14,19,.737,8,21,29,20,5,4,13,23
20,Abilene Christian,23,2017-02-09,@,Central Arkansas,REG (Conf),L,73,84,,26,65,.400,11,29,.379,15,36,.417,.485,10,17,.588,10,32,38,18,1,4,13,19,27,51,.529,8,16,.500,19,35,.543,.608,22,32,.688,6,32,38,18,1,4,13,19
21,Abilene Christian,24,2017-02-11,,Northwestern State,REG (Conf),W,76,72,,26,60,.433,9,18,.500,17,42,.405,.508,15,26,.577,13,23,28,15,9,4,19,18,26,51,.510,7,13,.538,19,38,.500,.578,13,20,.650,5,23,28,15,9,4,19,18
22,Abilene Christian,25,2017-02-16,@,McNeese State,REG (Conf),W,82,78,,27,53,.509,8,21,.381,19,32,.594,.585,20,26,.769,8,19,26,8,5,1,9,17,27,60,.450,10,23,.435,17,37,.459,.533,14,18,.778,7,19,26,8,5,1,9,17
23,Abilene Christian,26,2017-02-22,,Texas A&M–Corpus Christi,REG (Conf),L,44,56,,17,51,.333,5,19,.263,12,32,.375,.382,5,7,.714,5,24,33,8,12,5,14,12,18,48,.375,4,14,.286,14,34,.412,.417,16,21,.762,9,24,33,8,12,5,14,12
24,Abilene Christian,27,2017-02-25,@,Sam Houston State,REG (Conf),W,84,81,,25,51,.490,11,21,.524,14,30,.467,.598,23,29,.793,5,26,37,19,7,0,12,24,23,53,.434,9,18,.500,14,35,.400,.519,26,36,.722,11,26,37,19,7,0,12,24
25,Abilene Christian,28,2017-03-01,,Incarnate Word,REG (Conf),L,75,89,,32,63,.508,6,18,.333,26,45,.578,.556,5,11,.455,9,23,25,12,7,2,12,16,31,50,.620,9,19,.474,22,31,.710,.710,18,26,.692,2,23,25,12,7,2,12,16
26,Abilene Christian,29,2017-03-04,@,Houston Baptist,REG (Conf),L,72,81,,30,59,.508,8,24,.333,22,35,.629,.576,4,4,1.000,6,19,29,18,4,2,9,8,30,57,.526,12,20,.600,18,37,.486,.632,9,15,.600,10,19,29,18,4,2,9,8
28,Air Force,1,2016-11-11,,McPherson,REG (Non-Conf),W,88,71,,28,50,.560,8,22,.364,20,28,.714,.640,24,34,.706,4,18,29,13,2,0,10,27,27,63,.429,12,34,.353,15,29,.517,.524,5,9,.556,11,18,29,13,2,0,10,27
29,Air Force,2,2016-11-14,,Jacksonville,REG (Non-Conf),W,86,68,,26,53,.491,10,17,.588,16,36,.444,.585,24,30,.800,9,18,21,10,6,2,13,27,23,48,.479,7,22,.318,16,26,.615,.552,15,22,.682,3,18,21,10,6,2,13,27
30,Air Force,3,2016-11-15,,Johnson & Wales (CO),REG (Non-Conf),W,105,62,,38,71,.535,10,28,.357,28,43,.651,.606,19,25,.760,11,25,34,10,2,5,18,21,20,52,.385,5,18,.278,15,34,.441,.433,17,27,.630,9,25,34,10,2,5,18,21
31,Air Force,4,2016-11-20,,Florida A&M,REG (Non-Conf),W,87,62,,25,50,.500,10,21,.476,15,29,.517,.600,27,34,.794,9,16,25,9,9,3,7,29,24,68,.353,5,21,.238,19,47,.404,.390,9,15,.600,9,16,25,9,9,3,7,29
32,Air Force,5,2016-11-22,,Stetson,REG (Non-Conf),W,85,72,,31,70,.443,8,21,.381,23,49,.469,.500,15,26,.577,14,31,35,13,2,4,12,25,26,62,.419,12,29,.414,14,33,.424,.516,8,18,.444,4,31,35,13,2,4,12,25
33,Air Force,6,2016-11-25,N,Akron,REG (Non-Conf),L,75,84,,25,54,.463,5,15,.333,20,39,.513,.509,20,24,.833,9,20,33,12,5,3,11,25,26,58,.448,12,37,.324,14,21,.667,.552,20,29,.690,13,20,33,12,5,3,11,25
34,Air Force,7,2016-11-26,N,East Carolina,REG (Non-Conf),L,63,70,,21,62,.339,11,29,.379,10,33,.303,.427,10,12,.833,7,31,40,9,5,6,16,14,25,57,.439,7,20,.350,18,37,.486,.500,13,19,.684,9,31,40,9,5,6,16,14
35,Air Force,8,2016-11-30,@,New Mexico State,REG (Non-Conf),L,70,78,,25,51,.490,11,21,.524,14,30,.467,.598,9,14,.643,6,20,30,17,4,4,9,19,30,58,.517,9,26,.346,21,32,.656,.595,9,12,.750,10,20,30,17,4,4,9,19
36,Air Force,9,2016-12-03,,Missouri State,REG (Non-Conf),W,83,70,,27,48,.563,11,18,.611,16,30,.533,.677,18,22,.818,3,19,22,12,5,2,5,19,29,64,.453,8,34,.235,21,30,.700,.516,4,5,.800,3,19,22,12,5,2,5,19
37,Air Force,10,2016-12-07,@,Army,REG (Non-Conf),L,71,79,,25,64,.391,9,22,.409,16,42,.381,.461,12,17,.706,6,34,37,14,7,5,20,22,25,50,.500,12,27,.444,13,23,.565,.620,17,22,.773,3,34,37,14,7,5,20,22
38,Air Force,11,2016-12-10,,Denver,REG (Non-Conf),L,65,77,,21,52,.404,7,22,.318,14,30,.467,.471,16,25,.640,7,28,32,16,5,1,11,20,29,51,.569,7,14,.500,22,37,.595,.637,12,18,.667,4,28,32,16,5,1,11,20
39,Air Force,12,2016-12-19,,Colorado,REG (Non-Conf),L,68,75,,22,61,.361,8,26,.308,14,35,.400,.426,16,20,.800,13,24,30,18,3,7,15,22,27,50,.540,10,24,.417,17,26,.654,.640,11,22,.500,6,24,30,18,3,7,15,22
40,Air Force,13,2016-12-22,,UC Davis,REG (Non-Conf),W,77,67,,24,49,.490,10,21,.476,14,28,.500,.592,19,27,.704,7,23,33,10,7,1,11,26,25,64,.391,4,23,.174,21,41,.512,.422,13,16,.813,10,23,33,10,7,1,11,26
41,Air Force,14,2016-12-28,@,Wyoming,REG (Conf),L,72,84,,26,73,.356,7,22,.318,19,51,.373,.404,13,17,.765,12,32,40,21,7,6,16,19,28,64,.438,14,35,.400,14,29,.483,.547,14,18,.778,8,32,40,21,7,6,16,19
42,Air Force,15,2016-12-31,,Utah State,REG (Conf),W,78,73,,30,61,.492,10,21,.476,20,40,.500,.574,8,12,.667,6,24,30,18,4,3,12,17,25,54,.463,13,33,.394,12,21,.571,.583,10,11,.909,6,24,30,18,4,3,12,17
43,Air Force,16,2017-01-07,@,Colorado State,REG (Conf),L,58,85,,20,48,.417,5,19,.263,15,29,.517,.469,13,18,.722,6,20,28,19,11,0,12,20,30,60,.500,14,32,.438,16,28,.571,.617,11,14,.786,8,20,28,19,11,0,12,20
44,Air Force,17,2017-01-11,,Fresno State,REG (Conf),W,81,72,,27,52,.519,5,18,.278,22,34,.647,.567,22,29,.759,11,16,22,17,8,5,8,26,25,54,.463,9,26,.346,16,28,.571,.546,13,19,.684,6,16,22,17,8,5,8,26
45,Air Force,18,2017-01-14,,San Jose State,REG (Conf),L,85,89,,28,49,.571,6,17,.353,22,32,.688,.633,23,30,.767,5,18,22,23,6,6,10,25,34,56,.607,10,21,.476,24,35,.686,.696,11,13,.846,4,18,22,23,6,6,10,25
46,Air Force,19,2017-01-18,@,Nevada,REG (Conf),L,76,83,,25,58,.431,9,28,.321,16,30,.533,.509,17,19,.895,11,22,26,22,6,4,13,15,30,55,.545,10,27,.370,20,28,.714,.636,13,22,.591,4,22,26,22,6,4,13,15
47,Air Force,20,2017-01-21,@,UNLV,REG (Conf),L,85,87,2OT,30,80,.375,10,28,.357,20,52,.385,.438,15,27,.556,16,35,53,21,6,3,9,22,26,77,.338,13,39,.333,13,38,.342,.422,22,33,.667,18,35,53,21,6,3,9,22
48,Air Force,23,2017-02-04,,Wyoming,REG (Conf),L,74,83,,24,67,.358,8,21,.381,16,46,.348,.418,18,26,.692,12,29,36,21,5,9,16,25,29,58,.500,13,27,.481,16,31,.516,.612,12,16,.750,7,29,36,21,5,9,16,25
49,Air Force,24,2017-02-08,,New Mexico,REG (Conf),L,67,74,,24,56,.429,6,23,.261,18,33,.545,.482,13,20,.650,11,22,33,9,6,5,5,17,23,55,.418,8,22,.364,15,33,.455,.491,20,28,.714,11,22,33,9,6,5,5,17
50,Air Force,25,2017-02-11,@,Boise State,REG (Conf),L,66,76,,26,54,.481,5,11,.455,21,43,.488,.528,9,17,.529,2,24,33,15,7,4,7,18,23,55,.418,10,24,.417,13,31,.419,.509,20,30,.667,9,24,33,15,7,4,7,18
51,Air Force,26,2017-02-15,,Nevada,REG (Conf),L,59,78,,22,56,.393,8,30,.267,14,26,.538,.464,7,11,.636,5,30,39,19,5,1,13,15,26,50,.520,13,24,.542,13,26,.500,.650,13,16,.813,9,30,39,19,5,1,13,15
52,Air Force,27,2017-02-18,@,San Jose State,REG (Conf),L,78,83,OT,31,59,.525,5,15,.333,26,44,.591,.568,11,14,.786,3,22,30,22,10,4,17,13,28,61,.459,7,29,.241,21,32,.656,.516,20,23,.870,8,22,30,22,10,4,17,13
53,Air Force,28,2017-02-22,,UNLV,REG (Conf),W,81,58,,27,57,.474,14,26,.538,13,31,.419,.596,13,17,.765,7,24,27,11,5,1,15,19,19,50,.380,7,21,.333,12,29,.414,.450,13,14,.929,3,24,27,11,5,1,15,19
54,Air Force,29,2017-02-25,@,Utah State,REG (Conf),L,58,89,,22,54,.407,6,21,.286,16,33,.485,.463,8,17,.471,8,28,32,27,4,2,10,18,34,57,.596,13,25,.520,21,32,.656,.711,8,10,.800,4,28,32,27,4,2,10,18
55,Air Force,30,2017-03-01,@,San Diego State,REG (Conf),L,38,51,,11,44,.250,3,21,.143,8,23,.348,.284,13,16,.813,2,30,44,9,7,3,9,18,17,59,.288,4,27,.148,13,32,.406,.322,13,19,.684,14,30,44,9,7,3,9,18
56,Air Force,31,2017-03-04,,Boise State,REG (Conf),L,70,98,,22,55,.400,9,29,.310,13,26,.500,.482,17,29,.586,5,28,31,23,9,2,17,26,34,53,.642,20,34,.588,14,19,.737,.830,10,14,.714,3,28,31,23,9,2,17,26
58,Air Force,32,2017-03-08,N,Wyoming,CTOURN,W,83,68,,23,56,.411,8,21,.381,15,35,.429,.482,29,34,.853,9,25,31,14,7,4,20,26,22,54,.407,10,30,.333,12,24,.500,.500,14,20,.700,6,25,31,14,7,4,20,26
59,Air Force,33,2017-03-09,N,Colorado State,CTOURN,L,55,81,,20,52,.385,4,21,.190,16,31,.516,.423,11,13,.846,5,28,38,15,7,1,5,13,30,62,.484,8,27,.296,22,35,.629,.548,13,15,.867,10,28,38,15,7,1,5,13
61,Akron,1,2016-11-12,@,Youngstown State,REG (Non-Conf),L,82,90,,29,65,.446,10,31,.323,19,34,.559,.523,14,22,.636,9,25,30,17,8,3,9,18,33,65,.508,11,27,.407,22,38,.579,.592,13,18,.722,5,25,30,17,8,3,9,18
62,Akron,2,2016-11-17,,American,REG (Non-Conf),W,72,62,,20,55,.364,5,21,.238,15,34,.441,.409,27,34,.794,13,23,28,7,8,0,10,24,23,55,.418,7,20,.350,16,35,.457,.482,9,17,.529,5,23,28,7,8,0,10,24
63,Akron,3,2016-11-20,,Radford,REG (Non-Conf),W,88,41,,30,53,.566,13,26,.500,17,27,.630,.689,15,21,.714,7,15,24,5,5,1,22,18,15,48,.313,2,10,.200,13,38,.342,.333,9,19,.474,9,15,24,5,5,1,22,18
64,Akron,4,2016-11-22,,Georgia Southern,REG (Non-Conf),W,75,67,,26,56,.464,11,36,.306,15,20,.750,.563,12,16,.750,6,20,23,8,9,2,14,23,25,53,.472,4,15,.267,21,38,.553,.509,13,19,.684,3,20,23,8,9,2,14,23
65,Akron,5,2016-11-25,N,Air Force,REG (Non-Conf),W,84,75,,26,58,.448,12,37,.324,14,21,.667,.552,20,29,.690,13,21,30,8,6,2,12,21,25,54,.463,5,15,.333,20,39,.513,.509,20,24,.833,9,21,30,8,6,2,12,21
66,Akron,6,2016-11-26,N,Mercer,REG (Non-Conf),W,65,63,,20,43,.465,10,20,.500,10,23,.435,.581,15,19,.789,5,16,29,11,1,0,11,16,22,52,.423,7,19,.368,15,33,.455,.490,12,18,.667,13,16,29,11,1,0,11,16
67,Akron,7,2016-11-30,,Adrian,REG (Non-Conf),W,95,41,,37,60,.617,14,27,.519,23,33,.697,.733,7,8,.875,12,7,16,4,4,1,15,15,14,56,.250,3,14,.214,11,42,.262,.277,10,14,.714,9,7,16,4,4,1,15,15
68,Akron,8,2016-12-03,@,Creighton,REG (Non-Conf),L,70,82,,27,57,.474,12,31,.387,15,26,.577,.579,4,8,.500,8,25,31,23,9,2,11,11,32,58,.552,8,24,.333,24,34,.706,.621,10,16,.625,6,25,31,23,9,2,11,11
69,Akron,9,2016-12-07,,Coppin State,REG (Non-Conf),W,87,63,,29,51,.569,12,26,.462,17,25,.680,.686,17,25,.680,10,11,18,10,6,2,13,22,25,64,.391,8,17,.471,17,47,.362,.453,5,10,.500,7,11,18,10,6,2,13,22
70,Akron,10,2016-12-10,@,Gonzaga,REG (Non-Conf),L,43,61,,16,60,.267,5,25,.200,11,35,.314,.308,6,14,.429,14,24,31,11,8,4,11,13,20,50,.400,4,15,.267,16,35,.457,.440,17,20,.850,7,24,31,11,8,4,11,13
71,Akron,11,2016-12-17,,Marshall,REG (Non-Conf),W,99,88,,34,58,.586,15,28,.536,19,30,.633,.716,16,20,.800,7,15,21,24,7,0,10,19,30,63,.476,12,27,.444,18,36,.500,.571,16,23,.696,6,15,21,24,7,0,10,19
72,Akron,12,2016-12-21,N,UC Irvine,REG (Non-Conf),W,88,80,,27,54,.500,15,31,.484,12,23,.522,.639,19,26,.731,6,23,35,12,3,3,13,22,27,57,.474,7,16,.438,20,41,.488,.535,19,23,.826,12,23,35,12,3,3,13,22
73,Akron,13,2016-12-22,N,Maryland Eastern Shore,REG (Non-Conf),W,76,60,,30,57,.526,10,27,.370,20,30,.667,.614,6,11,.545,12,16,24,11,4,2,7,17,23,59,.390,6,21,.286,17,38,.447,.441,8,11,.727,8,16,24,11,4,2,7,17
74,Akron,14,2017-01-03,,Bowling Green,REG (Conf),W,89,84,,30,53,.566,10,22,.455,20,31,.645,.660,19,26,.731,9,13,21,12,9,2,9,21,33,61,.541,4,16,.250,29,45,.644,.574,14,17,.824,8,13,21,12,9,2,9,21
75,Akron,15,2017-01-06,,Western Michigan,REG (Conf),W,66,59,,25,56,.446,7,29,.241,18,27,.667,.509,9,15,.600,8,22,30,11,4,1,9,18,24,57,.421,6,16,.375,18,41,.439,.474,5,13,.385,8,22,30,11,4,1,9,18
76,Akron,16,2017-01-10,@,Central Michigan,REG (Conf),W,89,85,,31,68,.456,15,35,.429,16,33,.485,.566,12,20,.600,14,23,29,11,6,2,12,16,30,60,.500,12,27,.444,18,33,.545,.600,13,17,.765,6,23,29,11,6,2,12,16
77,Akron,17,2017-01-14,@,Miami (OH),REG (Conf),W,74,70,,22,47,.468,10,24,.417,12,23,.522,.574,20,30,.667,6,24,37,10,8,5,15,23,23,53,.434,7,16,.438,16,37,.432,.500,17,26,.654,13,24,37,10,8,5,15,23
78,Akron,18,2017-01-17,,Ohio,REG (Conf),W,83,68,,31,56,.554,9,19,.474,22,37,.595,.634,12,14,.857,7,18,26,11,5,0,8,16,28,63,.444,5,16,.313,23,47,.489,.484,7,13,.538,8,18,26,11,5,0,8,16
79,Akron,19,2017-01-20,,Eastern Michigan,REG (Conf),W,70,63,,23,54,.426,7,26,.269,16,28,.571,.491,17,38,.447,6,31,38,12,5,1,11,25,24,63,.381,4,16,.250,20,47,.426,.413,11,16,.688,7,31,38,12,5,1,11,25
80,Akron,20,2017-01-24,@,Western Michigan,REG (Conf),W,90,80,,29,53,.547,12,23,.522,17,30,.567,.660,20,27,.741,3,22,34,12,3,2,5,23,29,69,.420,7,16,.438,22,53,.415,.471,15,23,.652,12,22,34,12,3,2,5,23
81,Akron,23,2017-02-04,@,Ohio,REG (Conf),L,70,85,,25,66,.379,9,37,.243,16,29,.552,.447,11,16,.688,10,27,30,10,3,1,10,19,23,48,.479,9,22,.409,14,26,.538,.573,30,38,.789,3,27,30,10,3,1,10,19
82,Akron,24,2017-02-07,,Ball State,REG (Conf),W,65,63,,26,61,.426,5,23,.217,21,38,.553,.467,8,12,.667,9,21,26,12,7,3,13,14,22,51,.431,9,25,.360,13,26,.500,.520,10,13,.769,5,21,26,12,7,3,13,14
83,Akron,25,2017-02-10,@,Eastern Michigan,REG (Conf),W,87,76,,27,51,.529,18,34,.529,9,17,.529,.706,15,19,.789,5,22,37,9,4,1,8,15,29,64,.453,5,12,.417,24,52,.462,.492,13,19,.684,15,22,37,9,4,1,8,15
84,Akron,26,2017-02-14,,Toledo,REG (Conf),W,71,65,,26,63,.413,11,31,.355,15,32,.469,.500,8,15,.533,10,28,34,12,3,1,11,16,23,53,.434,9,24,.375,14,29,.483,.519,10,17,.588,6,28,34,12,3,1,11,16
85,Akron,27,2017-02-17,,Kent State,REG (Conf),L,67,70,,22,53,.415,5,22,.227,17,31,.548,.462,18,23,.783,8,24,31,11,6,3,5,21,25,58,.431,7,19,.368,18,39,.462,.491,13,21,.619,7,24,31,11,6,3,5,21
86,Akron,28,2017-02-21,@,Bowling Green,REG (Conf),L,65,66,,23,64,.359,9,30,.300,14,34,.412,.430,10,10,1.000,10,28,35,10,8,5,8,15,25,61,.410,6,19,.316,19,42,.452,.459,10,14,.714,7,28,35,10,8,5,8,15
87,Akron,29,2017-02-24,@,Buffalo,REG (Conf),W,89,83,,28,50,.560,13,22,.591,15,28,.536,.690,20,29,.690,3,23,41,8,8,1,15,24,23,56,.411,7,23,.304,16,33,.485,.473,30,37,.811,18,23,41,8,8,1,15,24
88,Akron,30,2017-02-28,,Miami (OH),REG (Conf),L,75,79,,28,54,.519,10,31,.323,18,23,.783,.611,9,16,.563,5,18,23,11,8,2,16,15,27,49,.551,8,17,.471,19,32,.594,.633,17,19,.895,5,18,23,11,8,2,16,15
89,Akron,31,2017-03-03,@,Kent State,REG (Conf),W,66,56,,25,61,.410,8,23,.348,17,38,.447,.475,8,12,.667,15,21,35,9,6,2,10,18,20,60,.333,3,22,.136,17,38,.447,.358,13,20,.650,14,21,35,9,6,2,10,18
91,Akron,32,2017-03-09,N,Eastern Michigan,CTOURN,W,79,62,,25,55,.455,9,28,.321,16,27,.593,.536,20,28,.714,9,21,34,9,5,0,12,20,21,57,.368,3,16,.188,18,41,.439,.395,17,20,.850,13,21,34,9,5,0,12,20
92,Akron,33,2017-03-10,N,Ball State,CTOURN,W,74,70,,28,54,.519,8,21,.381,20,33,.606,.593,10,15,.667,5,24,33,14,8,2,17,17,23,56,.411,13,29,.448,10,27,.370,.527,11,15,.733,9,24,33,14,8,2,17,17
93,Akron,34,2017-03-11,N,Kent State,CTOURN,L,65,70,,26,57,.456,6,22,.273,20,35,.571,.509,7,13,.538,8,23,28,11,5,4,6,13,26,49,.531,4,14,.286,22,35,.629,.571,14,18,.778,5,23,28,11,5,4,6,13
95,Akron,35,2017-03-15,N,Houston,NIT,W,78,75,,23,53,.434,9,22,.409,14,31,.452,.519,23,30,.767,5,26,32,14,4,6,10,21,27,59,.458,7,15,.467,20,44,.455,.517,14,17,.824,6,26,32,14,4,6,10,21
96,Akron,36,2017-03-20,@,UT Arlington,NIT,L,69,85,,22,65,.338,10,35,.286,12,30,.400,.415,15,23,.652,13,31,37,21,8,3,16,15,33,62,.532,12,29,.414,21,33,.636,.629,7,12,.583,6,31,37,21,8,3,16,15
98,Alabama,1,2016-11-11,,Coastal Carolina,REG (Non-Conf),W,70,53,,21,48,.438,10,26,.385,11,22,.500,.542,18,26,.692,7,21,31,7,2,2,13,22,17,62,.274,9,23,.391,8,39,.205,.347,10,16,.625,10,21,31,7,2,2,13,22
99,Alabama,2,2016-11-15,,Dayton,REG (Non-Conf),L,72,77,,23,59,.390,6,23,.261,17,36,.472,.441,20,30,.667,12,22,26,11,5,1,11,23,24,44,.545,9,18,.500,15,26,.577,.648,20,33,.606,4,22,26,11,5,1,11,23
100,Alabama,3,2016-11-18,,Ball State,REG (Non-Conf),W,77,59,,26,61,.426,12,23,.522,14,38,.368,.525,13,22,.591,12,26,34,5,7,4,19,14,23,54,.426,4,17,.235,19,37,.514,.463,9,12,.750,8,26,34,5,7,4,19,14
101,Alabama,4,2016-11-21,N,Valparaiso,REG (Non-Conf),L,60,68,,23,55,.418,6,21,.286,17,34,.500,.473,8,13,.615,11,23,28,8,5,1,15,19,23,49,.469,7,18,.389,16,31,.516,.541,15,21,.714,5,23,28,8,5,1,15,19
102,Alabama,5,2016-11-23,N,Saint Louis,REG (Non-Conf),W,62,57,,20,47,.426,7,21,.333,13,26,.500,.500,15,19,.789,3,24,28,11,5,2,19,20,19,44,.432,6,15,.400,13,29,.448,.500,13,18,.722,4,24,28,11,5,2,19,20
103,Alabama,6,2016-11-29,,Charleston Southern,REG (Non-Conf),W,76,46,,26,57,.456,9,25,.360,17,32,.531,.535,15,25,.600,7,23,26,8,5,2,21,24,17,50,.340,5,18,.278,12,32,.375,.390,7,13,.538,3,23,26,8,5,2,21,24
104,Alabama,7,2016-12-02,@,Texas,REG (Non-Conf),L,68,77,,24,53,.453,10,26,.385,14,27,.519,.547,10,18,.556,7,22,30,10,2,2,12,18,25,53,.472,5,14,.357,20,39,.513,.519,22,30,.733,8,22,30,10,2,2,12,18
105,Alabama,8,2016-12-11,@,Oregon,REG (Non-Conf),L,56,65,,24,58,.414,2,19,.105,22,39,.564,.431,6,9,.667,10,17,23,18,9,8,13,13,23,52,.442,8,20,.400,15,32,.469,.519,11,14,.786,6,17,23,18,9,8,13,13
106,Alabama,9,2016-12-15,,USC Upstate,REG (Non-Conf),W,78,61,,31,58,.534,6,20,.300,25,38,.658,.586,10,18,.556,10,19,29,9,3,1,13,17,21,61,.344,10,33,.303,11,28,.393,.426,9,16,.563,10,19,29,9,3,1,13,17
