Index,Team,G,Date,Site,Opponent,Type,W/L,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB.1,oTRB.1,oAST.1,oSTL.1,oBLK.1,oTOV.1,oPF.1
43,Air Force,14,2015-01-07,,San Jose State,REG (Conf),W,78,56,,33,54,.611,8,17,.471,25,37,.676,.685,4,8,.500,4,18,22,11,6,2,14,13,22,49,.449,9,27,.333,13,22,.591,.541,3,8,.375,4,18,22,11,6,2,14,13
44,Air Force,15,2015-01-10,,Colorado State,REG (Conf),L,87,92,,30,63,.476,16,35,.457,14,28,.500,.603,11,19,.579,8,29,39,20,1,3,11,15,30,57,.526,8,26,.308,22,31,.710,.596,24,36,.667,10,29,39,20,1,3,11,15
45,Air Force,16,2015-01-14,@,New Mexico,REG (Conf),L,48,60,,16,46,.348,6,22,.273,10,24,.417,.413,10,16,.625,7,22,29,17,7,4,16,20,19,38,.500,6,20,.300,13,18,.722,.579,16,23,.696,7,22,29,17,7,4,16,20
46,Air Force,17,2015-01-17,@,Utah State,REG (Conf),L,59,71,,22,53,.415,9,22,.409,13,31,.419,.500,6,11,.545,9,22,24,22,4,4,8,13,26,48,.542,13,23,.565,13,25,.520,.677,6,9,.667,2,22,24,22,4,4,8,13
47,Air Force,18,2015-01-20,,San Diego State,REG (Conf),L,45,77,,18,45,.400,3,18,.167,15,27,.556,.433,6,12,.500,4,22,31,20,11,6,11,12,28,48,.583,13,22,.591,15,26,.577,.719,8,14,.571,9,22,31,20,11,6,11,12
48,Air Force,19,2015-01-24,,Boise State,REG (Conf),L,68,77,,28,51,.549,6,18,.333,22,33,.667,.608,6,7,.857,8,15,19,19,8,1,9,13,26,45,.578,14,22,.636,12,23,.522,.733,11,14,.786,4,15,19,19,8,1,9,13
49,Air Force,20,2015-01-28,@,San Jose State,REG (Conf),W,66,52,,19,45,.422,7,16,.438,12,29,.414,.500,21,25,.840,7,16,20,11,5,4,14,23,17,44,.386,6,18,.333,11,26,.423,.455,12,16,.750,4,16,20,11,5,4,14,23
50,Air Force,23,2015-02-07,,Wyoming,REG (Conf),W,73,50,,28,49,.571,10,20,.500,18,29,.621,.673,7,8,.875,6,14,24,8,5,4,11,11,17,49,.347,8,30,.267,9,19,.474,.429,8,16,.500,10,14,24,8,5,4,11,11
51,Air Force,24,2015-02-11,@,Boise State,REG (Conf),L,42,67,,17,41,.415,4,16,.250,13,25,.520,.463,4,14,.286,5,25,31,15,7,3,10,16,23,50,.460,10,27,.370,13,23,.565,.560,11,12,.917,6,25,31,15,7,3,10,16
52,Air Force,25,2015-02-14,,UNLV,REG (Conf),W,76,75,,25,59,.424,12,25,.480,13,34,.382,.525,14,21,.667,11,27,39,22,0,6,15,17,28,55,.509,9,25,.360,19,30,.633,.591,10,12,.833,12,27,39,22,0,6,15,17
53,Air Force,26,2015-02-21,@,Colorado State,REG (Conf),L,53,66,,22,51,.431,7,16,.438,15,35,.429,.500,2,7,.286,3,25,35,14,8,8,15,14,23,53,.434,8,22,.364,15,31,.484,.509,12,16,.750,10,25,35,14,8,8,15,14
54,Air Force,27,2015-02-25,,Nevada,REG (Conf),W,75,70,,23,43,.535,6,12,.500,17,31,.548,.605,23,33,.697,7,17,33,12,12,4,16,31,24,52,.462,8,18,.444,16,34,.471,.538,14,32,.438,16,17,33,12,12,4,16,31
55,Air Force,28,2015-02-28,,Utah State,REG (Conf),L,60,74,,25,62,.403,4,21,.190,21,41,.512,.435,6,14,.429,9,30,35,13,4,7,10,18,24,50,.480,8,26,.308,16,24,.667,.560,18,20,.900,5,30,35,13,4,7,10,18
56,Air Force,29,2015-03-04,@,Fresno State,REG (Conf),L,66,68,,28,61,.459,5,20,.250,23,41,.561,.500,5,10,.500,5,25,33,17,4,2,11,14,24,54,.444,9,26,.346,15,28,.536,.528,11,16,.688,8,25,33,17,4,2,11,14
58,Air Force,30,2015-03-11,N,New Mexico,CTOURN,W,68,61,,24,50,.480,8,21,.381,16,29,.552,.560,12,16,.750,6,18,32,14,5,3,18,22,20,48,.417,8,25,.320,12,23,.522,.500,13,22,.591,14,18,32,14,5,3,18,22
59,Air Force,31,2015-03-12,N,Boise State,CTOURN,L,68,80,,26,47,.553,4,12,.333,22,35,.629,.596,12,17,.706,7,17,23,14,6,1,10,20,25,50,.500,12,28,.429,13,22,.591,.620,18,22,.818,6,17,23,14,6,1,10,20
61,Akron,1,2014-11-14,,UMBC,REG (Non-Conf),W,74,57,,25,53,.472,12,30,.400,13,23,.565,.585,12,21,.571,9,22,30,13,9,0,14,19,20,48,.417,3,12,.250,17,36,.472,.448,14,28,.500,8,22,30,13,9,0,14,19
62,Akron,2,2014-11-20,N,Southern California,REG (Non-Conf),W,66,46,,24,60,.400,8,27,.296,16,33,.485,.467,10,13,.769,12,24,37,6,5,1,16,17,15,53,.283,2,12,.167,13,41,.317,.302,14,22,.636,13,24,37,6,5,1,16,17
63,Akron,3,2014-11-21,N,Miami (FL),REG (Non-Conf),L,51,79,,20,60,.333,7,18,.389,13,42,.310,.392,4,7,.571,10,28,40,19,5,7,11,13,32,54,.593,8,17,.471,24,37,.649,.667,7,12,.583,12,28,40,19,5,7,11,13
64,Akron,4,2014-11-23,N,South Carolina,REG (Non-Conf),W,68,63,,21,50,.420,4,20,.200,17,30,.567,.460,22,27,.815,6,24,42,11,8,2,16,20,25,64,.391,2,10,.200,23,54,.426,.406,11,20,.550,18,24,42,11,8,2,16,20
65,Akron,5,2014-11-25,@,Penn State,REG (Non-Conf),L,72,78,,24,62,.387,8,23,.348,16,39,.410,.452,16,17,.941,8,26,36,13,4,9,12,15,26,57,.456,7,19,.368,19,38,.500,.518,19,26,.731,10,26,36,13,4,9,12,15
66,Akron,6,2014-11-30,,Bryant,REG (Non-Conf),W,72,66,,24,52,.462,9,23,.391,15,29,.517,.548,15,23,.652,9,21,28,12,8,0,8,19,21,60,.350,13,28,.464,8,32,.250,.458,11,15,.733,7,21,28,12,8,0,8,19
67,Akron,7,2014-12-02,,Arkansas–Pine Bluff,REG (Non-Conf),W,81,60,,24,56,.429,9,25,.360,15,31,.484,.509,24,37,.649,14,17,23,14,10,0,16,23,23,57,.404,7,16,.438,16,41,.390,.465,7,9,.778,6,17,23,14,10,0,16,23
68,Akron,8,2014-12-04,,Western Illinois,REG (Non-Conf),W,73,49,,24,55,.436,13,33,.394,11,22,.500,.555,12,18,.667,6,23,26,8,3,0,11,18,17,48,.354,4,15,.267,13,33,.394,.396,11,20,.550,3,23,26,8,3,0,11,18
69,Akron,9,2014-12-13,,Middle Tennessee,REG (Non-Conf),L,61,62,,19,47,.404,8,21,.381,11,26,.423,.489,15,20,.750,5,22,25,13,2,4,14,20,22,40,.550,5,10,.500,17,30,.567,.613,13,21,.619,3,22,25,13,2,4,14,20
70,Akron,10,2014-12-16,@,North Dakota State,REG (Non-Conf),L,46,55,,17,57,.298,5,19,.263,12,38,.316,.342,7,13,.538,15,25,36,6,5,7,8,9,17,51,.333,4,14,.286,13,37,.351,.373,17,20,.850,11,25,36,6,5,7,8,9
71,Akron,11,2014-12-20,,Bluffton,REG (Non-Conf),W,92,53,,37,66,.561,8,21,.381,29,45,.644,.621,10,17,.588,12,14,24,11,5,0,28,18,18,45,.400,5,20,.250,13,25,.520,.456,12,18,.667,10,14,24,11,5,0,28,18
72,Akron,12,2014-12-30,,Marshall,REG (Non-Conf),W,70,63,,23,64,.359,12,32,.375,11,32,.344,.453,12,18,.667,17,24,29,15,11,4,19,21,23,53,.434,10,23,.435,13,30,.433,.528,7,13,.538,5,24,29,15,11,4,19,21
73,Akron,13,2015-01-03,,Coppin State,REG (Non-Conf),W,79,62,,26,63,.413,11,34,.324,15,29,.517,.500,16,22,.727,7,25,35,12,9,0,21,20,21,56,.375,6,23,.261,15,33,.455,.429,14,19,.737,10,25,35,12,9,0,21,20
74,Akron,14,2015-01-06,,Western Michigan,REG (Conf),W,72,52,,27,56,.482,10,28,.357,17,28,.607,.571,8,13,.615,10,16,23,13,5,1,10,15,18,51,.353,9,21,.429,9,30,.300,.441,7,15,.467,7,16,23,13,5,1,10,15
75,Akron,15,2015-01-09,@,Toledo,REG (Conf),L,67,84,,23,57,.404,8,27,.296,15,30,.500,.474,13,15,.867,7,26,34,16,6,1,11,15,27,48,.563,9,11,.818,18,37,.486,.656,21,32,.656,8,26,34,16,6,1,11,15
76,Akron,16,2015-01-14,,Bowling Green,REG (Conf),W,67,50,,24,44,.545,8,25,.320,16,19,.842,.636,11,21,.524,6,15,29,8,11,1,13,18,20,61,.328,4,20,.200,16,41,.390,.361,6,11,.545,14,15,29,8,11,1,13,18
77,Akron,17,2015-01-17,,Central Michigan,REG (Conf),W,82,76,,27,60,.450,14,35,.400,13,25,.520,.567,14,29,.483,12,22,27,9,8,0,12,20,22,53,.415,6,18,.333,16,35,.457,.472,26,33,.788,5,22,27,9,8,0,12,20
78,Akron,18,2015-01-21,@,Northern Illinois,REG (Conf),L,61,64,,22,60,.367,9,28,.321,13,32,.406,.442,8,13,.615,14,24,30,8,11,2,17,14,21,41,.512,3,6,.500,18,35,.514,.549,19,28,.679,6,24,30,8,11,2,17,14
79,Akron,19,2015-01-24,@,Western Michigan,REG (Conf),W,71,69,,24,56,.429,9,21,.429,15,35,.429,.509,14,18,.778,5,26,34,11,5,4,10,19,24,56,.429,7,17,.412,17,39,.436,.491,14,27,.519,8,26,34,11,5,4,10,19
80,Akron,20,2015-01-27,,Ball State,REG (Conf),W,59,47,,23,55,.418,7,26,.269,16,29,.552,.482,6,10,.600,8,24,28,12,9,2,10,13,18,48,.375,6,19,.316,12,29,.414,.438,5,12,.417,4,24,28,12,9,2,10,13
81,Akron,23,2015-02-07,,Buffalo,REG (Conf),W,75,72,,25,54,.463,10,24,.417,15,30,.500,.556,15,26,.577,6,21,30,10,6,2,11,20,28,61,.459,4,17,.235,24,44,.545,.492,12,14,.857,9,21,30,10,6,2,11,20
82,Akron,24,2015-02-10,,Kent State,REG (Conf),W,61,52,,22,55,.400,6,19,.316,16,36,.444,.455,11,14,.786,6,27,37,9,1,2,13,14,17,48,.354,7,21,.333,10,27,.370,.427,11,18,.611,10,27,37,9,1,2,13,14
83,Akron,25,2015-02-14,@,Eastern Michigan,REG (Conf),L,75,78,,25,78,.321,12,32,.375,13,46,.283,.397,13,22,.591,26,29,35,13,14,8,20,20,26,49,.531,6,12,.500,20,37,.541,.592,20,27,.741,6,29,35,13,14,8,20,20
84,Akron,26,2015-02-18,,Toledo,REG (Conf),L,66,68,,24,61,.393,8,29,.276,16,32,.500,.459,10,12,.833,10,21,28,10,5,0,10,13,25,55,.455,3,14,.214,22,41,.537,.482,15,20,.750,7,21,28,10,5,0,10,13
85,Akron,27,2015-02-21,,Miami (OH),REG (Conf),L,52,57,OT,19,59,.322,7,32,.219,12,27,.444,.381,7,12,.583,13,24,30,12,11,1,10,17,21,57,.368,3,12,.250,18,45,.400,.395,12,17,.706,6,24,30,12,11,1,10,17
86,Akron,28,2015-02-24,@,Buffalo,REG (Conf),L,62,67,,25,58,.431,5,19,.263,20,39,.513,.474,7,10,.700,13,19,39,14,9,7,6,15,21,63,.333,3,13,.231,18,50,.360,.357,22,32,.688,20,19,39,14,9,7,6,15
87,Akron,29,2015-02-27,,Ohio,REG (Conf),W,70,58,,23,54,.426,11,28,.393,12,26,.462,.528,13,20,.650,8,20,30,6,5,5,9,17,17,53,.321,6,26,.231,11,27,.407,.377,18,20,.900,10,20,30,6,5,5,9,17
88,Akron,30,2015-03-03,@,Miami (OH),REG (Conf),L,63,70,,23,52,.442,11,27,.407,12,25,.480,.548,6,13,.462,11,19,33,10,7,1,13,16,20,52,.385,2,16,.125,18,36,.500,.404,28,34,.824,14,19,33,10,7,1,13,16
89,Akron,31,2015-03-06,@,Kent State,REG (Conf),L,77,79,,27,58,.466,14,29,.483,13,29,.448,.586,9,14,.643,9,21,30,9,4,5,6,15,23,47,.489,8,14,.571,15,33,.455,.574,25,35,.714,9,21,30,9,4,5,6,15
91,Akron,32,2015-03-09,,Northern Illinois,CTOURN,W,76,52,,26,51,.510,14,30,.467,12,21,.571,.647,10,15,.667,9,14,24,6,8,3,14,13,20,51,.392,3,15,.200,17,36,.472,.422,9,16,.563,10,14,24,6,8,3,14,13
92,Akron,33,2015-03-11,N,Western Michigan,CTOURN,W,58,45,,17,45,.378,12,29,.414,5,16,.313,.511,12,17,.706,5,21,31,1,7,3,7,18,14,54,.259,2,14,.143,12,40,.300,.278,15,23,.652,10,21,31,1,7,3,7,18
93,Akron,34,2015-03-12,N,Kent State,CTOURN,W,53,51,,16,47,.340,5,24,.208,11,23,.478,.394,16,24,.667,6,26,35,5,2,4,5,21,18,52,.346,2,17,.118,16,35,.457,.365,13,17,.765,9,26,35,5,2,4,5,21
94,Akron,35,2015-03-13,N,Buffalo,CTOURN,L,59,68,,19,51,.373,7,30,.233,12,21,.571,.441,14,18,.778,4,30,46,8,8,3,8,14,22,61,.361,2,13,.154,20,48,.417,.377,22,33,.667,16,30,46,8,8,3,8,14
96,Alabama,1,2014-11-14,,Towson,REG (Non-Conf),W,82,54,,29,63,.460,7,23,.304,22,40,.550,.516,17,19,.895,12,18,31,9,2,2,21,20,18,50,.360,7,21,.333,11,29,.379,.430,11,15,.733,13,18,31,9,2,2,21,20
97,Alabama,2,2014-11-17,,Western Carolina,REG (Non-Conf),W,80,74,,23,49,.469,2,17,.118,21,32,.656,.490,32,42,.762,14,18,32,11,8,2,14,28,25,59,.424,9,28,.321,16,31,.516,.500,15,22,.682,14,18,32,11,8,2,14,28
98,Alabama,3,2014-11-20,,Southern Mississippi,REG (Non-Conf),W,81,67,,28,49,.571,9,19,.474,19,30,.633,.663,16,21,.762,6,13,18,13,4,2,8,16,22,53,.415,8,29,.276,14,24,.583,.491,15,23,.652,5,13,18,13,4,2,8,16
99,Alabama,4,2014-11-24,N,Iowa State,REG (Non-Conf),L,74,84,,27,70,.386,10,30,.333,17,40,.425,.457,10,13,.769,6,30,32,18,4,5,15,16,29,50,.580,9,21,.429,20,29,.690,.670,17,21,.810,2,30,32,18,4,5,15,16
100,Alabama,5,2014-11-25,N,Arizona State,REG (Non-Conf),W,76,71,,21,50,.420,8,22,.364,13,28,.464,.500,26,29,.897,4,22,30,13,4,2,9,22,25,58,.431,7,23,.304,18,35,.514,.491,14,24,.583,8,22,30,13,4,2,9,22
101,Alabama,6,2014-12-02,,South Florida,REG (Non-Conf),W,82,71,,27,63,.429,8,25,.320,19,38,.500,.492,20,25,.800,15,23,32,11,9,1,21,24,28,56,.500,6,12,.500,22,44,.500,.554,9,19,.474,9,23,32,11,9,1,21,24
102,Alabama,7,2014-12-06,@,Xavier,REG (Non-Conf),L,84,97,,28,53,.528,10,23,.435,18,30,.600,.623,18,24,.750,5,21,31,22,8,3,12,23,30,53,.566,11,21,.524,19,32,.594,.670,26,36,.722,10,21,31,22,8,3,12,23
103,Alabama,8,2014-12-13,,Tennessee Tech,REG (Non-Conf),W,65,53,,17,39,.436,6,14,.429,11,25,.440,.513,25,35,.714,7,15,30,8,2,2,13,25,18,52,.346,5,15,.333,13,37,.351,.394,12,20,.600,15,15,30,8,2,2,13,25
104,Alabama,9,2014-12-16,@,Wichita State,REG (Non-Conf),L,52,53,,20,43,.465,5,16,.313,15,27,.556,.523,7,12,.583,5,18,29,14,5,0,10,12,20,49,.408,5,18,.278,15,31,.484,.459,8,17,.471,11,18,29,14,5,0,10,12
