Index,Team,G,Date,Site,Opponent,Type,W/L,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB.1,oTRB.1,oAST.1,oSTL.1,oBLK.1,oTOV.1,oPF.1
10,Abilene Christian,11,2013-12-03,,Randall,REG (Non-Conf),W,93,53,,37,69,.536,7,18,.389,30,51,.588,.587,12,24,.500,13,20,27,4,3,3,22,21,17,57,.298,5,22,.227,12,35,.343,.342,14,19,.737,7,20,27,4,3,3,22,21
11,Abilene Christian,12,2013-12-17,,Bacone,REG (Non-Conf),W,90,63,,31,62,.500,11,25,.440,20,37,.541,.589,17,21,.810,8,20,31,12,6,2,15,16,20,57,.351,9,24,.375,11,33,.333,.430,14,19,.737,11,20,31,12,6,2,15,16
12,Abilene Christian,13,2013-12-18,,Open Bible College,REG (Non-Conf),W,87,43,,31,65,.477,5,15,.333,26,50,.520,.515,20,23,.870,18,21,25,6,7,2,19,13,15,49,.306,3,19,.158,12,30,.400,.337,10,13,.769,4,21,25,6,7,2,19,13
13,Abilene Christian,14,2013-12-30,,Open Bible College,REG (Non-Conf),W,99,49,,33,58,.569,10,19,.526,23,39,.590,.655,23,25,.920,12,11,12,6,2,3,17,17,18,47,.383,5,17,.294,13,30,.433,.436,8,15,.533,1,11,12,6,2,3,17,17
14,Abilene Christian,15,2014-01-09,@,New Orleans,REG (Conf),L,81,87,,28,63,.444,7,23,.304,21,40,.525,.500,18,25,.720,7,31,38,13,2,3,13,22,24,51,.471,7,17,.412,17,34,.500,.539,32,45,.711,7,31,38,13,2,3,13,22
15,Abilene Christian,16,2014-01-11,@,Southeastern Louisiana,REG (Conf),L,77,85,2OT,23,69,.333,7,19,.368,16,50,.320,.384,24,35,.686,11,35,39,17,2,5,12,23,27,65,.415,11,23,.478,16,42,.381,.500,20,26,.769,4,35,39,17,2,5,12,23
16,Abilene Christian,17,2014-01-16,,Oral Roberts,REG (Conf),L,59,82,,19,47,.404,5,10,.500,14,37,.378,.457,16,18,.889,6,19,30,10,8,6,11,15,29,54,.537,6,14,.429,23,40,.575,.593,18,24,.750,11,19,30,10,8,6,11,15
17,Abilene Christian,18,2014-01-18,,Central Arkansas,REG (Conf),W,73,72,,25,53,.472,5,14,.357,20,39,.513,.519,18,24,.750,8,21,30,11,11,1,16,21,30,56,.536,4,10,.400,26,46,.565,.571,8,20,.400,9,21,30,11,11,1,16,21
18,Abilene Christian,19,2014-01-23,,Lamar,REG (Conf),L,57,65,,18,43,.419,5,14,.357,13,29,.448,.477,16,23,.696,7,20,24,7,5,4,17,18,23,48,.479,1,2,.500,22,46,.478,.490,18,22,.818,4,20,24,7,5,4,17,18
19,Abilene Christian,20,2014-01-25,,Sam Houston State,REG (Conf),L,51,70,,16,38,.421,4,13,.308,12,25,.480,.474,15,21,.714,5,17,27,14,9,2,11,22,23,47,.489,6,16,.375,17,31,.548,.553,18,26,.692,10,17,27,14,9,2,11,22
20,Abilene Christian,23,2014-02-06,,Houston Baptist,REG (Conf),W,87,81,,27,44,.614,5,9,.556,22,35,.629,.670,28,38,.737,5,15,22,18,6,2,14,28,30,50,.600,5,13,.385,25,37,.676,.650,16,28,.571,7,15,22,18,6,2,14,28
21,Abilene Christian,24,2014-02-08,,Texas A&M–Corpus Christi,REG (Conf),L,69,71,,21,38,.553,10,20,.500,11,18,.611,.684,17,22,.773,1,16,22,15,8,2,16,19,25,43,.581,2,13,.154,23,30,.767,.605,19,24,.792,6,16,22,15,8,2,16,19
22,Abilene Christian,25,2014-02-13,@,Incarnate Word,REG (Conf),L,68,80,,22,47,.468,8,15,.533,14,32,.438,.553,16,21,.762,4,21,23,15,5,5,11,18,26,44,.591,9,16,.563,17,28,.607,.693,19,24,.792,2,21,23,15,5,5,11,18
23,Abilene Christian,26,2014-02-15,,Dallas Christian,REG (Non-Conf),W,108,69,,39,67,.582,14,29,.483,25,38,.658,.687,16,17,.941,13,12,23,5,6,3,17,16,23,58,.397,4,18,.222,19,40,.475,.431,19,24,.792,11,12,23,5,6,3,17,16
24,Abilene Christian,27,2014-02-18,,Arl Baptist,REG (Non-Conf),W,80,66,,26,53,.491,9,19,.474,17,34,.500,.575,19,25,.760,12,17,27,11,8,0,18,28,20,54,.370,9,19,.474,11,35,.314,.454,17,26,.654,10,17,27,11,8,0,18,28
25,Abilene Christian,28,2014-02-22,,SW Adventist,REG (Non-Conf),W,124,57,,49,79,.620,21,34,.618,28,45,.622,.753,5,8,.625,11,18,22,9,5,0,21,7,20,51,.392,7,17,.412,13,34,.382,.461,10,17,.588,4,18,22,9,5,0,21,7
26,Abilene Christian,29,2014-02-27,@,Nicholls State,REG (Conf),L,60,79,,17,39,.436,7,17,.412,10,22,.455,.526,19,25,.760,2,21,26,17,9,4,5,21,26,50,.520,10,22,.455,16,28,.571,.620,17,25,.680,5,21,26,17,9,4,5,21
27,Abilene Christian,30,2014-03-01,@,McNeese State,REG (Conf),L,91,95,OT,30,54,.556,11,22,.500,19,32,.594,.657,20,23,.870,2,20,36,21,6,2,13,20,29,63,.460,9,23,.391,20,40,.500,.532,28,37,.757,16,20,36,21,6,2,13,20
28,Abilene Christian,31,2014-03-08,,Incarnate Word,REG (Conf),L,56,59,,20,52,.385,6,19,.316,14,33,.424,.442,10,11,.909,8,18,28,13,5,9,18,14,24,55,.436,4,12,.333,20,43,.465,.473,7,11,.636,10,18,28,13,5,9,18,14
30,Air Force,1,2013-11-08,N,Army,REG (Non-Conf),W,79,68,,26,49,.531,10,15,.667,16,34,.471,.633,17,26,.654,8,19,32,16,4,5,13,24,23,68,.338,12,44,.273,11,24,.458,.426,10,13,.769,13,19,32,16,4,5,13,24
31,Air Force,2,2013-11-09,@,VMI,REG (Non-Conf),L,63,71,,23,53,.434,5,22,.227,18,31,.581,.481,12,19,.632,6,26,38,11,10,4,11,20,25,61,.410,5,26,.192,20,35,.571,.451,16,26,.615,12,26,38,11,10,4,11,20
32,Air Force,3,2013-11-14,,Jackson State,REG (Non-Conf),L,82,84,,27,57,.474,12,26,.462,15,31,.484,.579,16,26,.615,7,27,34,15,5,8,12,25,24,47,.511,7,11,.636,17,36,.472,.585,29,41,.707,7,27,34,15,5,8,12,25
33,Air Force,4,2013-11-17,,Arkansas–Pine Bluff,REG (Non-Conf),W,67,64,,19,45,.422,9,21,.429,10,24,.417,.522,20,26,.769,8,19,28,13,12,6,14,23,23,53,.434,8,21,.381,15,32,.469,.509,10,13,.769,9,19,28,13,12,6,14,23
34,Air Force,5,2013-11-20,,Colo. Christian,REG (Non-Conf),W,78,51,,28,51,.549,3,14,.214,25,37,.676,.578,19,25,.760,7,18,25,10,10,1,20,20,17,54,.315,6,25,.240,11,29,.379,.370,11,19,.579,7,18,25,10,10,1,20,20
35,Air Force,6,2013-11-27,,Richmond,REG (Non-Conf),L,60,83,,20,43,.465,4,13,.308,16,30,.533,.512,16,26,.615,5,21,31,24,10,6,8,22,29,54,.537,10,18,.556,19,36,.528,.630,15,26,.577,10,21,31,24,10,6,8,22
36,Air Force,7,2013-11-30,,Colorado,REG (Non-Conf),L,57,81,,19,46,.413,6,22,.273,13,24,.542,.478,13,19,.684,4,27,41,20,5,3,11,21,27,58,.466,9,24,.375,18,34,.529,.543,18,24,.750,14,27,41,20,5,3,11,21
37,Air Force,8,2013-12-05,,South Dakota,REG (Non-Conf),W,94,86,,26,48,.542,11,23,.478,15,25,.600,.656,31,39,.795,5,20,23,19,5,4,11,28,27,50,.540,11,26,.423,16,24,.667,.650,21,26,.808,3,20,23,19,5,4,11,28
38,Air Force,9,2013-12-09,,Western Co.,REG (Non-Conf),W,94,53,,33,59,.559,13,31,.419,20,28,.714,.669,15,24,.625,12,19,29,12,3,0,7,19,19,59,.322,5,26,.192,14,33,.424,.364,10,17,.588,10,19,29,12,3,0,7,19
39,Air Force,10,2013-12-14,,UC Riverside,REG (Non-Conf),W,62,52,,18,62,.290,6,27,.222,12,35,.343,.339,20,25,.800,14,31,34,12,10,7,20,20,18,46,.391,3,14,.214,15,32,.469,.424,13,23,.565,3,31,34,12,10,7,20,20
40,Air Force,11,2013-12-21,@,UC Davis,REG (Non-Conf),L,74,80,,29,62,.468,9,23,.391,20,39,.513,.540,7,8,.875,11,18,27,17,7,0,12,14,27,53,.509,5,21,.238,22,32,.688,.557,21,24,.875,9,18,27,17,7,0,12,14
41,Air Force,12,2014-01-01,,Utah State,REG (Conf),W,73,72,,24,47,.511,6,16,.375,18,31,.581,.574,19,24,.792,7,18,25,21,5,3,11,23,27,56,.482,10,27,.370,17,29,.586,.571,8,11,.727,7,18,25,21,5,3,11,23
42,Air Force,13,2014-01-04,@,UNLV,REG (Conf),W,75,68,,27,52,.519,8,18,.444,19,34,.559,.596,13,19,.684,5,20,28,16,7,7,11,18,24,53,.453,6,21,.286,18,32,.563,.509,14,23,.609,8,20,28,16,7,7,11,18
43,Air Force,14,2014-01-08,@,Fresno State,REG (Conf),L,65,71,,21,49,.429,6,16,.375,15,33,.455,.490,17,22,.773,8,21,26,10,7,7,9,18,19,47,.404,9,19,.474,10,28,.357,.500,24,32,.750,5,21,26,10,7,7,9,18
44,Air Force,15,2014-01-12,,San Diego State,REG (Conf),L,72,79,,28,54,.519,7,20,.350,21,34,.618,.583,9,13,.692,5,21,35,11,6,5,7,16,27,61,.443,7,14,.500,20,47,.426,.500,18,30,.600,14,21,35,11,6,5,7,16
45,Air Force,16,2014-01-15,,San Jose State,REG (Conf),W,77,62,,25,44,.568,12,26,.462,13,18,.722,.705,15,19,.789,6,15,20,12,9,1,16,23,22,52,.423,6,19,.316,16,33,.485,.481,12,16,.750,5,15,20,12,9,1,16,23
46,Air Force,17,2014-01-18,@,Colorado State,REG (Conf),L,68,74,,24,55,.436,9,28,.321,15,27,.556,.518,11,14,.786,4,27,34,11,6,3,6,15,23,54,.426,5,19,.263,18,35,.514,.472,23,32,.719,7,27,34,11,6,3,6,15
47,Air Force,18,2014-01-22,,Wyoming,REG (Conf),L,59,66,,21,47,.447,9,23,.391,12,24,.500,.543,8,10,.800,7,17,19,12,8,3,9,15,20,40,.500,3,12,.250,17,28,.607,.538,23,25,.920,2,17,19,12,8,3,9,15
48,Air Force,19,2014-01-29,@,Boise State,REG (Conf),L,58,69,,21,43,.488,3,6,.500,18,37,.486,.523,13,23,.565,4,20,29,9,5,1,8,21,22,49,.449,7,18,.389,15,31,.484,.520,18,22,.818,9,20,29,9,5,1,8,21
49,Air Force,20,2014-02-01,@,Nevada,REG (Conf),L,56,69,OT,18,63,.286,6,35,.171,12,28,.429,.333,14,21,.667,10,36,46,13,6,8,12,15,22,56,.393,7,32,.219,15,24,.625,.455,18,26,.692,10,36,46,13,6,8,12,15
50,Air Force,23,2014-02-12,@,San Jose State,REG (Conf),W,51,48,,19,58,.328,7,22,.318,12,36,.333,.388,6,10,.600,11,24,38,9,7,2,17,12,16,53,.302,5,18,.278,11,35,.314,.349,11,15,.733,14,24,38,9,7,2,17,12
51,Air Force,24,2014-02-15,@,San Diego State,REG (Conf),L,56,64,,21,56,.375,5,20,.250,16,36,.444,.420,9,11,.818,9,22,32,11,1,9,8,14,19,45,.422,5,13,.385,14,32,.438,.478,21,32,.656,10,22,32,11,1,9,8,14
52,Air Force,25,2014-02-22,,Nevada,REG (Conf),L,56,75,,22,60,.367,5,25,.200,17,35,.486,.408,7,15,.467,12,28,36,11,5,5,9,15,27,52,.519,8,20,.400,19,32,.594,.596,13,16,.813,8,28,36,11,5,5,9,15
53,Air Force,26,2014-02-25,@,Wyoming,REG (Conf),W,55,53,,17,45,.378,5,22,.227,12,23,.522,.433,16,23,.696,6,23,26,10,8,2,9,21,20,50,.400,4,20,.200,16,30,.533,.440,9,17,.529,3,23,26,10,8,2,9,21
54,Air Force,27,2014-03-01,,UNLV,REG (Conf),L,67,93,,23,64,.359,9,29,.310,14,35,.400,.430,12,20,.600,10,35,45,21,3,7,15,19,34,55,.618,12,18,.667,22,37,.595,.727,13,19,.684,10,35,45,21,3,7,15,19
55,Air Force,28,2014-03-05,@,New Mexico,REG (Conf),L,52,80,,19,55,.345,7,27,.259,12,28,.429,.409,7,9,.778,3,30,37,21,10,7,12,9,29,60,.483,10,27,.370,19,33,.576,.567,12,16,.750,7,30,37,21,10,7,12,9
56,Air Force,29,2014-03-08,,Boise State,REG (Conf),W,64,61,OT,22,52,.423,5,20,.250,17,32,.531,.471,15,23,.652,9,20,30,9,9,5,8,19,18,51,.353,9,32,.281,9,19,.474,.441,16,27,.593,10,20,30,9,9,5,8,19
58,Air Force,30,2014-03-12,N,Fresno State,CTOURN,L,59,61,,20,45,.444,4,15,.267,16,30,.533,.489,15,26,.577,5,22,32,7,6,2,8,19,18,54,.333,5,19,.263,13,35,.371,.380,20,28,.714,10,22,32,7,6,2,8,19
60,Akron,1,2013-11-08,,Coastal Carolina,REG (Non-Conf),W,72,63,,25,59,.424,7,22,.318,18,37,.486,.483,15,26,.577,9,19,31,6,8,4,20,22,23,59,.390,6,14,.429,17,45,.378,.441,11,18,.611,12,19,31,6,8,4,20,22
61,Akron,2,2013-11-12,@,St. Mary's (CA),REG (Non-Conf),L,63,85,,21,57,.368,2,15,.133,19,42,.452,.386,19,29,.655,16,19,25,16,10,6,10,24,24,47,.511,5,12,.417,19,35,.543,.564,32,36,.889,6,19,25,16,10,6,10,24
62,Akron,3,2013-11-16,@,Middle Tennessee,REG (Non-Conf),L,73,80,,27,57,.474,7,23,.304,20,34,.588,.535,12,18,.667,10,22,30,15,13,3,18,17,27,48,.563,6,11,.545,21,37,.568,.625,20,31,.645,8,22,30,15,13,3,18,17
63,Akron,4,2013-12-07,@,Cleveland State,REG (Non-Conf),W,73,61,,25,52,.481,11,22,.500,14,30,.467,.587,12,20,.600,5,20,25,8,8,3,13,15,21,48,.438,4,13,.308,17,35,.486,.479,15,25,.600,5,20,25,8,8,3,13,15
64,Akron,5,2013-12-14,,Bethune-Cookman,REG (Non-Conf),W,84,56,,27,46,.587,10,21,.476,17,25,.680,.696,20,32,.625,9,14,24,8,5,1,13,23,21,54,.389,4,14,.286,17,40,.425,.426,10,18,.556,10,14,24,8,5,1,13,23
65,Akron,6,2013-12-16,,Oral Roberts,REG (Non-Conf),W,74,64,,25,57,.439,6,16,.375,19,41,.463,.491,18,32,.563,13,23,33,11,4,2,20,29,23,54,.426,1,5,.200,22,49,.449,.435,17,28,.607,10,23,33,11,4,2,20,29
66,Akron,7,2013-12-18,,Detroit Mercy,REG (Non-Conf),W,79,60,,26,54,.481,11,21,.524,15,33,.455,.583,16,26,.615,14,17,27,7,7,1,7,20,22,61,.361,7,18,.389,15,43,.349,.418,9,15,.600,10,17,27,7,7,1,7,20
67,Akron,8,2013-12-22,N,Oregon State,REG (Non-Conf),W,83,71,,26,58,.448,10,26,.385,16,32,.500,.534,21,29,.724,9,19,22,8,4,6,9,24,21,48,.438,2,10,.200,19,38,.500,.458,27,32,.844,3,19,22,8,4,6,9,24
68,Akron,9,2013-12-23,N,Iowa State,REG (Non-Conf),L,60,83,,24,64,.375,11,35,.314,13,29,.448,.461,1,6,.167,12,24,36,20,4,2,11,9,30,56,.536,9,19,.474,21,37,.568,.616,14,16,.875,12,24,36,20,4,2,11,9
69,Akron,10,2013-12-25,N,South Carolina,REG (Non-Conf),L,59,69,,22,58,.379,5,17,.294,17,41,.415,.422,10,19,.526,15,22,32,12,6,3,10,21,25,60,.417,2,9,.222,23,51,.451,.433,17,21,.810,10,22,32,12,6,3,10,21
70,Akron,11,2013-12-28,@,South Carolina,REG (Non-Conf),L,45,78,,13,40,.325,4,16,.250,9,24,.375,.375,15,23,.652,8,16,30,20,6,5,7,19,28,63,.444,8,15,.533,20,48,.417,.508,14,19,.737,14,16,30,20,6,5,7,19
71,Akron,12,2013-12-31,,Coppin State,REG (Non-Conf),W,77,66,,23,51,.451,11,29,.379,12,22,.545,.559,20,29,.690,7,20,32,10,7,0,10,18,25,67,.373,8,26,.308,17,41,.415,.433,8,11,.727,12,20,32,10,7,0,10,18
72,Akron,13,2014-01-02,,Marshall,REG (Non-Conf),W,59,58,,21,59,.356,3,13,.231,18,46,.391,.381,14,26,.538,17,21,25,7,7,3,18,22,22,48,.458,4,13,.308,18,35,.514,.500,10,20,.500,4,21,25,7,7,3,18,22
73,Akron,14,2014-01-08,@,Ball State,REG (Conf),W,72,68,,26,65,.400,3,23,.130,23,42,.548,.423,17,24,.708,11,27,38,11,1,4,15,24,19,51,.373,4,15,.267,15,36,.417,.412,26,34,.765,11,27,38,11,1,4,15,24
74,Akron,15,2014-01-12,@,Ohio,REG (Conf),W,83,80,2OT,28,63,.444,9,15,.600,19,48,.396,.516,18,29,.621,16,21,30,8,8,9,15,22,26,62,.419,5,20,.250,21,42,.500,.460,23,26,.885,9,21,30,8,8,9,15,22
75,Akron,16,2014-01-15,,Miami (OH),REG (Conf),W,59,52,,21,48,.438,6,24,.250,15,24,.625,.500,11,17,.647,9,20,28,10,7,0,11,18,19,54,.352,4,10,.400,15,44,.341,.389,10,13,.769,8,20,28,10,7,0,11,18
76,Akron,17,2014-01-18,,Toledo,REG (Conf),L,61,75,,20,48,.417,5,19,.263,15,29,.517,.469,16,27,.593,9,25,38,12,4,1,11,19,28,63,.444,5,13,.385,23,50,.460,.484,14,19,.737,13,25,38,12,4,1,11,19
77,Akron,18,2014-01-22,@,Eastern Michigan,REG (Conf),W,78,68,,27,58,.466,10,19,.526,17,39,.436,.552,14,22,.636,14,18,33,8,5,9,9,21,26,72,.361,5,21,.238,21,51,.412,.396,9,15,.600,15,18,33,8,5,9,9,21
78,Akron,19,2014-01-25,@,Central Michigan,REG (Conf),W,82,74,,29,56,.518,12,27,.444,17,29,.586,.625,12,26,.462,10,20,24,9,7,0,16,24,25,53,.472,7,18,.389,18,35,.514,.538,17,23,.739,4,20,24,9,7,0,16,24
79,Akron,20,2014-01-29,,Ball State,REG (Conf),W,73,46,,25,52,.481,10,24,.417,15,28,.536,.577,13,14,.929,6,18,22,12,7,0,16,18,17,49,.347,4,15,.267,13,34,.382,.388,8,13,.615,4,18,22,12,7,0,16,18
80,Akron,23,2014-02-09,@,Bowling Green,REG (Conf),W,65,63,,26,55,.473,5,17,.294,21,38,.553,.518,8,13,.615,12,17,27,10,11,3,18,10,23,48,.479,3,10,.300,20,38,.526,.510,14,22,.636,10,17,27,10,11,3,18,10
81,Akron,24,2014-02-12,@,Western Michigan,REG (Conf),L,54,57,,18,54,.333,6,22,.273,12,32,.375,.389,12,16,.750,11,24,33,11,6,3,17,12,19,46,.413,3,15,.200,16,31,.516,.446,16,20,.800,9,24,33,11,6,3,17,12
82,Akron,25,2014-02-15,,Northern Illinois,REG (Conf),W,62,54,,21,46,.457,4,18,.222,17,28,.607,.500,16,24,.667,9,20,32,8,8,1,13,21,19,53,.358,4,13,.308,15,40,.375,.396,12,21,.571,12,20,32,8,8,1,13,21
83,Akron,26,2014-02-19,@,Buffalo,REG (Conf),L,90,96,,35,67,.522,10,23,.435,25,44,.568,.597,10,15,.667,11,23,31,21,2,3,8,14,38,60,.633,7,13,.538,31,47,.660,.692,13,18,.722,8,23,31,21,2,3,8,14
84,Akron,27,2014-02-22,,Ohio,REG (Conf),L,50,66,,15,56,.268,5,21,.238,10,35,.286,.313,15,25,.600,17,24,28,16,8,2,10,21,29,53,.547,4,11,.364,25,42,.595,.585,4,6,.667,4,24,28,16,8,2,10,21
85,Akron,28,2014-02-26,@,Miami (OH),REG (Conf),L,61,65,,21,56,.375,7,20,.350,14,36,.389,.438,12,18,.667,9,26,31,12,11,3,10,15,20,53,.377,7,19,.368,13,34,.382,.443,18,21,.857,5,26,31,12,11,3,10,15
86,Akron,29,2014-03-01,,Bowling Green,REG (Conf),W,57,47,,23,58,.397,7,15,.467,16,43,.372,.457,4,10,.400,8,24,35,4,5,7,19,11,18,51,.353,2,13,.154,16,38,.421,.373,9,13,.692,11,24,35,4,5,7,19,11
87,Akron,30,2014-03-04,,Buffalo,REG (Conf),W,83,71,,29,56,.518,8,21,.381,21,35,.600,.589,17,28,.607,9,22,25,13,4,3,15,24,24,54,.444,7,25,.280,17,29,.586,.509,16,24,.667,3,22,25,13,4,3,15,24
88,Akron,31,2014-03-07,,Kent State,REG (Conf),W,58,54,,20,48,.417,6,14,.429,14,34,.412,.479,12,24,.500,6,27,40,8,2,5,8,23,21,65,.323,3,19,.158,18,46,.391,.346,9,11,.818,13,27,40,8,2,5,8,23
90,Akron,32,2014-03-13,N,Ohio,CTOURN,W,83,77,,28,46,.609,7,12,.583,21,34,.618,.685,20,34,.588,8,17,29,18,5,4,13,22,29,60,.483,10,21,.476,19,39,.487,.567,9,11,.818,12,17,29,18,5,4,13,22
91,Akron,33,2014-03-14,N,Western Michigan,CTOURN,L,60,64,OT,23,57,.404,8,24,.333,15,33,.455,.474,6,16,.375,16,24,33,4,7,5,9,16,22,54,.407,5,20,.250,17,34,.500,.454,15,19,.789,9,24,33,4,7,5,9,16
93,Akron,34,2014-03-19,@,IPFW,CIT,L,91,97,,36,56,.643,5,17,.294,31,39,.795,.688,14,17,.824,5,15,24,20,7,2,9,10,33,55,.600,12,22,.545,21,33,.636,.709,19,28,.679,9,15,24,20,7,2,9,10
95,Alabama,1,2013-11-08,N,Oklahoma,REG (Non-Conf),L,73,82,,29,61,.475,3,15,.200,26,46,.565,.500,12,17,.706,12,21,38,16,7,5,9,18,28,63,.444,7,21,.333,21,42,.500,.500,19,25,.760,17,21,38,16,7,5,9,18
96,Alabama,2,2013-11-14,,Texas Tech,REG (Non-Conf),W,76,64,,28,51,.549,6,14,.429,22,37,.595,.608,14,17,.824,11,13,25,10,8,5,14,15,28,59,.475,4,20,.200,24,39,.615,.508,4,8,.500,12,13,25,10,8,5,14,15
97,Alabama,3,2013-11-18,,Stillman,REG (Non-Conf),W,102,65,,37,63,.587,5,13,.385,32,50,.640,.627,23,31,.742,13,17,32,10,3,3,22,22,24,67,.358,13,41,.317,11,26,.423,.455,4,9,.444,15,17,32,10,3,3,22,22
98,Alabama,4,2013-11-19,,Georgia State,REG (Non-Conf),W,75,58,,25,52,.481,6,19,.316,19,33,.576,.538,19,25,.760,9,15,21,11,8,4,13,21,22,55,.400,5,17,.294,17,38,.447,.445,9,14,.643,6,15,21,11,8,4,13,21
99,Alabama,5,2013-11-27,N,Duke,REG (Non-Conf),L,64,74,,23,57,.404,2,12,.167,21,45,.467,.421,16,23,.696,9,24,27,15,10,1,18,20,22,51,.431,6,15,.400,16,36,.444,.490,24,29,.828,3,24,27,15,10,1,18,20
100,Alabama,6,2013-11-29,N,Drexel,REG (Non-Conf),L,83,85,3OT,27,64,.422,4,15,.267,23,49,.469,.453,25,37,.676,18,22,38,15,6,3,14,29,29,67,.433,2,17,.118,27,50,.540,.448,25,31,.806,16,22,38,15,6,3,14,29
101,Alabama,7,2013-12-04,,North Florida,REG (Non-Conf),W,76,48,,26,58,.448,9,19,.474,17,39,.436,.526,15,25,.600,13,23,33,11,4,2,15,17,18,57,.316,5,20,.250,13,37,.351,.360,7,16,.438,10,23,33,11,4,2,15,17
102,Alabama,8,2013-12-07,@,South Florida,REG (Non-Conf),L,64,66,,23,59,.390,4,14,.286,19,45,.422,.424,14,16,.875,10,24,35,13,2,5,11,14,23,53,.434,3,13,.231,20,40,.500,.462,17,24,.708,11,24,35,13,2,5,11,14
103,Alabama,9,2013-12-14,,Charleston Southern,REG (Non-Conf),W,59,45,,15,43,.349,6,20,.300,9,23,.391,.419,23,32,.719,8,22,28,4,3,2,12,25,14,43,.326,4,17,.235,10,26,.385,.372,13,17,.765,6,22,28,4,3,2,12,25
104,Alabama,10,2013-12-17,,Wichita State,REG (Non-Conf),L,67,72,,23,53,.434,7,20,.350,16,33,.485,.500,14,19,.737,6,26,36,6,6,2,11,17,22,50,.440,3,12,.250,19,38,.500,.470,25,27,.926,10,26,36,6,6,2,11,17
105,Alabama,11,2013-12-21,,Xavier,REG (Non-Conf),L,74,77,,23,47,.489,8,19,.421,15,28,.536,.574,20,30,.667,6,20,34,11,4,3,6,26,25,63,.397,5,15,.333,20,48,.417,.437,22,28,.786,14,20,34,11,4,3,6,26
