Index,Team,G,Date,Site,Opponent,Type,W/L,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB.1,oTRB.1,oAST.1,oSTL.1,oBLK.1,oTOV.1,oPF.1
68,Akron,7,2015-12-02,,Coppin State,REG (Non-Conf),W,77,71,,26,64,.406,9,28,.321,17,36,.472,.477,16,26,.615,12,28,42,4,6,1,12,22,26,70,.371,4,16,.250,22,54,.407,.400,15,23,.652,14,28,42,4,6,1,12,22
69,Akron,8,2015-12-04,@,Marshall,REG (Non-Conf),W,75,65,,27,65,.415,9,26,.346,18,39,.462,.485,12,16,.750,14,24,31,13,4,4,12,19,24,60,.400,5,25,.200,19,35,.543,.442,12,20,.600,7,24,31,13,4,4,12,19
70,Akron,9,2015-12-12,,Bethune-Cookman,REG (Non-Conf),W,81,60,,26,63,.413,15,35,.429,11,28,.393,.532,14,20,.700,13,22,39,11,3,4,13,16,25,72,.347,4,24,.167,21,48,.438,.375,6,10,.600,17,22,39,11,3,4,13,16
71,Akron,10,2015-12-21,N,UC Santa Barbara,REG (Non-Conf),W,84,70,,27,56,.482,15,32,.469,12,24,.500,.616,15,21,.714,4,26,34,14,8,4,19,21,26,56,.464,7,20,.350,19,36,.528,.527,11,14,.786,8,26,34,14,8,4,19,21
72,Akron,11,2015-12-23,N,Iona,REG (Non-Conf),W,78,64,,29,63,.460,13,33,.394,16,30,.533,.563,7,9,.778,13,20,27,12,7,1,13,12,24,54,.444,5,20,.250,19,34,.559,.491,11,19,.579,7,20,27,12,7,1,13,12
73,Akron,12,2015-12-30,,South Carolina State,REG (Non-Conf),W,78,68,,22,52,.423,8,23,.348,14,29,.483,.500,26,32,.813,9,20,26,12,5,1,9,22,29,60,.483,1,13,.077,28,47,.596,.492,9,16,.563,6,20,26,12,5,1,9,22
74,Akron,13,2016-01-02,,Lipscomb,REG (Non-Conf),W,80,73,,26,66,.394,13,32,.406,13,34,.382,.492,15,24,.625,7,33,42,23,0,1,13,21,27,68,.397,11,34,.324,16,34,.471,.478,8,11,.727,9,33,42,23,0,1,13,21
75,Akron,14,2016-01-05,@,Buffalo,REG (Conf),W,75,71,,26,64,.406,12,37,.324,14,27,.519,.500,11,17,.647,13,29,38,12,3,2,11,18,25,55,.455,5,16,.313,20,39,.513,.500,16,22,.727,9,29,38,12,3,2,11,18
76,Akron,15,2016-01-08,,Western Michigan,REG (Conf),W,62,53,,18,53,.340,9,29,.310,9,24,.375,.425,17,31,.548,10,23,46,3,3,4,14,26,21,66,.318,2,19,.105,19,47,.404,.333,9,17,.529,23,23,46,3,3,4,14,26
77,Akron,16,2016-01-12,@,Central Michigan,REG (Conf),L,81,92,,32,69,.464,12,30,.400,20,39,.513,.551,5,11,.455,10,26,34,11,5,2,3,14,31,66,.470,5,20,.250,26,46,.565,.508,25,28,.893,8,26,34,11,5,2,3,14
78,Akron,17,2016-01-15,@,Toledo,REG (Conf),L,64,78,,24,58,.414,7,29,.241,17,29,.586,.474,9,14,.643,6,29,35,12,7,1,7,16,28,52,.538,6,17,.353,22,35,.629,.596,16,29,.552,6,29,35,12,7,1,7,16
79,Akron,18,2016-01-19,,Eastern Michigan,REG (Conf),W,92,88,,26,55,.473,13,26,.500,13,29,.448,.591,27,36,.750,9,19,26,13,7,2,9,23,30,58,.517,9,17,.529,21,41,.512,.595,19,27,.704,7,19,26,13,7,2,9,23
80,Akron,19,2016-01-23,,Miami (OH),REG (Conf),W,75,46,,26,54,.481,14,26,.538,12,28,.429,.611,9,9,1.000,3,21,27,6,3,1,13,11,21,51,.412,1,10,.100,20,41,.488,.422,3,8,.375,6,21,27,6,3,1,13,11
81,Akron,20,2016-01-26,,Northern Illinois,REG (Conf),W,76,66,,19,44,.432,12,31,.387,7,13,.538,.568,26,35,.743,4,21,29,10,5,2,15,29,24,58,.414,8,23,.348,16,35,.457,.483,10,17,.588,8,21,29,10,5,2,15,29
82,Akron,23,2016-02-05,,Central Michigan,REG (Conf),W,92,87,,30,61,.492,16,32,.500,14,29,.483,.623,16,25,.640,12,23,34,18,2,0,4,22,29,66,.439,10,32,.313,19,34,.559,.515,19,23,.826,11,23,34,18,2,0,4,22
83,Akron,24,2016-02-09,@,Bowling Green,REG (Conf),W,83,68,,28,57,.491,16,32,.500,12,25,.480,.632,11,15,.733,7,21,24,17,10,2,10,16,26,54,.481,5,15,.333,21,39,.538,.528,11,19,.579,3,21,24,17,10,2,10,16
84,Akron,25,2016-02-13,@,Northern Illinois,REG (Conf),L,79,80,,26,54,.481,15,34,.441,11,20,.550,.620,12,16,.750,6,25,37,16,8,1,7,16,29,69,.420,9,23,.391,20,46,.435,.486,13,21,.619,12,25,37,16,8,1,7,16
85,Akron,26,2016-02-16,,Buffalo,REG (Conf),W,80,70,,26,63,.413,13,32,.406,13,31,.419,.516,15,21,.714,10,24,37,6,8,2,16,21,25,57,.439,3,16,.188,22,41,.537,.465,17,23,.739,13,24,37,6,8,2,16,21
86,Akron,27,2016-02-19,@,Kent State,REG (Conf),L,76,85,,30,67,.448,10,33,.303,20,34,.588,.522,6,11,.545,11,25,37,10,7,1,9,14,30,58,.517,3,11,.273,27,47,.574,.543,22,32,.688,12,25,37,10,7,1,9,14
87,Akron,28,2016-02-23,@,Miami (OH),REG (Conf),L,64,77,,24,53,.453,9,21,.429,15,32,.469,.538,7,10,.700,4,25,30,16,10,3,7,15,25,54,.463,7,16,.438,18,38,.474,.528,20,23,.870,5,25,30,16,10,3,7,15
88,Akron,29,2016-02-26,,Bowling Green,REG (Conf),W,89,54,,31,65,.477,19,41,.463,12,24,.500,.623,8,10,.800,7,21,23,10,6,3,16,12,20,48,.417,5,14,.357,15,34,.441,.469,9,18,.500,2,21,23,10,6,3,16,12
89,Akron,30,2016-03-01,,Ohio,REG (Conf),W,91,76,,32,74,.432,20,43,.465,12,31,.387,.568,7,11,.636,14,20,24,11,4,5,6,13,29,62,.468,8,25,.320,21,37,.568,.532,10,11,.909,4,20,24,11,4,5,6,13
90,Akron,31,2016-03-04,,Kent State,REG (Conf),W,74,60,,26,69,.377,7,33,.212,19,36,.528,.428,15,19,.789,14,28,42,9,3,2,15,16,22,61,.361,6,18,.333,16,43,.372,.410,10,17,.588,14,28,42,9,3,2,15,16
92,Akron,32,2016-03-10,N,Eastern Michigan,CTOURN,W,65,63,,21,62,.339,9,33,.273,12,29,.414,.411,14,22,.636,10,33,43,6,3,2,10,15,22,58,.379,5,14,.357,17,44,.386,.422,14,17,.824,10,33,43,6,3,2,10,15
93,Akron,33,2016-03-11,N,Bowling Green,CTOURN,W,80,66,,29,53,.547,9,24,.375,20,29,.690,.632,13,20,.650,4,23,33,7,4,0,12,22,21,58,.362,6,18,.333,15,40,.375,.414,18,21,.857,10,23,33,7,4,0,12,22
94,Akron,34,2016-03-12,N,Buffalo,CTOURN,L,61,64,,23,59,.390,13,33,.394,10,26,.385,.500,2,2,1.000,3,29,42,8,9,4,14,7,23,61,.377,10,28,.357,13,33,.394,.459,8,8,1.000,13,29,42,8,9,4,14,7
96,Akron,35,2016-03-15,@,Ohio State,NIT,L,63,72,OT,23,70,.329,9,42,.214,14,28,.500,.393,8,20,.400,16,38,52,9,4,2,12,16,23,67,.343,5,21,.238,18,46,.391,.381,21,23,.913,14,38,52,9,4,2,12,16
98,Alabama,1,2015-11-13,,Kennesaw State,REG (Non-Conf),W,77,64,,29,57,.509,4,17,.235,25,40,.625,.544,15,27,.556,9,26,36,6,7,4,16,25,19,55,.345,7,19,.368,12,36,.333,.409,19,26,.731,10,26,36,6,7,4,16,25
99,Alabama,2,2015-11-17,@,Dayton,REG (Non-Conf),L,48,80,,17,57,.298,5,20,.250,12,37,.324,.342,9,17,.529,10,33,46,14,11,6,17,20,28,60,.467,9,21,.429,19,39,.487,.542,15,21,.714,13,33,46,14,11,6,17,20
100,Alabama,3,2015-11-20,,Louisiana–Lafayette,REG (Non-Conf),W,105,93,,32,59,.542,15,25,.600,17,34,.500,.669,26,35,.743,5,25,40,9,6,5,15,23,28,61,.459,11,27,.407,17,34,.500,.549,26,40,.650,15,25,40,9,6,5,15,23
101,Alabama,4,2015-11-26,N,Xavier,REG (Non-Conf),L,45,64,,17,55,.309,5,28,.179,12,27,.444,.355,6,10,.600,8,29,39,17,8,3,18,18,21,54,.389,7,23,.304,14,31,.452,.454,15,25,.600,10,29,39,17,8,3,18,18
102,Alabama,5,2015-11-27,N,Wichita State,REG (Non-Conf),W,64,60,,17,42,.405,5,20,.250,12,22,.545,.464,25,33,.758,5,22,38,10,4,0,10,23,19,61,.311,10,30,.333,9,31,.290,.393,12,18,.667,16,22,38,10,4,0,10,23
103,Alabama,6,2015-11-29,N,Notre Dame,REG (Non-Conf),W,74,73,,31,57,.544,6,17,.353,25,40,.625,.596,6,10,.600,8,20,30,12,5,3,8,14,25,56,.446,7,14,.500,18,42,.429,.509,16,23,.696,10,20,30,12,5,3,8,14
104,Alabama,7,2015-12-04,@,Southern Mississippi,REG (Non-Conf),W,58,55,,17,40,.425,11,29,.379,6,11,.545,.563,13,18,.722,1,21,27,12,6,0,13,19,21,58,.362,11,29,.379,10,29,.345,.457,2,4,.500,6,21,27,12,6,0,13,19
105,Alabama,8,2015-12-13,@,Clemson,REG (Non-Conf),W,51,50,,21,61,.344,7,20,.350,14,41,.341,.402,2,5,.400,18,20,28,12,8,10,11,13,18,48,.375,4,14,.286,14,34,.412,.417,10,14,.714,8,20,28,12,8,10,11,13
