Name,Game,Opponent,Site,Outcome,Date,ORtg,DRtg,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FTr,oeFG%,oTOV%,oDRB%,oFTr,Pace,o3PAr
Air Force,1,Army,away,1,2011-11-12,103.44827586206895,81.28219805380652,0.2692307692307692,0.629522431259045,0.5942028985507246,0.8620689655172413,0.1717229536348025,0.0344827586206896,0.5865384615384616,0.2734839476813318,0.2758620689655172,0.6923076923076923,0.4482758620689655,0.2633085289066972,0.7241379310344828,0.4482758620689655,171.45,0.5
Air Force,2,VMI,away,1,2011-11-13,106.82492581602376,86.91484262661767,0.3333333333333333,0.6060606060606061,0.5763888888888888,0.7894736842105263,0.1278159450391436,0.0909090909090909,0.5694444444444444,0.2439828552588197,0.2923076923076923,0.5,0.4649122807017544,0.2364594983224157,0.7076923076923077,0.3596491228070175,308.125,0.5175438596491229
Air Force,3,Colorado,away,0,2011-11-24,106.08283489448144,93.7534549474848,0.3235294117647059,0.5661968437537646,0.5,0.7195121951219512,0.1282476506357103,0.0989010989010989,0.5235294117647059,0.194109017040966,0.2589285714285714,0.4647058823529412,0.5,0.1901603095632946,0.7410714285714286,0.3160919540229885,447.65,0.4770114942528735
Air Force,4,Drake,home,0,2011-12-04,102.02317136434378,93.56325764043024,0.3317535545023696,0.5562888930793891,0.5016949152542373,0.6632653061224489,0.1297592624210346,0.0948275862068965,0.5118483412322274,0.2005879301400657,0.2344827586206896,0.5402843601895735,0.4931506849315068,0.1980536110636844,0.7655172413793103,0.3926940639269406,582.0,0.4703196347031963
Air Force,5,Wright State,away,1,2011-12-08,100.3296545793321,87.40068104426787,0.37109375,0.554060471742916,0.4945652173913043,0.6837606837606838,0.1276958002270147,0.1048951048951049,0.513671875,0.2063924322774832,0.2203389830508474,0.4921875,0.4452830188679245,0.2043132803632235,0.7796610169491526,0.3924528301886792,701.25,0.460377358490566
Air Force,6,Arkansas-Pine Bluff,away,1,2011-12-11,100.58451047247932,86.40712437571455,0.3959731543624161,0.5694980694980695,0.505800464037123,0.6879432624113475,0.1203441843672904,0.1085714285714285,0.5385906040268457,0.2240623477837311,0.22,0.4563758389261745,0.4335443037974683,0.2214332992358144,0.78,0.3829113924050633,826.075,0.4462025316455696
Air Force,7,Maryland-Eastern Shore,away,1,2011-12-18,102.11946050096338,88.19660053675734,0.3953488372093023,0.5704376943314996,0.4959514170040486,0.6748466257668712,0.1241909172235962,0.0956937799043062,0.5392441860465116,0.218368657675016,0.2324561403508772,0.4534883720930232,0.4430894308943089,0.2147029416407935,0.7675438596491229,0.3712737127371274,942.175,0.4336043360433604
Air Force,8,Gonzaga,home,0,2011-12-23,102.63271059295715,92.28156255897338,0.3937823834196891,0.5746695917384558,0.4846846846846847,0.6378378378378379,0.11889035667107,0.0932203389830508,0.5453367875647669,0.2197907210091261,0.2295719844357976,0.4430051813471503,0.4553140096618358,0.2170220796376674,0.7704280155642024,0.3961352657004831,1053.125,0.429951690821256
Air Force,9,Wagner,away,0,2011-12-30,103.33952564047178,95.99589322381928,0.3864168618266979,0.5764688870680099,0.4755700325732899,0.645320197044335,0.1146475017111567,0.0849420849420849,0.5433255269320844,0.2160107141314209,0.2296819787985865,0.4519906323185012,0.4603004291845493,0.2138945927446953,0.7703180212014135,0.3948497854077253,1163.075,0.4442060085836909
Air Force,10,Eastern Michigan,home,1,2011-12-31,100.82709728239465,93.64600869122656,0.3846153846153846,0.5636283575517393,0.4777448071216617,0.6527777777777778,0.1127510472536507,0.0807017543859649,0.5288461538461539,0.2174084285151634,0.2275641025641025,0.4487179487179487,0.4545454545454545,0.2161061739028305,0.7724358974358975,0.3893280632411067,1273.325,0.4367588932806324
Air Force,11,Chicago State,away,1,2012-01-07,100.68259385665527,92.41017645808232,0.3810444874274661,0.5644132653061225,0.476,0.675,0.1119693855857132,0.0897832817337461,0.5290135396518375,0.2175767918088737,0.2238372093023256,0.448742746615087,0.4430604982206406,0.2168521011976472,0.7761627906976745,0.3879003558718861,1408.75,0.4252669039145907
Air Force,12,Texas-Rio Grande Valley,away,1,2012-01-10,102.28997558239293,92.30769230769228,0.3763250883392226,0.5643340857787811,0.4802955665024631,0.6666666666666666,0.1130834976988823,0.0911680911680911,0.5300353356890459,0.211179304428166,0.2354497354497354,0.4487632508833922,0.4482758620689655,0.2103879026955949,0.7645502645502645,0.361247947454844,1518.15,0.4236453201970443
Air Force,13,Boise State,home,1,2012-01-14,103.45142717884669,92.46096834943198,0.3847402597402597,0.5692828645187247,0.4811428571428571,0.6493055555555556,0.1105643642549055,0.0962566844919786,0.5340909090909091,0.2059280470344533,0.230392156862745,0.4431818181818182,0.4506079027355623,0.2053338193305388,0.7696078431372549,0.3617021276595745,1643.725,0.4316109422492401
Air Force,14,Wyoming,away,0,2012-01-19,102.24149168296069,93.28358208955224,0.380517503805175,0.5671350875538369,0.4832793959007551,0.6461038961038961,0.1085481682496607,0.100502512562814,0.5342465753424658,0.2096970727422142,0.225287356321839,0.4429223744292237,0.4577363896848137,0.2091813658977838,0.774712643678161,0.3782234957020057,1766.625,0.4297994269340974
Air Force,15,San Diego State,home,0,2012-01-22,100.5393628610144,93.61566629517591,0.3796033994334277,0.5565196929140807,0.4844533600802407,0.6430769230769231,0.1040174069946399,0.0925925925925925,0.5219546742209632,0.2104312245928208,0.227176220806794,0.4291784702549575,0.4605614973262032,0.2101576182136602,0.772823779193206,0.3663101604278075,1883.0750000000005,0.4224598930481283
Air Force,16,TCU,home,0,2012-01-26,100.6024096385542,94.307476448186,0.3726541554959786,0.5579064587973274,0.4847619047619048,0.6366279069767442,0.1032270996191621,0.0895196506550218,0.5214477211796247,0.2098393574297188,0.2242424242424242,0.4289544235924933,0.4635220125786163,0.2094608137903387,0.7757575757575758,0.3622641509433962,1993.8,0.4238993710691824
Air Force,17,Nevada-Las Vegas,away,0,2012-01-29,99.9483834639388,94.1638975991014,0.3833543505674653,0.5584395154947303,0.4834377797672337,0.6446280991735537,0.1057705808021715,0.0922131147540983,0.521437578814628,0.212097039087795,0.2171428571428571,0.4262295081967213,0.4659224441833137,0.2115411616043431,0.7828571428571428,0.3595769682726204,2133.9000000000005,0.426556991774383
Air Force,18,New Mexico,away,0,2012-02-01,97.9342681470341,95.68240834470312,0.3933649289099526,0.5489165468339366,0.4779661016949152,0.6481481481481481,0.1029884248052462,0.0902111324376199,0.5106635071090048,0.2140929800504268,0.2135231316725978,0.4099526066350711,0.4784530386740331,0.2130187931869195,0.7864768683274022,0.3513812154696132,2266.4000000000005,0.4243093922651934
Air Force,19,Colorado State,home,0,2012-02-04,96.795126750539,96.00465880493331,0.3905191873589165,0.5446279239593884,0.4716227018385291,0.6430379746835443,0.1031592520954223,0.0917266187050359,0.5073363431151241,0.2135186619497184,0.2046979865771812,0.4164785553047404,0.4771309771309771,0.2121420103575216,0.7953020134228188,0.3523908523908524,2396.3,0.422037422037422
Air Force,20,Boise State,away,0,2012-02-12,96.3750470194611,96.54303488463658,0.3995726495726496,0.5429278847226249,0.4682299546142209,0.6481927710843374,0.1023702653752264,0.0941780821917808,0.5058760683760684,0.2122309991882956,0.1990521327014218,0.4155982905982906,0.4787549407114624,0.2110402393889282,0.8009478672985783,0.3596837944664031,2532.675,0.4229249011857707
Air Force,21,Wyoming,home,1,2012-02-16,96.39920612418486,96.11843835719384,0.400611620795107,0.5455128890790459,0.467005076142132,0.6407322654462243,0.1029572013677525,0.0912052117263843,0.5091743119266054,0.2117002173707589,0.1917808219178082,0.4026503567787971,0.4764816556914393,0.2104234772479615,0.8082191780821918,0.3518344308560677,2653.275,0.4223894637817497
Air Force,22,San Diego State,away,1,2012-02-18,96.30980980076946,95.73152148581056,0.4079844206426485,0.5440483235720261,0.4629120879120879,0.6401766004415012,0.1039780570445133,0.0923076923076923,0.505842259006816,0.20808120947203,0.1866859623733719,0.4060370009737098,0.4717488789237668,0.206521933991861,0.8133140376266281,0.357847533632287,2778.6000000000004,0.4170403587443946
Air Force,23,TCU,away,0,2012-02-23,96.56819479777788,96.31591620515287,0.4020522388059701,0.5451028661860383,0.4579256360078277,0.6428571428571429,0.1031956245055209,0.1,0.507929104477612,0.2062890469515255,0.1842105263157894,0.4076492537313433,0.4694137638062872,0.2050153073509683,0.8157894736842105,0.3551401869158878,2898.125,0.4137638062871708
Air Force,24,Nevada-Las Vegas,home,0,2012-02-25,95.76063137429357,96.36181630208247,0.3992901508429459,0.5424374218356262,0.4565217391304347,0.632,0.1037136714967917,0.1027777777777777,0.5070984915705412,0.2102384129965564,0.1850393700787401,0.3966282165039929,0.4706362153344209,0.2093965899207377,0.8149606299212598,0.3613376835236541,3040.75,0.4127243066884176
Air Force,25,New Mexico,home,0,2012-03-01,95.36448952507344,97.65600452460252,0.4003392705682782,0.5387938729603314,0.4559432288586635,0.6319845857418112,0.1011751398227863,0.0986666666666666,0.5042408821034775,0.207918602079186,0.1830635118306351,0.3952502120441051,0.4762645914396887,0.2067491987683026,0.8169364881693649,0.3642023346303502,3173.6500000000005,0.4163424124513619
Air Force,26,Colorado State,away,0,2012-03-03,96.14855990959347,98.73924112013576,0.403265306122449,0.5419923556351366,0.4562106468231253,0.6457564575645757,0.1000121226815371,0.0997442455242966,0.5093877551020408,0.2076906630829846,0.1860744297719087,0.3902040816326531,0.4819954988747186,0.2060855861316523,0.8139255702280912,0.3660915228807201,3286.8500000000004,0.4133533383345836
Air Force,27,New Mexico,home,0,2012-03-09,96.38128861429831,99.5700648546236,0.3995271867612293,0.5436442084301361,0.4564131038312048,0.6400709219858156,0.0985207316184507,0.099626400996264,0.5110323089046493,0.2065313327449249,0.1837209302325581,0.3940110323089046,0.484375,0.2046199810537054,0.8162790697674419,0.3815406976744186,3414.8750000000005,0.4164244186046512
Akron,1,Mississippi State,home,1,2011-11-10,97.42120343839542,85.451197053407,0.1612903225806451,0.5167173252279635,0.4556962025316455,0.2,0.1178637200736648,0.1428571428571428,0.5,0.2148997134670487,0.3055555555555556,0.1290322580645161,0.3636363636363636,0.2209944751381215,0.6944444444444444,0.4545454545454545,137.675,0.2363636363636363
Akron,2,Valparaiso,home,0,2011-11-19,90.63336306868868,87.63921855030125,0.1721311475409836,0.4917715392061955,0.4654088050314465,0.3392857142857143,0.1314588278254518,0.1756756756756756,0.4836065573770491,0.2212310437109723,0.2666666666666666,0.1229508196721311,0.3861386138613861,0.2264013145882782,0.7333333333333333,0.6237623762376238,277.05,0.2673267326732673
Akron,3,Duquesne,home,0,2011-11-19,94.67179666550076,96.022930849158,0.1988304093567251,0.5302337730181533,0.4954545454545455,0.4285714285714285,0.1146542457900394,0.146551724137931,0.5263157894736842,0.2331817651859624,0.2621359223300971,0.2514619883040935,0.4551282051282051,0.2388630120625821,0.7378640776699029,0.5576923076923077,423.75,0.2564102564102564
Akron,4,Detroit Mercy,away,1,2011-11-27,99.64038242259451,94.81055844855447,0.217391304347826,0.5503342699350838,0.5017182130584192,0.4396551724137931,0.1221045070928353,0.1329113924050632,0.5478260869565217,0.2245417068678186,0.2661870503597122,0.2565217391304348,0.4571428571428571,0.2298437780571017,0.7338129496402878,0.4857142857142857,563.475,0.2476190476190476
Akron,5,West Virginia,home,0,2011-11-29,94.97206703910616,95.981985785659,0.2202797202797203,0.5246913580246914,0.4986737400530504,0.4264705882352941,0.1266624445851804,0.1159420289855072,0.513986013986014,0.2346368715083799,0.2762430939226519,0.2797202797202797,0.467032967032967,0.2364365632256702,0.7237569060773481,0.4725274725274725,713.2750000000001,0.2417582417582417
Akron,6,Middle Tennessee,home,0,2011-12-04,93.02876080009467,99.53565900702463,0.2251461988304093,0.5032654629273915,0.4912663755458515,0.4210526315789473,0.1095368496249553,0.0988142292490118,0.4824561403508772,0.2296129719493431,0.2876106194690265,0.2982456140350877,0.4771341463414634,0.230979878556971,0.7123893805309734,0.4939024390243902,842.4000000000001,0.2286585365853658
Akron,7,Cleveland State,home,0,2011-12-10,94.01403041630395,100.06163961372508,0.2210796915167095,0.5086154357582138,0.4904942965779467,0.436046511627907,0.1171152660776659,0.0927835051546391,0.4820051413881748,0.2294024271596087,0.2873563218390804,0.3367609254498714,0.4844155844155844,0.2301212245736593,0.7126436781609196,0.4467532467532467,974.925,0.2441558441558441
