Game ID,Name,Site,Date,Opponent,Outcome,Game,ORtg,DRtg,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FTr,oeFG%,oTOV%,oDRB%,oFTr,Pace,o3PAr
400918719,Abilene Christian,home,2016-11-18,New Hampshire,1,1,91.84033910279052,78.002052685597,0.3260869565217391,0.5437055625261397,0.4473684210526316,0.3636363636363636,0.1094765651727677,0.0555555555555555,0.532608695652174,0.1978099611444719,0.09375,0.6304347826086957,0.3916666666666666,0.1915839890523434,0.90625,0.2833333333333333,143.85000000000002,0.4
400916685,Abilene Christian,away,2016-11-23,Charleston Southern,0,2,96.78019728270984,89.34083893226801,0.2978723404255319,0.5587792821835375,0.4411764705882353,0.4897959183673469,0.1162157254403486,0.0821917808219178,0.5585106382978723,0.1935603945654197,0.1379310344827586,0.5,0.4439655172413793,0.1888505538405665,0.8620689655172413,0.2844827586206896,272.0,0.3706896551724138
400916148,Abilene Christian,home,2016-11-25,Oklahoma,0,3,91.35860607487638,90.05888465535158,0.3311258278145695,0.5319440636139293,0.4678899082568807,0.410958904109589,0.1339337258977023,0.087719298245614,0.5298013245033113,0.2260419119378384,0.1875,0.4370860927152318,0.4269005847953216,0.2216834083824038,0.8125,0.4619883040935672,428.875,0.3333333333333333
400919902,Abilene Christian,home,2016-12-01,New Mexico,0,4,91.17539362870744,94.04502541757444,0.371859296482412,0.5295618885580604,0.4659498207885305,0.4623655913978494,0.1161946259985475,0.0794701986754966,0.5226130653266332,0.2270230684730867,0.1904761904761904,0.3819095477386934,0.4383561643835616,0.2251270878721859,0.8095238095238095,0.4748858447488584,548.5,0.3105022831050228
400916711,Abilene Christian,home,2016-12-03,Charleston Southern,1,5,97.2485077886155,98.20721434228528,0.3534136546184739,0.5614388972936628,0.472463768115942,0.4380165289256198,0.1036791705666354,0.092391304347826,0.5461847389558233,0.221284029698646,0.2,0.4096385542168674,0.4558303886925795,0.2188782489740082,0.8,0.4628975265017668,690.675,0.3498233215547703
400916347,Abilene Christian,home,2016-12-18,Sacramento State,0,6,98.86423821573588,100.12252756870296,0.3343949044585987,0.5756184472007126,0.4681372549019608,0.4746835443037974,0.1026897718653363,0.0783410138248847,0.5636942675159236,0.2165597599011357,0.1797752808988764,0.340764331210191,0.4765395894428152,0.2147149775366124,0.8202247191011236,0.4721407624633431,853.3,0.3636363636363636
400915788,Abilene Christian,home,2016-12-20,San Francisco,0,7,94.3415122684026,101.95496164315765,0.3245382585751979,0.5460869565217391,0.4571428571428571,0.4888888888888889,0.1029448156396931,0.0909090909090909,0.5316622691292876,0.2123184777165748,0.1711711711711711,0.2902374670184696,0.4938574938574938,0.2098490472655283,0.8288288288288288,0.42997542997543,1004.375,0.3783783783783784
400921969,Abilene Christian,home,2016-12-30,New Orleans,0,8,95.01481841907372,103.37275514673674,0.3286384976525822,0.5488833239638167,0.4530685920577617,0.4975124378109453,0.1016206745510293,0.0862068965517241,0.5293427230046949,0.217631706993409,0.1857707509881423,0.312206572769953,0.4945414847161572,0.2155059132720105,0.8142292490118577,0.4585152838427948,1135.9250000000002,0.3668122270742358
400921970,Abilene Christian,home,2016-12-31,Southeastern Louisiana,0,9,93.89671361502349,104.98894853173351,0.3256302521008403,0.5409370129274778,0.4468085106382978,0.4954954954954955,0.0915693084938427,0.0869565217391304,0.523109243697479,0.2196228216758176,0.1923076923076923,0.3067226890756303,0.5088235294117647,0.2178718029681086,0.8076923076923077,0.4392156862745098,1261.75,0.3686274509803922
400921971,Abilene Christian,away,2017-01-06,Central Arkansas,0,10,95.02746664764214,105.24088312054737,0.3376865671641791,0.5415955111002684,0.4390602055800294,0.5139442231075697,0.0987514989066798,0.0816901408450704,0.5289179104477612,0.208318470428765,0.1846153846153846,0.3097014925373134,0.515017667844523,0.2059674120053607,0.8153846153846154,0.4346289752650176,1409.7,0.3727915194346289
400921972,Abilene Christian,away,2017-01-07,Stephen F. Austin,1,11,95.703125,103.72896624947718,0.3344887348353553,0.546875,0.4383378016085791,0.5239852398523985,0.1003828705640101,0.0874035989717223,0.5311958405545927,0.2109375,0.1864406779661017,0.3466204506065858,0.5128824476650563,0.2084875004021749,0.8135593220338984,0.4170692431561997,1545.025,0.3735909822866344
400921973,Abilene Christian,away,2017-01-13,Southeastern Louisiana,0,12,94.13880977364713,102.25992051723117,0.3398058252427184,0.5414726677013278,0.4350490196078431,0.5244755244755245,0.1008363485378729,0.0861244019138756,0.5242718446601942,0.2170589117073902,0.187012987012987,0.3640776699029126,0.5066964285714286,0.2147221068865294,0.812987012987013,0.4196428571428571,1676.8249999999998,0.3779761904761904
400921974,Abilene Christian,away,2017-01-14,Lamar,1,13,94.51701472668276,101.78900217098574,0.337797619047619,0.5410039051338223,0.4429378531073446,0.5307443365695793,0.1022286954848993,0.0911111111111111,0.5208333333333334,0.2207615719555148,0.2028639618138424,0.3616071428571428,0.5020775623268698,0.2187474236719888,0.7971360381861575,0.4307479224376731,1811.15,0.3767313019390582
400921975,Abilene Christian,home,2017-01-20,Nicholls State,0,14,94.00232168192956,101.21136066791304,0.3378932968536252,0.5345459879712483,0.446652719665272,0.5331325301204819,0.0993674289958255,0.0947368421052631,0.5157318741450069,0.2197858893331613,0.2096069868995633,0.3488372093023256,0.5006493506493507,0.218198581197019,0.7903930131004366,0.4324675324675324,1945.3,0.3831168831168831
400921976,Abilene Christian,home,2017-01-27,Incarnate Word,0,15,95.07346585998272,102.2895655083409,0.3303909205548549,0.5378680864935348,0.4457593688362919,0.5260273972602739,0.0994216337651164,0.094,0.5208070617906684,0.2141553826947085,0.2077393075356415,0.3379571248423707,0.5073170731707317,0.2131829262463553,0.7922606924643585,0.4365853658536585,2087.35,0.3902439024390244
