<<<<<<< HEAD
Name,Game,Opponent,Site,Outcome,Date,ORtg,DRtg,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FTr,oeFG%,oTOV%,oDRB%,oFTr,Pace,o3PAr,Game ID
Pacific,25,San Diego,home,1,2023-02-11,106.07005724899847,108.46384538487169,0.38518024032042725,0.5543240463047479,0.46083476272155516,0.4688427299703264,0.07775186049094744,0.07607497243660419,0.5236982643524699,0.16190515795456117,0.24153498871331827,0.3197596795727637,0.5369623655913979,0.16216816616683324,0.7584650112866818,0.3602150537634409,3604.125000000001,0.3904569892473118,401470449.0
Pacific,26,San Francisco,home,0,2023-02-16,106.01803537502339,108.59994915231556,0.3857605177993528,0.5559765372849486,0.45775814467145226,0.4698275862068966,0.07868010116013005,0.07700534759358289,0.5249190938511327,0.16429852024296912,0.24043715846994534,0.32233009708737864,0.5363872644574399,0.16431830650448928,0.7595628415300546,0.3684210526315789,3736.875000000001,0.39246263807667314,401470456.0
Pacific,27,Loyola Marymount,away,0,2023-02-18,106.8436204960043,109.52177901823208,0.3876017532874139,0.5608642025508613,0.4558114622388859,0.47107438016528924,0.07752839477458617,0.07453416149068323,0.530369442705072,0.1626667010934817,0.2372340425531915,0.32623669380087666,0.5400250156347718,0.162809629026631,0.7627659574468085,0.3683552220137586,3871.250000000001,0.39587242026266417,401470460.0
Pacific,28,Saint Mary's (CA),away,0,2023-02-23,105.7868551976957,109.873386141084,0.3861144945188794,0.5584591687620953,0.4564766839378238,0.4682860998650472,0.07584357263144763,0.07577268195413758,0.5261875761266748,0.16658561827454205,0.23505154639175257,0.3294762484774665,0.5407117008443908,0.16665627144015466,0.7649484536082474,0.3709288299155609,4009.1000000000004,0.39505428226779254,401470464.0
Pacific,29,Portland,home,1,2023-02-25,106.07191888051253,109.82867882701622,0.3889541715628672,0.5591812895197948,0.45614035087719296,0.4752604166666667,0.07614274354834823,0.0759493670886076,0.5264394829612221,0.1637804378718177,0.23276723276723277,0.3301997649823737,0.5393127548048923,0.16385147345847087,0.7672327672327672,0.37157833430401865,4151.0,0.40186371578334307,401470468.0
Pacific,30,Pepperdine,home,1,2023-03-02,106.46795133026718,109.49457768873252,0.38640226628895186,0.5608095676172953,0.45728155339805826,0.47440699126092384,0.07501543407611037,0.07337723424270931,0.5291784702549575,0.16254293532048666,0.23166023166023167,0.32577903682719545,0.5391770011273957,0.16261109622709638,0.7683397683397684,0.366967305524239,4293.35,0.4007891770011274,401514395.0
Pacific,31,San Francisco,away,0,2023-03-03,106.07480328294514,109.46808870068585,0.3875413450937156,0.5594255706783839,0.45690061234102686,0.4713763702801462,0.07523115560911332,0.07431192660550459,0.5270121278941565,0.16256674832635273,0.2291861552853134,0.33131201764057333,0.5403489640130862,0.1621749462232383,0.7708138447146866,0.36368593238822244,4434.300000000001,0.40567066521264994,401514397.0
Penn State,1,Winthrop,home,1,2022-11-07,130.66385669125395,97.63101220387652,0.6333333333333333,0.7026822818284851,0.5535714285714286,0.7272727272727273,0.11486001435750179,0.20833333333333334,0.7,0.15454864769933263,0.21428571428571427,0.21666666666666667,0.5612244897959183,0.15793251974156494,0.7857142857142857,0.2857142857142857,140.825,0.5102040816326531,401483398.0
Penn State,2,Loyola (MD),home,1,2022-11-10,134.16422287390031,98.95833333333333,0.5811965811965812,0.7126168224299065,0.5565217391304348,0.6818181818181818,0.08928571428571429,0.08196721311475409,0.7094017094017094,0.13929618768328447,0.2037037037037037,0.20512820512820512,0.5380952380952381,0.14136904761904762,0.7962962962962963,0.22857142857142856,270.79999999999995,0.41904761904761906,401483399.0
Penn State,3,Butler,home,1,2022-11-14,122.57355634232697,95.07557289127254,0.5227272727272727,0.6613094453958634,0.5445026178010471,0.6774193548387096,0.08288639687957093,0.06666666666666667,0.6534090909090909,0.1465022585764864,0.1724137931034483,0.16477272727272727,0.47674418604651164,0.1462701121404193,0.8275862068965517,0.20930232558139536,409.875,0.38953488372093026,401479694.0
